timeline_id,project_id,stage_name,planned_duration_days,actual_duration_days,stage_status,start_date,end_date
TL-LG-JH-0119-LEG,LG-JH-0119,Legal Resolution,63,72,IN_PROGRESS,2023-03-23,2024-06-30
TL-LG-JH-0119-R&R,LG-JH-0119,R&R,52,64,IN_PROGRESS,2023-03-23,2024-06-30
TL-LG-JH-0119-POS,LG-JH-0119,Possession,43,39,COMPLETED,2023-03-23,2024-06-30
TL-LG-JH-0119-FIN,LG-JH-0119,Final Handover,54,88,DELAYED,2023-03-23,2024-06-30
TL-LG-KA-0120-LAN,LG-KA-0120,Land Identification,36,40,IN_PROGRESS,2021-02-14,2024-06-30
TL-LG-KA-0120-SUR,LG-KA-0120,Survey,60,102,DELAYED,2021-02-14,2024-06-30
TL-LG-KA-0120-DOC,LG-KA-0120,Documentation,65,75,IN_PROGRESS,2021-02-14,2024-06-30
TL-LG-KA-0120-APP,LG-KA-0120,Approval,84,115,DELAYED,2021-02-14,2024-06-30
TL-LG-KA-0120-NOT,LG-KA-0120,Notification,87,92,IN_PROGRESS,2021-02-14,2024-06-30
TL-LG-KA-0120-OBJ,LG-KA-0120,Objection/Hearing,50,59,IN_PROGRESS,2021-02-14,2024-06-30
TL-LG-KA-0120-COM,LG-KA-0120,Compensation,87,141,DELAYED,2021-02-14,2024-06-30
TL-LG-KA-0120-LEG,LG-KA-0120,Legal Resolution,62,55,COMPLETED,2021-02-14,2024-06-30
TL-LG-KA-0120-R&R,LG-KA-0120,R&R,32,61,IN_PROGRESS,2021-02-14,2024-06-30
TL-LG-KA-0120-POS,LG-KA-0120,Possession,68,111,DELAYED,2021-02-14,2024-06-30
TL-LG-KA-0120-FIN,LG-KA-0120,Final Handover,90,83,COMPLETED,2021-02-14,2024-06-30
TL-LG-KL-0121-LAN,LG-KL-0121,Land Identification,82,118,DELAYED,2024-06-11,2024-06-30
TL-LG-KL-0121-SUR,LG-KL-0121,Survey,47,90,DELAYED,2024-06-11,2024-06-30
TL-LG-KL-0121-DOC,LG-KL-0121,Documentation,66,59,COMPLETED,2024-06-11,2024-06-30
TL-LG-KL-0121-APP,LG-KL-0121,Approval,53,48,COMPLETED,2024-06-11,2024-06-30
TL-LG-KL-0121-NOT,LG-KL-0121,Notification,62,90,IN_PROGRESS,2024-06-11,2024-06-30
TL-LG-KL-0121-OBJ,LG-KL-0121,Objection/Hearing,71,103,DELAYED,2024-06-11,2024-06-30
TL-LG-KL-0121-COM,LG-KL-0121,Compensation,72,73,IN_PROGRESS,2024-06-11,2024-06-30
TL-LG-KL-0121-LEG,LG-KL-0121,Legal Resolution,60,51,COMPLETED,2024-06-11,2024-06-30
TL-LG-KL-0121-R&R,LG-KL-0121,R&R,88,111,IN_PROGRESS,2024-06-11,2024-06-30
TL-LG-KL-0121-POS,LG-KL-0121,Possession,38,34,COMPLETED,2024-06-11,2024-06-30
TL-LG-KL-0121-FIN,LG-KL-0121,Final Handover,78,104,IN_PROGRESS,2024-06-11,2024-06-30
TL-LG-MP-0122-LAN,LG-MP-0122,Land Identification,60,76,IN_PROGRESS,2021-04-30,2024-06-30
TL-LG-MP-0122-SUR,LG-MP-0122,Survey,83,75,COMPLETED,2021-04-30,2024-06-30
TL-LG-MP-0122-DOC,LG-MP-0122,Documentation,86,143,DELAYED,2021-04-30,2024-06-30
TL-LG-MP-0122-APP,LG-MP-0122,Approval,83,129,DELAYED,2021-04-30,2024-06-30
TL-LG-MP-0122-NOT,LG-MP-0122,Notification,65,124,DELAYED,2021-04-30,2024-06-30
TL-LG-MP-0122-OBJ,LG-MP-0122,Objection/Hearing,82,128,DELAYED,2021-04-30,2024-06-30
TL-LG-MP-0122-COM,LG-MP-0122,Compensation,51,57,IN_PROGRESS,2021-04-30,2024-06-30
TL-LG-MP-0122-LEG,LG-MP-0122,Legal Resolution,54,72,IN_PROGRESS,2021-04-30,2024-06-30
TL-LG-MP-0122-R&R,LG-MP-0122,R&R,40,51,IN_PROGRESS,2021-04-30,2024-06-30
TL-LG-MP-0122-POS,LG-MP-0122,Possession,85,141,DELAYED,2021-04-30,2024-06-30
TL-LG-MP-0122-FIN,LG-MP-0122,Final Handover,85,107,IN_PROGRESS,2021-04-30,2024-06-30
TL-LG-MH-0123-LAN,LG-MH-0123,Land Identification,48,52,IN_PROGRESS,2024-03-08,2024-06-30
TL-LG-MH-0123-SUR,LG-MH-0123,Survey,44,63,IN_PROGRESS,2024-03-08,2024-06-30
TL-LG-MH-0123-DOC,LG-MH-0123,Documentation,73,87,IN_PROGRESS,2024-03-08,2024-06-30
TL-LG-MH-0123-APP,LG-MH-0123,Approval,50,110,DELAYED,2024-03-08,2024-06-30
TL-LG-MH-0123-NOT,LG-MH-0123,Notification,71,67,COMPLETED,2024-03-08,2024-06-30
TL-LG-MH-0123-OBJ,LG-MH-0123,Objection/Hearing,85,97,IN_PROGRESS,2024-03-08,2024-06-30
TL-LG-MH-0123-COM,LG-MH-0123,Compensation,73,72,COMPLETED,2024-03-08,2024-06-30
TL-LG-MH-0123-LEG,LG-MH-0123,Legal Resolution,33,50,IN_PROGRESS,2024-03-08,2024-06-30
TL-LG-MH-0123-R&R,LG-MH-0123,R&R,60,111,DELAYED,2024-03-08,2024-06-30
TL-LG-MH-0123-POS,LG-MH-0123,Possession,30,23,COMPLETED,2024-03-08,2024-06-30
TL-LG-MH-0123-FIN,LG-MH-0123,Final Handover,39,59,IN_PROGRESS,2024-03-08,2024-06-30
TL-LG-MN-0124-LAN,LG-MN-0124,Land Identification,82,99,IN_PROGRESS,2023-01-18,2024-06-30
TL-LG-MN-0124-SUR,LG-MN-0124,Survey,50,109,DELAYED,2023-01-18,2024-06-30
TL-LG-MN-0124-DOC,LG-MN-0124,Documentation,38,53,IN_PROGRESS,2023-01-18,2024-06-30
TL-LG-MN-0124-APP,LG-MN-0124,Approval,51,44,COMPLETED,2023-01-18,2024-06-30
TL-LG-MN-0124-NOT,LG-MN-0124,Notification,57,69,IN_PROGRESS,2023-01-18,2024-06-30
TL-LG-MN-0124-OBJ,LG-MN-0124,Objection/Hearing,59,88,IN_PROGRESS,2023-01-18,2024-06-30
TL-LG-MN-0124-COM,LG-MN-0124,Compensation,72,72,COMPLETED,2023-01-18,2024-06-30
TL-LG-MN-0124-LEG,LG-MN-0124,Legal Resolution,77,114,DELAYED,2023-01-18,2024-06-30
TL-LG-MN-0124-R&R,LG-MN-0124,R&R,60,56,COMPLETED,2023-01-18,2024-06-30
TL-LG-MN-0124-POS,LG-MN-0124,Possession,87,142,DELAYED,2023-01-18,2024-06-30
TL-LG-MN-0124-FIN,LG-MN-0124,Final Handover,90,147,DELAYED,2023-01-18,2024-06-30
TL-LG-ML-0125-LAN,LG-ML-0125,Land Identification,42,53,IN_PROGRESS,2021-09-18,2024-06-30
TL-LG-ML-0125-SUR,LG-ML-0125,Survey,62,102,DELAYED,2021-09-18,2024-06-30
TL-LG-ML-0125-DOC,LG-ML-0125,Documentation,84,78,COMPLETED,2021-09-18,2024-06-30
TL-LG-ML-0125-APP,LG-ML-0125,Approval,46,48,IN_PROGRESS,2021-09-18,2024-06-30
TL-LG-ML-0125-NOT,LG-ML-0125,Notification,54,56,IN_PROGRESS,2021-09-18,2024-06-30
TL-LG-ML-0125-OBJ,LG-ML-0125,Objection/Hearing,49,67,IN_PROGRESS,2021-09-18,2024-06-30
TL-LG-ML-0125-COM,LG-ML-0125,Compensation,51,76,IN_PROGRESS,2021-09-18,2024-06-30
TL-LG-ML-0125-LEG,LG-ML-0125,Legal Resolution,44,72,IN_PROGRESS,2021-09-18,2024-06-30
TL-LG-ML-0125-R&R,LG-ML-0125,R&R,67,71,IN_PROGRESS,2021-09-18,2024-06-30
TL-LG-ML-0125-POS,LG-ML-0125,Possession,75,129,DELAYED,2021-09-18,2024-06-30
TL-LG-ML-0125-FIN,LG-ML-0125,Final Handover,66,75,IN_PROGRESS,2021-09-18,2024-06-30
TL-LG-MZ-0126-LAN,LG-MZ-0126,Land Identification,83,112,IN_PROGRESS,2023-07-04,2024-06-30
TL-LG-MZ-0126-SUR,LG-MZ-0126,Survey,82,116,DELAYED,2023-07-04,2024-06-30
TL-LG-MZ-0126-DOC,LG-MZ-0126,Documentation,72,102,IN_PROGRESS,2023-07-04,2024-06-30
TL-LG-MZ-0126-APP,LG-MZ-0126,Approval,58,84,IN_PROGRESS,2023-07-04,2024-06-30
TL-LG-MZ-0126-NOT,LG-MZ-0126,Notification,71,114,DELAYED,2023-07-04,2024-06-30
TL-LG-MZ-0126-OBJ,LG-MZ-0126,Objection/Hearing,70,97,IN_PROGRESS,2023-07-04,2024-06-30
TL-LG-MZ-0126-COM,LG-MZ-0126,Compensation,76,95,IN_PROGRESS,2023-07-04,2024-06-30
TL-LG-MZ-0126-LEG,LG-MZ-0126,Legal Resolution,42,61,IN_PROGRESS,2023-07-04,2024-06-30
TL-LG-MZ-0126-R&R,LG-MZ-0126,R&R,33,57,IN_PROGRESS,2023-07-04,2024-06-30
TL-LG-MZ-0126-POS,LG-MZ-0126,Possession,82,74,COMPLETED,2023-07-04,2024-06-30
TL-LG-MZ-0126-FIN,LG-MZ-0126,Final Handover,43,38,COMPLETED,2023-07-04,2024-06-30
TL-LG-NL-0127-LAN,LG-NL-0127,Land Identification,72,105,DELAYED,2022-06-19,2024-06-30
TL-LG-NL-0127-SUR,LG-NL-0127,Survey,65,65,COMPLETED,2022-06-19,2024-06-30
TL-LG-NL-0127-DOC,LG-NL-0127,Documentation,62,67,IN_PROGRESS,2022-06-19,2024-06-30
TL-LG-NL-0127-APP,LG-NL-0127,Approval,53,108,DELAYED,2022-06-19,2024-06-30
TL-LG-NL-0127-NOT,LG-NL-0127,Notification,52,72,IN_PROGRESS,2022-06-19,2024-06-30
TL-LG-NL-0127-OBJ,LG-NL-0127,Objection/Hearing,51,41,COMPLETED,2022-06-19,2024-06-30
TL-LG-NL-0127-COM,LG-NL-0127,Compensation,84,129,DELAYED,2022-06-19,2024-06-30
TL-LG-NL-0127-LEG,LG-NL-0127,Legal Resolution,38,47,IN_PROGRESS,2022-06-19,2024-06-30
TL-LG-NL-0127-R&R,LG-NL-0127,R&R,53,111,DELAYED,2022-06-19,2024-06-30
TL-LG-NL-0127-POS,LG-NL-0127,Possession,72,66,COMPLETED,2022-06-19,2024-06-30
TL-LG-NL-0127-FIN,LG-NL-0127,Final Handover,76,101,IN_PROGRESS,2022-06-19,2024-06-30
TL-LG-OD-0128-LAN,LG-OD-0128,Land Identification,69,67,COMPLETED,2024-01-12,2024-06-30
TL-LG-OD-0128-SUR,LG-OD-0128,Survey,66,88,IN_PROGRESS,2024-01-12,2024-06-30
TL-LG-OD-0128-DOC,LG-OD-0128,Documentation,79,99,IN_PROGRESS,2024-01-12,2024-06-30
TL-LG-OD-0128-APP,LG-OD-0128,Approval,58,73,IN_PROGRESS,2024-01-12,2024-06-30
TL-LG-OD-0128-NOT,LG-OD-0128,Notification,45,62,IN_PROGRESS,2024-01-12,2024-06-30
TL-LG-OD-0128-OBJ,LG-OD-0128,Objection/Hearing,34,46,IN_PROGRESS,2024-01-12,2024-06-30
TL-LG-OD-0128-COM,LG-OD-0128,Compensation,82,98,IN_PROGRESS,2024-01-12,2024-06-30
TL-LG-OD-0128-LEG,LG-OD-0128,Legal Resolution,74,131,DELAYED,2024-01-12,2024-06-30
TL-LG-OD-0128-R&R,LG-OD-0128,R&R,54,89,DELAYED,2024-01-12,2024-06-30
TL-LG-OD-0128-POS,LG-OD-0128,Possession,51,92,DELAYED,2024-01-12,2024-06-30
TL-LG-OD-0128-FIN,LG-OD-0128,Final Handover,79,139,DELAYED,2024-01-12,2024-06-30
TL-LG-PB-0129-LAN,LG-PB-0129,Land Identification,51,48,COMPLETED,2023-03-26,2024-06-30
TL-LG-PB-0129-SUR,LG-PB-0129,Survey,84,94,IN_PROGRESS,2023-03-26,2024-06-30
TL-LG-PB-0129-DOC,LG-PB-0129,Documentation,87,94,IN_PROGRESS,2023-03-26,2024-06-30
TL-LG-PB-0129-APP,LG-PB-0129,Approval,30,88,DELAYED,2023-03-26,2024-06-30
TL-LG-PB-0129-NOT,LG-PB-0129,Notification,31,68,DELAYED,2023-03-26,2024-06-30
TL-LG-PB-0129-OBJ,LG-PB-0129,Objection/Hearing,42,101,DELAYED,2023-03-26,2024-06-30
TL-LG-PB-0129-COM,LG-PB-0129,Compensation,75,103,IN_PROGRESS,2023-03-26,2024-06-30
TL-LG-PB-0129-LEG,LG-PB-0129,Legal Resolution,78,131,DELAYED,2023-03-26,2024-06-30
TL-LG-PB-0129-R&R,LG-PB-0129,R&R,82,91,IN_PROGRESS,2023-03-26,2024-06-30
TL-LG-PB-0129-POS,LG-PB-0129,Possession,58,95,DELAYED,2023-03-26,2024-06-30
TL-LG-PB-0129-FIN,LG-PB-0129,Final Handover,34,51,IN_PROGRESS,2023-03-26,2024-06-30
TL-LG-RJ-0130-LAN,LG-RJ-0130,Land Identification,84,97,IN_PROGRESS,2024-02-08,2024-06-30
TL-LG-RJ-0130-SUR,LG-RJ-0130,Survey,79,104,IN_PROGRESS,2024-02-08,2024-06-30
TL-LG-RJ-0130-DOC,LG-RJ-0130,Documentation,55,86,DELAYED,2024-02-08,2024-06-30
TL-LG-RJ-0130-APP,LG-RJ-0130,Approval,34,93,DELAYED,2024-02-08,2024-06-30
TL-LG-RJ-0130-NOT,LG-RJ-0130,Notification,42,79,DELAYED,2024-02-08,2024-06-30
TL-LG-RJ-0130-OBJ,LG-RJ-0130,Objection/Hearing,86,88,IN_PROGRESS,2024-02-08,2024-06-30
TL-LG-RJ-0130-COM,LG-RJ-0130,Compensation,46,91,DELAYED,2024-02-08,2024-06-30
TL-LG-RJ-0130-LEG,LG-RJ-0130,Legal Resolution,37,48,IN_PROGRESS,2024-02-08,2024-06-30
TL-LG-RJ-0130-R&R,LG-RJ-0130,R&R,32,36,IN_PROGRESS,2024-02-08,2024-06-30
TL-LG-RJ-0130-POS,LG-RJ-0130,Possession,76,99,IN_PROGRESS,2024-02-08,2024-06-30
TL-LG-RJ-0130-FIN,LG-RJ-0130,Final Handover,32,80,DELAYED,2024-02-08,2024-06-30
TL-LG-SK-0131-LAN,LG-SK-0131,Land Identification,67,121,DELAYED,2022-01-30,2024-06-30
TL-LG-SK-0131-SUR,LG-SK-0131,Survey,89,107,IN_PROGRESS,2022-01-30,2024-06-30
TL-LG-SK-0131-DOC,LG-SK-0131,Documentation,47,39,COMPLETED,2022-01-30,2024-06-30
TL-LG-SK-0131-APP,LG-SK-0131,Approval,30,77,DELAYED,2022-01-30,2024-06-30
TL-LG-SK-0131-NOT,LG-SK-0131,Notification,82,128,DELAYED,2022-01-30,2024-06-30
TL-LG-SK-0131-OBJ,LG-SK-0131,Objection/Hearing,80,79,COMPLETED,2022-01-30,2024-06-30
TL-LG-SK-0131-COM,LG-SK-0131,Compensation,81,124,DELAYED,2022-01-30,2024-06-30
TL-LG-SK-0131-LEG,LG-SK-0131,Legal Resolution,70,67,COMPLETED,2022-01-30,2024-06-30
TL-LG-SK-0131-R&R,LG-SK-0131,R&R,36,29,COMPLETED,2022-01-30,2024-06-30
TL-LG-SK-0131-POS,LG-SK-0131,Possession,65,83,IN_PROGRESS,2022-01-30,2024-06-30
TL-LG-SK-0131-FIN,LG-SK-0131,Final Handover,79,83,IN_PROGRESS,2022-01-30,2024-06-30
TL-LG-TN-0132-LAN,LG-TN-0132,Land Identification,84,130,DELAYED,2021-11-03,2024-06-30
TL-LG-TN-0132-SUR,LG-TN-0132,Survey,81,101,IN_PROGRESS,2021-11-03,2024-06-30
TL-LG-TN-0132-DOC,LG-TN-0132,Documentation,49,94,DELAYED,2021-11-03,2024-06-30
TL-LG-TN-0132-APP,LG-TN-0132,Approval,42,54,IN_PROGRESS,2021-11-03,2024-06-30
TL-LG-TN-0132-NOT,LG-TN-0132,Notification,36,73,DELAYED,2021-11-03,2024-06-30
TL-LG-TN-0132-OBJ,LG-TN-0132,Objection/Hearing,53,71,IN_PROGRESS,2021-11-03,2024-06-30
TL-LG-TN-0132-COM,LG-TN-0132,Compensation,71,91,IN_PROGRESS,2021-11-03,2024-06-30
TL-LG-TN-0132-LEG,LG-TN-0132,Legal Resolution,84,133,DELAYED,2021-11-03,2024-06-30
TL-LG-TN-0132-R&R,LG-TN-0132,R&R,85,116,DELAYED,2021-11-03,2024-06-30
TL-LG-TN-0132-POS,LG-TN-0132,Possession,42,45,IN_PROGRESS,2021-11-03,2024-06-30
TL-LG-TN-0132-FIN,LG-TN-0132,Final Handover,61,92,DELAYED,2021-11-03,2024-06-30
TL-LG-TS-0133-LAN,LG-TS-0133,Land Identification,38,97,DELAYED,2022-11-10,2024-06-30
TL-LG-TS-0133-SUR,LG-TS-0133,Survey,54,56,IN_PROGRESS,2022-11-10,2024-06-30
TL-LG-TS-0133-DOC,LG-TS-0133,Documentation,80,93,IN_PROGRESS,2022-11-10,2024-06-30
TL-LG-TS-0133-APP,LG-TS-0133,Approval,89,99,IN_PROGRESS,2022-11-10,2024-06-30
TL-LG-TS-0133-NOT,LG-TS-0133,Notification,46,38,COMPLETED,2022-11-10,2024-06-30
TL-LG-TS-0133-OBJ,LG-TS-0133,Objection/Hearing,87,83,COMPLETED,2022-11-10,2024-06-30
TL-LG-TS-0133-COM,LG-TS-0133,Compensation,32,39,IN_PROGRESS,2022-11-10,2024-06-30
TL-LG-TS-0133-LEG,LG-TS-0133,Legal Resolution,50,65,IN_PROGRESS,2022-11-10,2024-06-30
TL-LG-TS-0133-R&R,LG-TS-0133,R&R,61,93,DELAYED,2022-11-10,2024-06-30
TL-LG-TS-0133-POS,LG-TS-0133,Possession,84,143,DELAYED,2022-11-10,2024-06-30
TL-LG-TS-0133-FIN,LG-TS-0133,Final Handover,35,93,DELAYED,2022-11-10,2024-06-30
TL-LG-TR-0134-LAN,LG-TR-0134,Land Identification,44,77,DELAYED,2023-09-20,2024-06-30
TL-LG-TR-0134-SUR,LG-TR-0134,Survey,32,27,COMPLETED,2023-09-20,2024-06-30
TL-LG-TR-0134-DOC,LG-TR-0134,Documentation,41,49,IN_PROGRESS,2023-09-20,2024-06-30
TL-LG-TR-0134-APP,LG-TR-0134,Approval,65,115,DELAYED,2023-09-20,2024-06-30
TL-LG-TR-0134-NOT,LG-TR-0134,Notification,77,101,IN_PROGRESS,2023-09-20,2024-06-30
TL-LG-TR-0134-OBJ,LG-TR-0134,Objection/Hearing,30,87,DELAYED,2023-09-20,2024-06-30
TL-LG-TR-0134-COM,LG-TR-0134,Compensation,67,119,DELAYED,2023-09-20,2024-06-30
TL-LG-TR-0134-LEG,LG-TR-0134,Legal Resolution,53,105,DELAYED,2023-09-20,2024-06-30
TL-LG-TR-0134-R&R,LG-TR-0134,R&R,75,131,DELAYED,2023-09-20,2024-06-30
TL-LG-TR-0134-POS,LG-TR-0134,Possession,76,99,IN_PROGRESS,2023-09-20,2024-06-30
TL-LG-TR-0134-FIN,LG-TR-0134,Final Handover,85,92,IN_PROGRESS,2023-09-20,2024-06-30
TL-LG-UP-0135-LAN,LG-UP-0135,Land Identification,88,107,IN_PROGRESS,2022-05-11,2024-06-30
TL-LG-UP-0135-SUR,LG-UP-0135,Survey,52,52,COMPLETED,2022-05-11,2024-06-30
TL-LG-UP-0135-DOC,LG-UP-0135,Documentation,70,64,COMPLETED,2022-05-11,2024-06-30
TL-LG-UP-0135-APP,LG-UP-0135,Approval,75,85,IN_PROGRESS,2022-05-11,2024-06-30
TL-LG-UP-0135-NOT,LG-UP-0135,Notification,81,126,DELAYED,2022-05-11,2024-06-30
TL-LG-UP-0135-OBJ,LG-UP-0135,Objection/Hearing,49,62,IN_PROGRESS,2022-05-11,2024-06-30
TL-LG-UP-0135-COM,LG-UP-0135,Compensation,37,65,IN_PROGRESS,2022-05-11,2024-06-30
TL-LG-UP-0135-LEG,LG-UP-0135,Legal Resolution,67,74,IN_PROGRESS,2022-05-11,2024-06-30
TL-LG-UP-0135-R&R,LG-UP-0135,R&R,85,143,DELAYED,2022-05-11,2024-06-30
TL-LG-UP-0135-POS,LG-UP-0135,Possession,75,130,DELAYED,2022-05-11,2024-06-30
TL-LG-UP-0135-FIN,LG-UP-0135,Final Handover,49,48,COMPLETED,2022-05-11,2024-06-30
TL-LG-UK-0136-LAN,LG-UK-0136,Land Identification,54,73,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-UK-0136-SUR,LG-UK-0136,Survey,90,115,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-UK-0136-DOC,LG-UK-0136,Documentation,86,112,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-UK-0136-APP,LG-UK-0136,Approval,61,110,DELAYED,2024-08-18,2024-06-30
TL-LG-UK-0136-NOT,LG-UK-0136,Notification,71,84,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-UK-0136-OBJ,LG-UK-0136,Objection/Hearing,61,104,DELAYED,2024-08-18,2024-06-30
TL-LG-UK-0136-COM,LG-UK-0136,Compensation,69,84,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-UK-0136-LEG,LG-UK-0136,Legal Resolution,69,78,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-UK-0136-R&R,LG-UK-0136,R&R,30,64,DELAYED,2024-08-18,2024-06-30
TL-LG-UK-0136-POS,LG-UK-0136,Possession,53,53,COMPLETED,2024-08-18,2024-06-30
TL-LG-UK-0136-FIN,LG-UK-0136,Final Handover,83,119,DELAYED,2024-08-18,2024-06-30
TL-LG-WB-0137-LAN,LG-WB-0137,Land Identification,77,126,DELAYED,2024-08-18,2024-06-30
TL-LG-WB-0137-SUR,LG-WB-0137,Survey,30,52,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-WB-0137-DOC,LG-WB-0137,Documentation,82,117,DELAYED,2024-08-18,2024-06-30
TL-LG-WB-0137-APP,LG-WB-0137,Approval,85,99,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-WB-0137-NOT,LG-WB-0137,Notification,77,96,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-WB-0137-OBJ,LG-WB-0137,Objection/Hearing,30,57,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-WB-0137-COM,LG-WB-0137,Compensation,44,66,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-WB-0137-LEG,LG-WB-0137,Legal Resolution,69,93,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-WB-0137-R&R,LG-WB-0137,R&R,65,69,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-WB-0137-POS,LG-WB-0137,Possession,53,108,DELAYED,2024-08-18,2024-06-30
TL-LG-WB-0137-FIN,LG-WB-0137,Final Handover,83,91,IN_PROGRESS,2024-08-18,2024-06-30
TL-LG-AN-0138-LAN,LG-AN-0138,Land Identification,74,113,DELAYED,2023-05-08,2024-06-30
TL-LG-AN-0138-SUR,LG-AN-0138,Survey,63,113,DELAYED,2023-05-08,2024-06-30
TL-LG-AN-0138-DOC,LG-AN-0138,Documentation,48,75,IN_PROGRESS,2023-05-08,2024-06-30
TL-LG-AN-0138-APP,LG-AN-0138,Approval,44,64,IN_PROGRESS,2023-05-08,2024-06-30
TL-LG-AN-0138-NOT,LG-AN-0138,Notification,73,126,DELAYED,2023-05-08,2024-06-30
TL-LG-AN-0138-OBJ,LG-AN-0138,Objection/Hearing,88,104,IN_PROGRESS,2023-05-08,2024-06-30
TL-LG-AN-0138-COM,LG-AN-0138,Compensation,37,60,IN_PROGRESS,2023-05-08,2024-06-30
TL-LG-AN-0138-LEG,LG-AN-0138,Legal Resolution,70,61,COMPLETED,2023-05-08,2024-06-30
TL-LG-AN-0138-R&R,LG-AN-0138,R&R,39,31,COMPLETED,2023-05-08,2024-06-30
TL-LG-AN-0138-POS,LG-AN-0138,Possession,44,36,COMPLETED,2023-05-08,2024-06-30
TL-LG-AN-0138-FIN,LG-AN-0138,Final Handover,33,92,DELAYED,2023-05-08,2024-06-30
TL-LG-CH-0139-LAN,LG-CH-0139,Land Identification,36,26,COMPLETED,2022-11-10,2024-06-30
TL-LG-CH-0139-SUR,LG-CH-0139,Survey,44,45,IN_PROGRESS,2022-11-10,2024-06-30
TL-LG-CH-0139-DOC,LG-CH-0139,Documentation,34,38,IN_PROGRESS,2022-11-10,2024-06-30
TL-LG-CH-0139-APP,LG-CH-0139,Approval,71,99,IN_PROGRESS,2022-11-10,2024-06-30
TL-LG-CH-0139-NOT,LG-CH-0139,Notification,30,82,DELAYED,2022-11-10,2024-06-30
TL-LG-CH-0139-OBJ,LG-CH-0139,Objection/Hearing,52,89,DELAYED,2022-11-10,2024-06-30
TL-LG-CH-0139-COM,LG-CH-0139,Compensation,66,115,DELAYED,2022-11-10,2024-06-30
TL-LG-CH-0139-LEG,LG-CH-0139,Legal Resolution,64,109,DELAYED,2022-11-10,2024-06-30
TL-LG-CH-0139-R&R,LG-CH-0139,R&R,40,39,COMPLETED,2022-11-10,2024-06-30
TL-LG-CH-0139-POS,LG-CH-0139,Possession,84,127,DELAYED,2022-11-10,2024-06-30
TL-LG-CH-0139-FIN,LG-CH-0139,Final Handover,88,105,IN_PROGRESS,2022-11-10,2024-06-30
TL-LG-DH-0140-LAN,LG-DH-0140,Land Identification,46,100,DELAYED,2021-06-15,2024-06-30
TL-LG-DH-0140-SUR,LG-DH-0140,Survey,49,75,IN_PROGRESS,2021-06-15,2024-06-30
TL-LG-DH-0140-DOC,LG-DH-0140,Documentation,44,41,COMPLETED,2021-06-15,2024-06-30
TL-LG-DH-0140-APP,LG-DH-0140,Approval,51,68,IN_PROGRESS,2021-06-15,2024-06-30
TL-LG-DH-0140-NOT,LG-DH-0140,Notification,49,72,IN_PROGRESS,2021-06-15,2024-06-30
TL-LG-DH-0140-OBJ,LG-DH-0140,Objection/Hearing,89,140,DELAYED,2021-06-15,2024-06-30
TL-LG-DH-0140-COM,LG-DH-0140,Compensation,51,86,DELAYED,2021-06-15,2024-06-30
TL-LG-DH-0140-LEG,LG-DH-0140,Legal Resolution,31,86,DELAYED,2021-06-15,2024-06-30
TL-LG-DH-0140-R&R,LG-DH-0140,R&R,39,58,IN_PROGRESS,2021-06-15,2024-06-30
TL-LG-DH-0140-POS,LG-DH-0140,Possession,65,73,IN_PROGRESS,2021-06-15,2024-06-30
TL-LG-DH-0140-FIN,LG-DH-0140,Final Handover,63,121,DELAYED,2021-06-15,2024-06-30
TL-LG-DL-0141-LAN,LG-DL-0141,Land Identification,65,67,IN_PROGRESS,2022-01-26,2024-06-30
TL-LG-DL-0141-SUR,LG-DL-0141,Survey,89,129,DELAYED,2022-01-26,2024-06-30
TL-LG-DL-0141-DOC,LG-DL-0141,Documentation,35,54,IN_PROGRESS,2022-01-26,2024-06-30
TL-LG-DL-0141-APP,LG-DL-0141,Approval,90,138,DELAYED,2022-01-26,2024-06-30
TL-LG-DL-0141-NOT,LG-DL-0141,Notification,71,71,COMPLETED,2022-01-26,2024-06-30
TL-LG-DL-0141-OBJ,LG-DL-0141,Objection/Hearing,67,98,DELAYED,2022-01-26,2024-06-30
TL-LG-DL-0141-COM,LG-DL-0141,Compensation,73,128,DELAYED,2022-01-26,2024-06-30
TL-LG-DL-0141-LEG,LG-DL-0141,Legal Resolution,64,57,COMPLETED,2022-01-26,2024-06-30
TL-LG-DL-0141-R&R,LG-DL-0141,R&R,61,79,IN_PROGRESS,2022-01-26,2024-06-30
TL-LG-DL-0141-POS,LG-DL-0141,Possession,80,88,IN_PROGRESS,2022-01-26,2024-06-30
TL-LG-DL-0141-FIN,LG-DL-0141,Final Handover,88,140,DELAYED,2022-01-26,2024-06-30
TL-LG-JK-0142-LAN,LG-JK-0142,Land Identification,37,66,IN_PROGRESS,2022-01-21,2024-06-30
