parcel_id,project_id,parcel_number,area_acres,ownership_type,verified_flag,dispute_flag
PCL-LG-CH-0355-03,LG-CH-0355,SY-543/3,294.35,Forest,0,1
PCL-LG-CH-0355-04,LG-CH-0355,SY-462/4,294.35,Community,1,0
PCL-LG-CH-0355-05,LG-CH-0355,SY-500/5,294.35,Forest,0,1
PCL-LG-CH-0355-06,LG-CH-0355,SY-746/6,294.35,Private,1,0
PCL-LG-DH-0356-01,LG-DH-0356,SY-688/1,225.1,Forest,1,0
PCL-LG-DH-0356-02,LG-DH-0356,SY-340/2,225.1,Community,1,1
PCL-LG-DH-0356-03,LG-DH-0356,SY-202/3,225.1,Community,1,0
PCL-LG-DH-0356-04,LG-DH-0356,SY-140/4,225.1,Community,1,1
PCL-LG-DH-0356-05,LG-DH-0356,SY-823/5,225.1,Forest,1,0
PCL-LG-DL-0357-01,LG-DL-0357,SY-967/1,601.83,Government,1,0
PCL-LG-DL-0357-02,LG-DL-0357,SY-251/2,601.83,Forest,0,0
PCL-LG-DL-0357-03,LG-DL-0357,SY-360/3,601.83,Private,1,0
PCL-LG-DL-0357-04,LG-DL-0357,SY-201/4,601.83,Government,1,0
PCL-LG-JK-0358-01,LG-JK-0358,SY-357/1,39.0,Forest,0,0
PCL-LG-JK-0358-02,LG-JK-0358,SY-616/2,39.0,Private,1,1
PCL-LG-JK-0358-03,LG-JK-0358,SY-304/3,39.0,Government,1,0
PCL-LG-JK-0358-04,LG-JK-0358,SY-630/4,39.0,Government,1,0
PCL-LG-JK-0358-05,LG-JK-0358,SY-748/5,39.0,Forest,1,1
PCL-LG-JK-0358-06,LG-JK-0358,SY-754/6,39.0,Community,1,1
PCL-LG-LA-0359-01,LG-LA-0359,SY-622/1,319.51,Private,1,0
PCL-LG-LA-0359-02,LG-LA-0359,SY-543/2,319.51,Community,1,0
PCL-LG-LA-0359-03,LG-LA-0359,SY-727/3,319.51,Government,1,0
PCL-LG-LA-0359-04,LG-LA-0359,SY-780/4,319.51,Community,1,0
PCL-LG-LA-0359-05,LG-LA-0359,SY-546/5,319.51,Government,1,0
PCL-LG-LA-0359-06,LG-LA-0359,SY-524/6,319.51,Government,1,0
PCL-LG-LA-0359-07,LG-LA-0359,SY-581/7,319.51,Forest,1,0
PCL-LG-LD-0360-01,LG-LD-0360,SY-645/1,401.07,Government,1,0
PCL-LG-LD-0360-02,LG-LD-0360,SY-750/2,401.07,Community,1,0
PCL-LG-LD-0360-03,LG-LD-0360,SY-902/3,401.07,Government,1,0
PCL-LG-PY-0361-01,LG-PY-0361,SY-609/1,400.22,Private,1,0
PCL-LG-PY-0361-02,LG-PY-0361,SY-233/2,400.22,Forest,1,0
PCL-LG-PY-0361-03,LG-PY-0361,SY-236/3,400.22,Community,1,0
PCL-LG-PY-0361-04,LG-PY-0361,SY-565/4,400.22,Government,1,1
PCL-LG-PY-0361-05,LG-PY-0361,SY-318/5,400.22,Forest,1,1
PCL-LG-PY-0361-06,LG-PY-0361,SY-388/6,400.22,Government,1,0
PCL-LG-AP-0362-01,LG-AP-0362,SY-322/1,137.84,Government,1,1
PCL-LG-AP-0362-02,LG-AP-0362,SY-817/2,137.84,Private,0,1
PCL-LG-AP-0362-03,LG-AP-0362,SY-866/3,137.84,Community,0,1
PCL-LG-AP-0362-04,LG-AP-0362,SY-752/4,137.84,Private,0,0
PCL-LG-AP-0362-05,LG-AP-0362,SY-755/5,137.84,Community,1,0
PCL-LG-AP-0362-06,LG-AP-0362,SY-593/6,137.84,Government,1,1
PCL-LG-AP-0362-07,LG-AP-0362,SY-199/7,137.84,Private,1,0
PCL-LG-AP-0362-08,LG-AP-0362,SY-101/8,137.84,Government,1,0
PCL-LG-AR-0363-01,LG-AR-0363,SY-579/1,64.03,Government,0,0
PCL-LG-AR-0363-02,LG-AR-0363,SY-911/2,64.03,Private,0,0
PCL-LG-AR-0363-03,LG-AR-0363,SY-828/3,64.03,Community,1,1
PCL-LG-AR-0363-04,LG-AR-0363,SY-327/4,64.03,Government,1,0
PCL-LG-AR-0363-05,LG-AR-0363,SY-236/5,64.03,Forest,1,1
PCL-LG-AR-0363-06,LG-AR-0363,SY-331/6,64.03,Government,1,0
PCL-LG-AR-0363-07,LG-AR-0363,SY-231/7,64.03,Forest,0,0
PCL-LG-AR-0363-08,LG-AR-0363,SY-561/8,64.03,Government,0,0
PCL-LG-AS-0364-01,LG-AS-0364,SY-470/1,141.94,Community,1,0
PCL-LG-AS-0364-02,LG-AS-0364,SY-268/2,141.94,Private,1,0
PCL-LG-AS-0364-03,LG-AS-0364,SY-195/3,141.94,Private,1,1
PCL-LG-AS-0364-04,LG-AS-0364,SY-416/4,141.94,Community,1,0
PCL-LG-AS-0364-05,LG-AS-0364,SY-828/5,141.94,Community,1,1
PCL-LG-BR-0365-01,LG-BR-0365,SY-696/1,233.35,Community,0,1
PCL-LG-BR-0365-02,LG-BR-0365,SY-952/2,233.35,Forest,1,0
PCL-LG-BR-0365-03,LG-BR-0365,SY-876/3,233.35,Forest,0,0
PCL-LG-BR-0365-04,LG-BR-0365,SY-804/4,233.35,Government,1,1
PCL-LG-CG-0366-01,LG-CG-0366,SY-910/1,193.89,Forest,0,0
PCL-LG-CG-0366-02,LG-CG-0366,SY-157/2,193.89,Community,1,1
PCL-LG-CG-0366-03,LG-CG-0366,SY-703/3,193.89,Government,1,0
PCL-LG-CG-0366-04,LG-CG-0366,SY-233/4,193.89,Private,1,0
PCL-LG-CG-0366-05,LG-CG-0366,SY-417/5,193.89,Community,1,0
PCL-LG-CG-0366-06,LG-CG-0366,SY-829/6,193.89,Community,1,0
PCL-LG-CG-0366-07,LG-CG-0366,SY-864/7,193.89,Community,0,1
PCL-LG-GA-0367-01,LG-GA-0367,SY-912/1,215.94,Private,0,0
PCL-LG-GA-0367-02,LG-GA-0367,SY-834/2,215.94,Community,1,0
PCL-LG-GA-0367-03,LG-GA-0367,SY-990/3,215.94,Forest,1,1
PCL-LG-GA-0367-04,LG-GA-0367,SY-435/4,215.94,Government,1,0
PCL-LG-GA-0367-05,LG-GA-0367,SY-829/5,215.94,Forest,0,0
PCL-LG-GA-0367-06,LG-GA-0367,SY-335/6,215.94,Forest,1,0
PCL-LG-GA-0367-07,LG-GA-0367,SY-733/7,215.94,Forest,0,0
PCL-LG-GA-0367-08,LG-GA-0367,SY-606/8,215.94,Community,0,0
PCL-LG-GJ-0368-01,LG-GJ-0368,SY-790/1,26.97,Government,0,0
PCL-LG-GJ-0368-02,LG-GJ-0368,SY-399/2,26.97,Community,0,1
PCL-LG-GJ-0368-03,LG-GJ-0368,SY-187/3,26.97,Community,1,0
PCL-LG-GJ-0368-04,LG-GJ-0368,SY-120/4,26.97,Private,1,0
PCL-LG-GJ-0368-05,LG-GJ-0368,SY-907/5,26.97,Private,1,1
PCL-LG-GJ-0368-06,LG-GJ-0368,SY-361/6,26.97,Government,0,1
PCL-LG-HR-0369-01,LG-HR-0369,SY-710/1,410.65,Private,0,0
PCL-LG-HR-0369-02,LG-HR-0369,SY-427/2,410.65,Private,1,0
PCL-LG-HR-0369-03,LG-HR-0369,SY-431/3,410.65,Forest,1,0
PCL-LG-HR-0369-04,LG-HR-0369,SY-987/4,410.65,Private,0,0
PCL-LG-HR-0369-05,LG-HR-0369,SY-200/5,410.65,Private,1,0
PCL-LG-HR-0369-06,LG-HR-0369,SY-830/6,410.65,Forest,1,1
PCL-LG-HP-0370-01,LG-HP-0370,SY-595/1,142.85,Government,1,0
PCL-LG-HP-0370-02,LG-HP-0370,SY-774/2,142.85,Government,0,1
PCL-LG-HP-0370-03,LG-HP-0370,SY-756/3,142.85,Forest,0,0
PCL-LG-HP-0370-04,LG-HP-0370,SY-457/4,142.85,Government,1,1
PCL-LG-HP-0370-05,LG-HP-0370,SY-303/5,142.85,Private,1,0
PCL-LG-HP-0370-06,LG-HP-0370,SY-567/6,142.85,Private,0,0
PCL-LG-HP-0370-07,LG-HP-0370,SY-860/7,142.85,Forest,1,0
PCL-LG-HP-0370-08,LG-HP-0370,SY-768/8,142.85,Government,1,0
PCL-LG-JH-0371-01,LG-JH-0371,SY-435/1,73.9,Government,0,0
PCL-LG-JH-0371-02,LG-JH-0371,SY-482/2,73.9,Community,0,0
PCL-LG-JH-0371-03,LG-JH-0371,SY-554/3,73.9,Government,1,1
PCL-LG-JH-0371-04,LG-JH-0371,SY-905/4,73.9,Government,0,0
PCL-LG-KA-0372-01,LG-KA-0372,SY-974/1,123.26,Community,1,0
PCL-LG-KA-0372-02,LG-KA-0372,SY-311/2,123.26,Private,1,0
PCL-LG-KA-0372-03,LG-KA-0372,SY-825/3,123.26,Community,1,0
PCL-LG-KA-0372-04,LG-KA-0372,SY-101/4,123.26,Community,0,0
PCL-LG-KA-0372-05,LG-KA-0372,SY-744/5,123.26,Government,1,0
PCL-LG-KA-0372-06,LG-KA-0372,SY-187/6,123.26,Private,0,0
PCL-LG-KA-0372-07,LG-KA-0372,SY-503/7,123.26,Community,0,1
PCL-LG-KL-0373-01,LG-KL-0373,SY-952/1,209.17,Forest,0,0
PCL-LG-KL-0373-02,LG-KL-0373,SY-912/2,209.17,Private,0,0
PCL-LG-KL-0373-03,LG-KL-0373,SY-868/3,209.17,Government,1,0
PCL-LG-KL-0373-04,LG-KL-0373,SY-477/4,209.17,Community,0,1
PCL-LG-KL-0373-05,LG-KL-0373,SY-772/5,209.17,Government,1,0
PCL-LG-KL-0373-06,LG-KL-0373,SY-257/6,209.17,Forest,1,0
PCL-LG-MP-0374-01,LG-MP-0374,SY-480/1,333.66,Government,1,0
PCL-LG-MP-0374-02,LG-MP-0374,SY-644/2,333.66,Community,0,0
PCL-LG-MP-0374-03,LG-MP-0374,SY-311/3,333.66,Forest,1,0
PCL-LG-MP-0374-04,LG-MP-0374,SY-673/4,333.66,Private,1,1
PCL-LG-MP-0374-05,LG-MP-0374,SY-611/5,333.66,Government,1,1
PCL-LG-MP-0374-06,LG-MP-0374,SY-709/6,333.66,Forest,0,0
PCL-LG-MP-0374-07,LG-MP-0374,SY-374/7,333.66,Community,1,0
PCL-LG-MH-0375-01,LG-MH-0375,SY-487/1,136.05,Private,1,1
PCL-LG-MH-0375-02,LG-MH-0375,SY-814/2,136.05,Government,0,1
PCL-LG-MH-0375-03,LG-MH-0375,SY-342/3,136.05,Private,0,0
PCL-LG-MH-0375-04,LG-MH-0375,SY-981/4,136.05,Community,1,0
PCL-LG-MH-0375-05,LG-MH-0375,SY-814/5,136.05,Forest,1,0
PCL-LG-MH-0375-06,LG-MH-0375,SY-694/6,136.05,Private,1,0
PCL-LG-MH-0375-07,LG-MH-0375,SY-744/7,136.05,Forest,0,0
PCL-LG-MH-0375-08,LG-MH-0375,SY-322/8,136.05,Private,1,1
PCL-LG-MN-0376-01,LG-MN-0376,SY-305/1,236.33,Community,1,1
PCL-LG-MN-0376-02,LG-MN-0376,SY-220/2,236.33,Private,1,1
PCL-LG-MN-0376-03,LG-MN-0376,SY-179/3,236.33,Community,1,0
PCL-LG-MN-0376-04,LG-MN-0376,SY-556/4,236.33,Community,1,0
PCL-LG-MN-0376-05,LG-MN-0376,SY-959/5,236.33,Private,1,0
PCL-LG-MN-0376-06,LG-MN-0376,SY-858/6,236.33,Forest,1,1
PCL-LG-ML-0377-01,LG-ML-0377,SY-587/1,120.08,Government,0,0
PCL-LG-ML-0377-02,LG-ML-0377,SY-263/2,120.08,Community,1,1
PCL-LG-ML-0377-03,LG-ML-0377,SY-424/3,120.08,Community,0,0
PCL-LG-ML-0377-04,LG-ML-0377,SY-580/4,120.08,Private,1,0
PCL-LG-ML-0377-05,LG-ML-0377,SY-405/5,120.08,Private,0,0
PCL-LG-ML-0377-06,LG-ML-0377,SY-286/6,120.08,Community,1,0
PCL-LG-ML-0377-07,LG-ML-0377,SY-399/7,120.08,Government,0,0
PCL-LG-ML-0377-08,LG-ML-0377,SY-150/8,120.08,Government,1,0
PCL-LG-MZ-0378-01,LG-MZ-0378,SY-945/1,40.33,Private,1,0
PCL-LG-MZ-0378-02,LG-MZ-0378,SY-500/2,40.33,Government,0,0
PCL-LG-MZ-0378-03,LG-MZ-0378,SY-530/3,40.33,Private,1,0
PCL-LG-MZ-0378-04,LG-MZ-0378,SY-355/4,40.33,Community,1,0
PCL-LG-MZ-0378-05,LG-MZ-0378,SY-468/5,40.33,Community,0,0
PCL-LG-MZ-0378-06,LG-MZ-0378,SY-809/6,40.33,Government,1,1
PCL-LG-MZ-0378-07,LG-MZ-0378,SY-372/7,40.33,Government,1,0
PCL-LG-MZ-0378-08,LG-MZ-0378,SY-839/8,40.33,Forest,0,0
PCL-LG-NL-0379-01,LG-NL-0379,SY-546/1,261.12,Forest,1,1
PCL-LG-NL-0379-02,LG-NL-0379,SY-714/2,261.12,Government,1,0
PCL-LG-NL-0379-03,LG-NL-0379,SY-809/3,261.12,Forest,1,0
PCL-LG-NL-0379-04,LG-NL-0379,SY-807/4,261.12,Forest,0,1
PCL-LG-NL-0379-05,LG-NL-0379,SY-126/5,261.12,Community,1,0
PCL-LG-NL-0379-06,LG-NL-0379,SY-902/6,261.12,Government,1,1
PCL-LG-OD-0380-01,LG-OD-0380,SY-281/1,172.1,Government,1,0
PCL-LG-OD-0380-02,LG-OD-0380,SY-247/2,172.1,Community,0,0
PCL-LG-OD-0380-03,LG-OD-0380,SY-483/3,172.1,Government,1,1
PCL-LG-OD-0380-04,LG-OD-0380,SY-764/4,172.1,Community,1,0
PCL-LG-OD-0380-05,LG-OD-0380,SY-260/5,172.1,Community,1,1
PCL-LG-OD-0380-06,LG-OD-0380,SY-610/6,172.1,Forest,0,0
PCL-LG-OD-0380-07,LG-OD-0380,SY-792/7,172.1,Forest,1,0
PCL-LG-OD-0380-08,LG-OD-0380,SY-565/8,172.1,Government,1,0
PCL-LG-PB-0381-01,LG-PB-0381,SY-225/1,811.97,Forest,1,1
PCL-LG-PB-0381-02,LG-PB-0381,SY-659/2,811.97,Private,0,0
PCL-LG-PB-0381-03,LG-PB-0381,SY-512/3,811.97,Forest,1,0
PCL-LG-RJ-0382-01,LG-RJ-0382,SY-793/1,246.76,Forest,1,1
PCL-LG-RJ-0382-02,LG-RJ-0382,SY-112/2,246.76,Forest,1,0
PCL-LG-RJ-0382-03,LG-RJ-0382,SY-101/3,246.76,Community,0,1
PCL-LG-RJ-0382-04,LG-RJ-0382,SY-603/4,246.76,Forest,1,0
PCL-LG-RJ-0382-05,LG-RJ-0382,SY-545/5,246.76,Private,1,0
PCL-LG-RJ-0382-06,LG-RJ-0382,SY-644/6,246.76,Community,0,0
PCL-LG-RJ-0382-07,LG-RJ-0382,SY-949/7,246.76,Community,1,0
PCL-LG-RJ-0382-08,LG-RJ-0382,SY-881/8,246.76,Forest,1,0
PCL-LG-SK-0383-01,LG-SK-0383,SY-407/1,184.07,Community,0,0
PCL-LG-SK-0383-02,LG-SK-0383,SY-861/2,184.07,Community,1,0
PCL-LG-SK-0383-03,LG-SK-0383,SY-591/3,184.07,Government,1,1
PCL-LG-SK-0383-04,LG-SK-0383,SY-540/4,184.07,Government,1,1
PCL-LG-TN-0384-01,LG-TN-0384,SY-453/1,321.83,Private,1,0
PCL-LG-TN-0384-02,LG-TN-0384,SY-596/2,321.83,Forest,1,1
PCL-LG-TN-0384-03,LG-TN-0384,SY-754/3,321.83,Community,1,0
PCL-LG-TS-0385-01,LG-TS-0385,SY-151/1,98.34,Forest,1,0
PCL-LG-TS-0385-02,LG-TS-0385,SY-714/2,98.34,Forest,1,0
PCL-LG-TS-0385-03,LG-TS-0385,SY-748/3,98.34,Private,1,0
PCL-LG-TS-0385-04,LG-TS-0385,SY-233/4,98.34,Community,1,1
PCL-LG-TS-0385-05,LG-TS-0385,SY-589/5,98.34,Community,1,1
PCL-LG-TR-0386-01,LG-TR-0386,SY-376/1,781.43,Forest,0,0
PCL-LG-TR-0386-02,LG-TR-0386,SY-341/2,781.43,Community,0,0
PCL-LG-TR-0386-03,LG-TR-0386,SY-685/3,781.43,Forest,1,1
PCL-LG-UP-0387-01,LG-UP-0387,SY-195/1,344.31,Community,1,0
PCL-LG-UP-0387-02,LG-UP-0387,SY-837/2,344.31,Government,0,0
PCL-LG-UP-0387-03,LG-UP-0387,SY-473/3,344.31,Government,0,1
PCL-LG-UP-0387-04,LG-UP-0387,SY-641/4,344.31,Forest,0,0
PCL-LG-UP-0387-05,LG-UP-0387,SY-618/5,344.31,Forest,1,0
PCL-LG-UP-0387-06,LG-UP-0387,SY-219/6,344.31,Government,1,1
PCL-LG-UP-0387-07,LG-UP-0387,SY-726/7,344.31,Forest,1,0
PCL-LG-UK-0388-01,LG-UK-0388,SY-715/1,248.8,Community,1,0
PCL-LG-UK-0388-02,LG-UK-0388,SY-348/2,248.8,Forest,1,0
PCL-LG-UK-0388-03,LG-UK-0388,SY-590/3,248.8,Forest,0,0
PCL-LG-UK-0388-04,LG-UK-0388,SY-594/4,248.8,Forest,1,0
PCL-LG-UK-0388-05,LG-UK-0388,SY-755/5,248.8,Government,1,0
PCL-LG-UK-0388-06,LG-UK-0388,SY-327/6,248.8,Forest,0,0
PCL-LG-UK-0388-07,LG-UK-0388,SY-478/7,248.8,Community,1,1
PCL-LG-UK-0388-08,LG-UK-0388,SY-183/8,248.8,Community,1,0
PCL-LG-WB-0389-01,LG-WB-0389,SY-706/1,273.3,Government,1,1
PCL-LG-WB-0389-02,LG-WB-0389,SY-291/2,273.3,Private,1,0
PCL-LG-WB-0389-03,LG-WB-0389,SY-431/3,273.3,Private,1,0
PCL-LG-WB-0389-04,LG-WB-0389,SY-459/4,273.3,Private,0,0
PCL-LG-WB-0389-05,LG-WB-0389,SY-488/5,273.3,Forest,1,0
PCL-LG-WB-0389-06,LG-WB-0389,SY-133/6,273.3,Forest,1,1
PCL-LG-AN-0390-01,LG-AN-0390,SY-383/1,67.4,Forest,1,0
PCL-LG-AN-0390-02,LG-AN-0390,SY-518/2,67.4,Government,0,0
PCL-LG-AN-0390-03,LG-AN-0390,SY-237/3,67.4,Government,1,0
PCL-LG-AN-0390-04,LG-AN-0390,SY-156/4,67.4,Community,1,0
PCL-LG-CH-0391-01,LG-CH-0391,SY-480/1,588.02,Government,1,1
PCL-LG-CH-0391-02,LG-CH-0391,SY-583/2,588.02,Forest,1,1
PCL-LG-CH-0391-03,LG-CH-0391,SY-505/3,588.02,Government,1,1
PCL-LG-CH-0391-04,LG-CH-0391,SY-820/4,588.02,Private,0,0
PCL-LG-DH-0392-01,LG-DH-0392,SY-601/1,222.84,Community,1,1
PCL-LG-DH-0392-02,LG-DH-0392,SY-581/2,222.84,Government,0,0
PCL-LG-DH-0392-03,LG-DH-0392,SY-576/3,222.84,Community,1,0
PCL-LG-DH-0392-04,LG-DH-0392,SY-702/4,222.84,Community,0,0
PCL-LG-DH-0392-05,LG-DH-0392,SY-694/5,222.84,Government,0,0
PCL-LG-DH-0392-06,LG-DH-0392,SY-521/6,222.84,Private,0,1
PCL-LG-DH-0392-07,LG-DH-0392,SY-683/7,222.84,Community,1,0
PCL-LG-DL-0393-01,LG-DL-0393,SY-909/1,92.83,Private,1,0
PCL-LG-DL-0393-02,LG-DL-0393,SY-472/2,92.83,Private,0,1
PCL-LG-DL-0393-03,LG-DL-0393,SY-243/3,92.83,Community,1,1
PCL-LG-JK-0394-01,LG-JK-0394,SY-891/1,208.15,Private,1,0
PCL-LG-JK-0394-02,LG-JK-0394,SY-552/2,208.15,Government,1,1
PCL-LG-JK-0394-03,LG-JK-0394,SY-251/3,208.15,Community,1,0
PCL-LG-JK-0394-04,LG-JK-0394,SY-559/4,208.15,Government,1,0
PCL-LG-JK-0394-05,LG-JK-0394,SY-495/5,208.15,Government,1,0
PCL-LG-JK-0394-06,LG-JK-0394,SY-736/6,208.15,Forest,1,1
PCL-LG-JK-0394-07,LG-JK-0394,SY-459/7,208.15,Community,0,0
PCL-LG-JK-0394-08,LG-JK-0394,SY-169/8,208.15,Community,0,0
PCL-LG-LA-0395-01,LG-LA-0395,SY-698/1,433.5,Community,1,0
PCL-LG-LA-0395-02,LG-LA-0395,SY-920/2,433.5,Forest,1,1
PCL-LG-LA-0395-03,LG-LA-0395,SY-704/3,433.5,Community,1,1
PCL-LG-LA-0395-04,LG-LA-0395,SY-787/4,433.5,Forest,1,0
PCL-LG-LD-0396-01,LG-LD-0396,SY-828/1,263.82,Forest,1,1
PCL-LG-LD-0396-02,LG-LD-0396,SY-663/2,263.82,Private,1,0
PCL-LG-LD-0396-03,LG-LD-0396,SY-859/3,263.82,Community,1,1
PCL-LG-LD-0396-04,LG-LD-0396,SY-741/4,263.82,Community,1,0
PCL-LG-LD-0396-05,LG-LD-0396,SY-634/5,263.82,Government,1,0
PCL-LG-PY-0397-01,LG-PY-0397,SY-858/1,50.35,Private,1,0
PCL-LG-PY-0397-02,LG-PY-0397,SY-916/2,50.35,Government,1,0
PCL-LG-PY-0397-03,LG-PY-0397,SY-720/3,50.35,Community,0,0
PCL-LG-PY-0397-04,LG-PY-0397,SY-166/4,50.35,Government,1,0
PCL-LG-PY-0397-05,LG-PY-0397,SY-497/5,50.35,Government,0,0
PCL-LG-PY-0397-06,LG-PY-0397,SY-947/6,50.35,Government,0,1
PCL-LG-AP-0398-01,LG-AP-0398,SY-329/1,205.18,Community,1,0
PCL-LG-AP-0398-02,LG-AP-0398,SY-395/2,205.18,Government,1,0
PCL-LG-AP-0398-03,LG-AP-0398,SY-328/3,205.18,Community,1,0
PCL-LG-AP-0398-04,LG-AP-0398,SY-347/4,205.18,Private,0,1
PCL-LG-AP-0398-05,LG-AP-0398,SY-296/5,205.18,Private,1,1
PCL-LG-AR-0399-01,LG-AR-0399,SY-134/1,75.55,Community,1,1
PCL-LG-AR-0399-02,LG-AR-0399,SY-613/2,75.55,Government,0,1
PCL-LG-AR-0399-03,LG-AR-0399,SY-226/3,75.55,Community,0,0
PCL-LG-AR-0399-04,LG-AR-0399,SY-303/4,75.55,Community,0,0
PCL-LG-AS-0400-01,LG-AS-0400,SY-523/1,11.71,Private,0,0
PCL-LG-AS-0400-02,LG-AS-0400,SY-592/2,11.71,Forest,1,1
PCL-LG-AS-0400-03,LG-AS-0400,SY-464/3,11.71,Community,1,1
PCL-LG-AS-0400-04,LG-AS-0400,SY-871/4,11.71,Forest,1,0
PCL-LG-AS-0400-05,LG-AS-0400,SY-930/5,11.71,Private,1,1
PCL-LG-AS-0400-06,LG-AS-0400,SY-875/6,11.71,Community,0,1
PCL-LG-AS-0400-07,LG-AS-0400,SY-233/7,11.71,Forest,1,0
PCL-LG-AS-0400-08,LG-AS-0400,SY-140/8,11.71,Government,1,1
PCL-LG-BR-0401-01,LG-BR-0401,SY-645/1,193.78,Private,1,1
PCL-LG-BR-0401-02,LG-BR-0401,SY-653/2,193.78,Forest,1,1
PCL-LG-BR-0401-03,LG-BR-0401,SY-558/3,193.78,Government,1,0
PCL-LG-BR-0401-04,LG-BR-0401,SY-596/4,193.78,Forest,1,0
PCL-LG-BR-0401-05,LG-BR-0401,SY-744/5,193.78,Government,1,1
PCL-LG-BR-0401-06,LG-BR-0401,SY-121/6,193.78,Government,1,0
PCL-LG-BR-0401-07,LG-BR-0401,SY-116/7,193.78,Forest,1,0
PCL-LG-BR-0401-08,LG-BR-0401,SY-160/8,193.78,Community,1,1
PCL-LG-CG-0402-01,LG-CG-0402,SY-219/1,592.62,Community,0,0
PCL-LG-CG-0402-02,LG-CG-0402,SY-635/2,592.62,Private,0,1
PCL-LG-CG-0402-03,LG-CG-0402,SY-941/3,592.62,Private,1,0
PCL-LG-CG-0402-04,LG-CG-0402,SY-750/4,592.62,Forest,0,0
PCL-LG-GA-0403-01,LG-GA-0403,SY-336/1,91.63,Forest,1,1
PCL-LG-GA-0403-02,LG-GA-0403,SY-382/2,91.63,Community,1,0
PCL-LG-GA-0403-03,LG-GA-0403,SY-143/3,91.63,Private,1,0
PCL-LG-GJ-0404-01,LG-GJ-0404,SY-408/1,83.71,Private,1,0
PCL-LG-GJ-0404-02,LG-GJ-0404,SY-741/2,83.71,Community,1,0
PCL-LG-GJ-0404-03,LG-GJ-0404,SY-995/3,83.71,Private,0,0
PCL-LG-GJ-0404-04,LG-GJ-0404,SY-721/4,83.71,Forest,1,0
PCL-LG-GJ-0404-05,LG-GJ-0404,SY-547/5,83.71,Forest,1,1
PCL-LG-GJ-0404-06,LG-GJ-0404,SY-330/6,83.71,Community,1,1
PCL-LG-GJ-0404-07,LG-GJ-0404,SY-322/7,83.71,Community,1,0
PCL-LG-HR-0405-01,LG-HR-0405,SY-991/1,175.18,Government,1,0
PCL-LG-HR-0405-02,LG-HR-0405,SY-433/2,175.18,Private,0,0
PCL-LG-HR-0405-03,LG-HR-0405,SY-636/3,175.18,Government,1,0
PCL-LG-HR-0405-04,LG-HR-0405,SY-166/4,175.18,Forest,1,0
PCL-LG-HP-0406-01,LG-HP-0406,SY-762/1,479.9,Community,0,1
PCL-LG-HP-0406-02,LG-HP-0406,SY-353/2,479.9,Private,1,1
PCL-LG-HP-0406-03,LG-HP-0406,SY-135/3,479.9,Forest,1,0
PCL-LG-HP-0406-04,LG-HP-0406,SY-705/4,479.9,Private,1,1
PCL-LG-HP-0406-05,LG-HP-0406,SY-993/5,479.9,Community,0,1
PCL-LG-JH-0407-01,LG-JH-0407,SY-962/1,70.22,Forest,1,0
PCL-LG-JH-0407-02,LG-JH-0407,SY-110/2,70.22,Community,1,1
PCL-LG-JH-0407-03,LG-JH-0407,SY-548/3,70.22,Private,0,0
PCL-LG-JH-0407-04,LG-JH-0407,SY-175/4,70.22,Community,1,1
PCL-LG-KA-0408-01,LG-KA-0408,SY-218/1,211.24,Community,0,1
PCL-LG-KA-0408-02,LG-KA-0408,SY-674/2,211.24,Private,1,0
PCL-LG-KA-0408-03,LG-KA-0408,SY-335/3,211.24,Forest,0,1
PCL-LG-KA-0408-04,LG-KA-0408,SY-211/4,211.24,Government,1,0
PCL-LG-KA-0408-05,LG-KA-0408,SY-155/5,211.24,Private,0,0
PCL-LG-KA-0408-06,LG-KA-0408,SY-433/6,211.24,Forest,0,0
PCL-LG-KA-0408-07,LG-KA-0408,SY-257/7,211.24,Forest,0,0
PCL-LG-KL-0409-01,LG-KL-0409,SY-258/1,108.77,Forest,1,0
PCL-LG-KL-0409-02,LG-KL-0409,SY-210/2,108.77,Government,0,0
PCL-LG-KL-0409-03,LG-KL-0409,SY-707/3,108.77,Community,0,0
PCL-LG-MP-0410-01,LG-MP-0410,SY-905/1,570.08,Forest,0,1
PCL-LG-MP-0410-02,LG-MP-0410,SY-754/2,570.08,Forest,0,0
PCL-LG-MP-0410-03,LG-MP-0410,SY-472/3,570.08,Private,1,1
PCL-LG-MP-0410-04,LG-MP-0410,SY-677/4,570.08,Community,1,0
PCL-LG-MH-0411-01,LG-MH-0411,SY-767/1,198.47,Government,1,0
PCL-LG-MH-0411-02,LG-MH-0411,SY-892/2,198.47,Community,1,0
PCL-LG-MH-0411-03,LG-MH-0411,SY-137/3,198.47,Forest,1,0
PCL-LG-MH-0411-04,LG-MH-0411,SY-946/4,198.47,Private,1,0
PCL-LG-MN-0412-01,LG-MN-0412,SY-189/1,127.08,Community,1,0
PCL-LG-MN-0412-02,LG-MN-0412,SY-968/2,127.08,Forest,1,0
PCL-LG-MN-0412-03,LG-MN-0412,SY-478/3,127.08,Government,0,0
PCL-LG-MN-0412-04,LG-MN-0412,SY-390/4,127.08,Forest,1,1
PCL-LG-MN-0412-05,LG-MN-0412,SY-910/5,127.08,Community,1,1
PCL-LG-MN-0412-06,LG-MN-0412,SY-477/6,127.08,Forest,1,1
PCL-LG-ML-0413-01,LG-ML-0413,SY-959/1,245.86,Private,1,1
