outcome_id,project_id,delay_flag,delay_days
OUT-UP-0603,LG-UP-0603,0,15
OUT-UK-0604,LG-UK-0604,1,227
OUT-WB-0605,LG-WB-0605,1,583
OUT-AN-0606,LG-AN-0606,0,7
OUT-CH-0607,LG-CH-0607,0,7
OUT-DH-0608,LG-DH-0608,0,9
OUT-DL-0609,LG-DL-0609,1,184
OUT-JK-0610,LG-JK-0610,0,13
OUT-LA-0611,LG-LA-0611,1,121
OUT-LD-0612,LG-LD-0612,0,3
OUT-PY-0613,LG-PY-0613,0,2
OUT-AP-0614,LG-AP-0614,1,235
OUT-AR-0615,LG-AR-0615,0,1
OUT-AS-0616,LG-AS-0616,1,205
OUT-BR-0617,LG-BR-0617,1,127
OUT-CG-0618,LG-CG-0618,1,56
OUT-GA-0619,LG-GA-0619,1,216
OUT-GJ-0620,LG-GJ-0620,0,2
OUT-HR-0621,LG-HR-0621,1,156
OUT-HP-0622,LG-HP-0622,1,219
OUT-JH-0623,LG-JH-0623,0,8
OUT-KA-0624,LG-KA-0624,1,169
OUT-KL-0625,LG-KL-0625,0,12
OUT-MP-0626,LG-MP-0626,1,254
OUT-MH-0627,LG-MH-0627,0,17
OUT-MN-0628,LG-MN-0628,0,9
OUT-ML-0629,LG-ML-0629,0,1
OUT-MZ-0630,LG-MZ-0630,1,244
OUT-NL-0631,LG-NL-0631,0,6
OUT-OD-0632,LG-OD-0632,1,569
OUT-PB-0633,LG-PB-0633,1,195
OUT-RJ-0634,LG-RJ-0634,0,16
OUT-SK-0635,LG-SK-0635,1,216
OUT-TN-0636,LG-TN-0636,1,130
OUT-TS-0637,LG-TS-0637,0,2
OUT-TR-0638,LG-TR-0638,1,96
OUT-UP-0639,LG-UP-0639,1,125
OUT-UK-0640,LG-UK-0640,0,7
OUT-WB-0641,LG-WB-0641,0,1
OUT-AN-0642,LG-AN-0642,0,20
OUT-CH-0643,LG-CH-0643,1,246
OUT-DH-0644,LG-DH-0644,0,12
OUT-DL-0645,LG-DL-0645,1,99
OUT-JK-0646,LG-JK-0646,1,581
OUT-LA-0647,LG-LA-0647,0,20
OUT-LD-0648,LG-LD-0648,1,26
OUT-PY-0649,LG-PY-0649,0,9
OUT-AP-0650,LG-AP-0650,1,95
OUT-AR-0651,LG-AR-0651,0,3
OUT-AS-0652,LG-AS-0652,0,6
OUT-BR-0653,LG-BR-0653,1,242
OUT-CG-0654,LG-CG-0654,0,8
OUT-GA-0655,LG-GA-0655,0,10
OUT-GJ-0656,LG-GJ-0656,1,145
OUT-HR-0657,LG-HR-0657,0,9
OUT-HP-0658,LG-HP-0658,1,23
OUT-JH-0659,LG-JH-0659,0,14
OUT-KA-0660,LG-KA-0660,1,225
OUT-KL-0661,LG-KL-0661,1,176
OUT-MP-0662,LG-MP-0662,0,15
OUT-MH-0663,LG-MH-0663,1,239
OUT-MN-0664,LG-MN-0664,0,10
OUT-ML-0665,LG-ML-0665,1,121
OUT-MZ-0666,LG-MZ-0666,1,309
OUT-NL-0667,LG-NL-0667,1,236
OUT-OD-0668,LG-OD-0668,1,429
OUT-PB-0669,LG-PB-0669,1,288
OUT-RJ-0670,LG-RJ-0670,1,207
OUT-SK-0671,LG-SK-0671,1,74
OUT-TN-0672,LG-TN-0672,0,2
OUT-TS-0673,LG-TS-0673,0,2
OUT-TR-0674,LG-TR-0674,1,40
OUT-UP-0675,LG-UP-0675,1,275
OUT-UK-0676,LG-UK-0676,0,1
OUT-WB-0677,LG-WB-0677,1,188
OUT-AN-0678,LG-AN-0678,1,147
OUT-CH-0679,LG-CH-0679,0,17
OUT-DH-0680,LG-DH-0680,1,89
OUT-DL-0681,LG-DL-0681,1,220
OUT-JK-0682,LG-JK-0682,1,43
OUT-LA-0683,LG-LA-0683,1,55
OUT-LD-0684,LG-LD-0684,1,104
OUT-PY-0685,LG-PY-0685,0,9
OUT-AP-0686,LG-AP-0686,1,222
OUT-AR-0687,LG-AR-0687,1,108
OUT-AS-0688,LG-AS-0688,1,366
OUT-BR-0689,LG-BR-0689,0,8
OUT-CG-0690,LG-CG-0690,1,48
OUT-GA-0691,LG-GA-0691,0,13
OUT-GJ-0692,LG-GJ-0692,1,27
OUT-HR-0693,LG-HR-0693,1,576
OUT-HP-0694,LG-HP-0694,0,17
OUT-JH-0695,LG-JH-0695,1,141
OUT-KA-0696,LG-KA-0696,1,130
OUT-KL-0697,LG-KL-0697,1,251
OUT-MP-0698,LG-MP-0698,0,10
OUT-MH-0699,LG-MH-0699,1,190
OUT-MN-0700,LG-MN-0700,0,12
OUT-ML-0701,LG-ML-0701,0,15
OUT-MZ-0702,LG-MZ-0702,0,10
OUT-NL-0703,LG-NL-0703,1,31
OUT-OD-0704,LG-OD-0704,1,195
OUT-PB-0705,LG-PB-0705,0,19
OUT-RJ-0706,LG-RJ-0706,1,483
OUT-SK-0707,LG-SK-0707,0,8
OUT-TN-0708,LG-TN-0708,1,207
OUT-TS-0709,LG-TS-0709,0,7
OUT-TR-0710,LG-TR-0710,0,2
OUT-UP-0711,LG-UP-0711,1,49
OUT-UK-0712,LG-UK-0712,1,129
OUT-WB-0713,LG-WB-0713,0,12
OUT-AN-0714,LG-AN-0714,1,124
OUT-CH-0715,LG-CH-0715,1,369
OUT-DH-0716,LG-DH-0716,1,141
OUT-DL-0717,LG-DL-0717,1,101
OUT-JK-0718,LG-JK-0718,1,118
OUT-LA-0719,LG-LA-0719,1,117
OUT-LD-0720,LG-LD-0720,0,15
OUT-PY-0721,LG-PY-0721,1,43
OUT-AP-0722,LG-AP-0722,1,51
OUT-AR-0723,LG-AR-0723,1,41
OUT-AS-0724,LG-AS-0724,1,166
OUT-BR-0725,LG-BR-0725,1,41
OUT-CG-0726,LG-CG-0726,1,277
OUT-GA-0727,LG-GA-0727,0,3
OUT-GJ-0728,LG-GJ-0728,1,153
OUT-HR-0729,LG-HR-0729,1,107
OUT-HP-0730,LG-HP-0730,0,13
OUT-JH-0731,LG-JH-0731,0,8
OUT-KA-0732,LG-KA-0732,0,4
OUT-KL-0733,LG-KL-0733,1,187
OUT-MP-0734,LG-MP-0734,1,457
OUT-MH-0735,LG-MH-0735,1,123
OUT-MN-0736,LG-MN-0736,0,5
OUT-ML-0737,LG-ML-0737,1,174
OUT-MZ-0738,LG-MZ-0738,0,10
OUT-NL-0739,LG-NL-0739,0,14
OUT-OD-0740,LG-OD-0740,0,4
OUT-PB-0741,LG-PB-0741,1,216
OUT-RJ-0742,LG-RJ-0742,1,253
OUT-SK-0743,LG-SK-0743,0,6
OUT-TN-0744,LG-TN-0744,1,233
OUT-TS-0745,LG-TS-0745,1,431
OUT-TR-0746,LG-TR-0746,1,244
OUT-UP-0747,LG-UP-0747,0,11
OUT-UK-0748,LG-UK-0748,0,14
OUT-WB-0749,LG-WB-0749,0,13
OUT-AN-0750,LG-AN-0750,0,15
OUT-CH-0751,LG-CH-0751,1,550
OUT-DH-0752,LG-DH-0752,0,13
OUT-DL-0753,LG-DL-0753,1,320
OUT-JK-0754,LG-JK-0754,1,64
OUT-LA-0755,LG-LA-0755,1,48
OUT-LD-0756,LG-LD-0756,1,254
OUT-PY-0757,LG-PY-0757,1,197
OUT-AP-0758,LG-AP-0758,0,17
OUT-AR-0759,LG-AR-0759,0,4
OUT-AS-0760,LG-AS-0760,1,116
OUT-BR-0761,LG-BR-0761,0,8
OUT-CG-0762,LG-CG-0762,0,7
OUT-GA-0763,LG-GA-0763,0,7
OUT-GJ-0764,LG-GJ-0764,0,1
OUT-HR-0765,LG-HR-0765,0,15
OUT-HP-0766,LG-HP-0766,1,293
OUT-JH-0767,LG-JH-0767,0,8
OUT-KA-0768,LG-KA-0768,0,12
OUT-KL-0769,LG-KL-0769,1,29
OUT-MP-0770,LG-MP-0770,0,4
OUT-MH-0771,LG-MH-0771,0,14
OUT-MN-0772,LG-MN-0772,1,256
OUT-ML-0773,LG-ML-0773,0,3
OUT-MZ-0774,LG-MZ-0774,1,115
OUT-NL-0775,LG-NL-0775,0,3
OUT-OD-0776,LG-OD-0776,0,0
OUT-PB-0777,LG-PB-0777,1,135
OUT-RJ-0778,LG-RJ-0778,1,258
OUT-SK-0779,LG-SK-0779,1,255
OUT-TN-0780,LG-TN-0780,0,3
OUT-TS-0781,LG-TS-0781,1,207
OUT-TR-0782,LG-TR-0782,1,59
OUT-UP-0783,LG-UP-0783,0,3
OUT-UK-0784,LG-UK-0784,1,88
OUT-WB-0785,LG-WB-0785,0,4
OUT-AN-0786,LG-AN-0786,1,471
OUT-CH-0787,LG-CH-0787,0,15
OUT-DH-0788,LG-DH-0788,1,180
OUT-DL-0789,LG-DL-0789,0,4
OUT-JK-0790,LG-JK-0790,0,7
OUT-LA-0791,LG-LA-0791,1,96
OUT-LD-0792,LG-LD-0792,1,194
OUT-PY-0793,LG-PY-0793,1,137
OUT-AP-0794,LG-AP-0794,1,211
OUT-AR-0795,LG-AR-0795,0,8
OUT-AS-0796,LG-AS-0796,1,55
OUT-BR-0797,LG-BR-0797,1,113
OUT-CG-0798,LG-CG-0798,1,253
OUT-GA-0799,LG-GA-0799,1,303
OUT-GJ-0800,LG-GJ-0800,1,151
OUT-HR-0801,LG-HR-0801,0,4
OUT-HP-0802,LG-HP-0802,1,89
OUT-JH-0803,LG-JH-0803,0,7
OUT-KA-0804,LG-KA-0804,0,14
OUT-KL-0805,LG-KL-0805,0,3
OUT-MP-0806,LG-MP-0806,1,250
OUT-MH-0807,LG-MH-0807,1,267
OUT-MN-0808,LG-MN-0808,0,13
OUT-ML-0809,LG-ML-0809,1,189
OUT-MZ-0810,LG-MZ-0810,1,224
OUT-NL-0811,LG-NL-0811,1,21
OUT-OD-0812,LG-OD-0812,0,4
OUT-PB-0813,LG-PB-0813,1,200
OUT-RJ-0814,LG-RJ-0814,1,207
OUT-SK-0815,LG-SK-0815,0,20
OUT-TN-0816,LG-TN-0816,1,560
OUT-TS-0817,LG-TS-0817,0,15
OUT-TR-0818,LG-TR-0818,0,7
OUT-UP-0819,LG-UP-0819,1,115
OUT-UK-0820,LG-UK-0820,0,12
OUT-WB-0821,LG-WB-0821,0,10
OUT-AN-0822,LG-AN-0822,1,94
OUT-CH-0823,LG-CH-0823,1,158
OUT-DH-0824,LG-DH-0824,0,3
OUT-DL-0825,LG-DL-0825,0,1
OUT-JK-0826,LG-JK-0826,0,8
OUT-LA-0827,LG-LA-0827,0,15
OUT-LD-0828,LG-LD-0828,1,459
OUT-PY-0829,LG-PY-0829,0,9
OUT-AP-0830,LG-AP-0830,1,259
OUT-AR-0831,LG-AR-0831,1,128
OUT-AS-0832,LG-AS-0832,0,1
OUT-BR-0833,LG-BR-0833,0,13
OUT-CG-0834,LG-CG-0834,1,150
OUT-GA-0835,LG-GA-0835,1,184
OUT-GJ-0836,LG-GJ-0836,1,154
OUT-HR-0837,LG-HR-0837,1,156
OUT-HP-0838,LG-HP-0838,1,155
OUT-JH-0839,LG-JH-0839,1,49
OUT-KA-0840,LG-KA-0840,1,259
OUT-KL-0841,LG-KL-0841,1,191
OUT-MP-0842,LG-MP-0842,0,5
OUT-MH-0843,LG-MH-0843,0,14
OUT-MN-0844,LG-MN-0844,1,86
OUT-ML-0845,LG-ML-0845,1,72
OUT-MZ-0846,LG-MZ-0846,1,243
OUT-NL-0847,LG-NL-0847,0,3
OUT-OD-0848,LG-OD-0848,1,175
OUT-PB-0849,LG-PB-0849,1,471
OUT-RJ-0850,LG-RJ-0850,0,15
OUT-SK-0851,LG-SK-0851,0,14
OUT-TN-0852,LG-TN-0852,0,18
OUT-TS-0853,LG-TS-0853,0,1
OUT-TR-0854,LG-TR-0854,0,8
OUT-UP-0855,LG-UP-0855,0,18
OUT-UK-0856,LG-UK-0856,1,35
OUT-WB-0857,LG-WB-0857,1,196
OUT-AN-0858,LG-AN-0858,0,5
OUT-CH-0859,LG-CH-0859,0,13
OUT-DH-0860,LG-DH-0860,1,215
OUT-DL-0861,LG-DL-0861,0,5
OUT-JK-0862,LG-JK-0862,0,2
OUT-LA-0863,LG-LA-0863,1,255
OUT-LD-0864,LG-LD-0864,1,587
OUT-PY-0865,LG-PY-0865,1,81
OUT-AP-0866,LG-AP-0866,1,91
OUT-AR-0867,LG-AR-0867,0,13
OUT-AS-0868,LG-AS-0868,1,128
OUT-BR-0869,LG-BR-0869,1,73
OUT-CG-0870,LG-CG-0870,1,25
OUT-GA-0871,LG-GA-0871,0,5
OUT-GJ-0872,LG-GJ-0872,1,23
OUT-HR-0873,LG-HR-0873,1,161
OUT-HP-0874,LG-HP-0874,0,0
OUT-JH-0875,LG-JH-0875,1,136
OUT-KA-0876,LG-KA-0876,1,218
OUT-KL-0877,LG-KL-0877,1,556
OUT-MP-0878,LG-MP-0878,0,0
OUT-MH-0879,LG-MH-0879,0,7
OUT-MN-0880,LG-MN-0880,1,402
OUT-ML-0881,LG-ML-0881,1,182
OUT-MZ-0882,LG-MZ-0882,1,247
OUT-NL-0883,LG-NL-0883,0,5
OUT-OD-0884,LG-OD-0884,0,10
OUT-PB-0885,LG-PB-0885,1,223
OUT-RJ-0886,LG-RJ-0886,1,202
OUT-SK-0887,LG-SK-0887,1,74
OUT-TN-0888,LG-TN-0888,1,81
OUT-TS-0889,LG-TS-0889,0,11
OUT-TR-0890,LG-TR-0890,1,233
OUT-UP-0891,LG-UP-0891,0,5
OUT-UK-0892,LG-UK-0892,0,20
OUT-WB-0893,LG-WB-0893,1,332
OUT-AN-0894,LG-AN-0894,1,317
OUT-CH-0895,LG-CH-0895,0,9
OUT-DH-0896,LG-DH-0896,0,5
OUT-DL-0897,LG-DL-0897,1,206
OUT-JK-0898,LG-JK-0898,0,15
OUT-LA-0899,LG-LA-0899,0,3
OUT-LD-0900,LG-LD-0900,0,4
OUT-PY-0901,LG-PY-0901,0,3
OUT-AP-0902,LG-AP-0902,0,13
OUT-AR-0903,LG-AR-0903,1,83
OUT-AS-0904,LG-AS-0904,0,14
OUT-BR-0905,LG-BR-0905,1,90
OUT-CG-0906,LG-CG-0906,0,4
OUT-GA-0907,LG-GA-0907,1,156
OUT-GJ-0908,LG-GJ-0908,1,127
OUT-HR-0909,LG-HR-0909,1,489
OUT-HP-0910,LG-HP-0910,0,20
OUT-JH-0911,LG-JH-0911,0,16
OUT-KA-0912,LG-KA-0912,1,185
OUT-KL-0913,LG-KL-0913,0,5
OUT-MP-0914,LG-MP-0914,1,424
OUT-MH-0915,LG-MH-0915,1,544
OUT-MN-0916,LG-MN-0916,0,6
OUT-ML-0917,LG-ML-0917,1,32
OUT-MZ-0918,LG-MZ-0918,0,9
OUT-NL-0919,LG-NL-0919,0,5
OUT-OD-0920,LG-OD-0920,1,148
OUT-PB-0921,LG-PB-0921,1,20
OUT-RJ-0922,LG-RJ-0922,1,56
OUT-SK-0923,LG-SK-0923,1,160
OUT-TN-0924,LG-TN-0924,1,215
OUT-TS-0925,LG-TS-0925,1,327
OUT-TR-0926,LG-TR-0926,1,227
OUT-UP-0927,LG-UP-0927,1,72
OUT-UK-0928,LG-UK-0928,1,145
OUT-WB-0929,LG-WB-0929,0,13
OUT-AN-0930,LG-AN-0930,0,10
OUT-CH-0931,LG-CH-0931,0,7
OUT-DH-0932,LG-DH-0932,1,72
OUT-DL-0933,LG-DL-0933,0,5
OUT-JK-0934,LG-JK-0934,1,100
OUT-LA-0935,LG-LA-0935,1,228
OUT-LD-0936,LG-LD-0936,1,193
OUT-PY-0937,LG-PY-0937,1,151
OUT-AP-0938,LG-AP-0938,0,6
OUT-AR-0939,LG-AR-0939,0,11
OUT-AS-0940,LG-AS-0940,1,143
OUT-BR-0941,LG-BR-0941,1,120
OUT-CG-0942,LG-CG-0942,0,4
OUT-GA-0943,LG-GA-0943,0,2
OUT-GJ-0944,LG-GJ-0944,0,13
OUT-HR-0945,LG-HR-0945,1,298
OUT-HP-0946,LG-HP-0946,0,4
OUT-JH-0947,LG-JH-0947,0,5
OUT-KA-0948,LG-KA-0948,1,183
OUT-KL-0949,LG-KL-0949,1,439
OUT-MP-0950,LG-MP-0950,1,315
OUT-MH-0951,LG-MH-0951,1,84
OUT-MN-0952,LG-MN-0952,0,6
OUT-ML-0953,LG-ML-0953,0,4
OUT-MZ-0954,LG-MZ-0954,1,21
OUT-NL-0955,LG-NL-0955,1,209
OUT-OD-0956,LG-OD-0956,1,142
OUT-PB-0957,LG-PB-0957,0,4
OUT-RJ-0958,LG-RJ-0958,1,135
OUT-SK-0959,LG-SK-0959,0,0
OUT-TN-0960,LG-TN-0960,0,11
OUT-TS-0961,LG-TS-0961,0,10
OUT-TR-0962,LG-TR-0962,0,8
OUT-UP-0963,LG-UP-0963,1,101
OUT-UK-0964,LG-UK-0964,1,270
OUT-WB-0965,LG-WB-0965,0,5
OUT-AN-0966,LG-AN-0966,0,11
OUT-CH-0967,LG-CH-0967,0,19
OUT-DH-0968,LG-DH-0968,1,56
OUT-DL-0969,LG-DL-0969,1,378
OUT-JK-0970,LG-JK-0970,1,21
OUT-LA-0971,LG-LA-0971,0,15
OUT-LD-0972,LG-LD-0972,1,198
OUT-PY-0973,LG-PY-0973,1,206
OUT-AP-0974,LG-AP-0974,0,5
OUT-AR-0975,LG-AR-0975,1,160
OUT-AS-0976,LG-AS-0976,1,38
OUT-BR-0977,LG-BR-0977,0,14
OUT-CG-0978,LG-CG-0978,1,207
OUT-GA-0979,LG-GA-0979,0,0
OUT-GJ-0980,LG-GJ-0980,0,1
OUT-HR-0981,LG-HR-0981,0,15
OUT-HP-0982,LG-HP-0982,0,11
OUT-JH-0983,LG-JH-0983,1,126
OUT-KA-0984,LG-KA-0984,1,125
OUT-KL-0985,LG-KL-0985,0,0
OUT-MP-0986,LG-MP-0986,1,60
OUT-MH-0987,LG-MH-0987,0,9
OUT-MN-0988,LG-MN-0988,1,421
OUT-ML-0989,LG-ML-0989,0,3
OUT-MZ-0990,LG-MZ-0990,0,10
OUT-NL-0991,LG-NL-0991,0,14
OUT-OD-0992,LG-OD-0992,1,546
OUT-PB-0993,LG-PB-0993,0,9
OUT-RJ-0994,LG-RJ-0994,0,15
OUT-SK-0995,LG-SK-0995,0,0
OUT-TN-0996,LG-TN-0996,0,8
OUT-TS-0997,LG-TS-0997,1,236
OUT-TR-0998,LG-TR-0998,1,186
OUT-UP-0999,LG-UP-0999,0,0
OUT-UK-1000,LG-UK-1000,1,69
OUT-WB-1001,LG-WB-1001,1,105
OUT-AN-1002,LG-AN-1002,0,6
OUT-CH-1003,LG-CH-1003,0,16
OUT-DH-1004,LG-DH-1004,0,4
OUT-DL-1005,LG-DL-1005,1,254
OUT-JK-1006,LG-JK-1006,0,15
OUT-LA-1007,LG-LA-1007,0,5
OUT-LD-1008,LG-LD-1008,0,4
OUT-PY-1009,LG-PY-1009,1,81
OUT-AP-1010,LG-AP-1010,1,91
OUT-AR-1011,LG-AR-1011,0,5
OUT-AS-1012,LG-AS-1012,1,240
OUT-BR-1013,LG-BR-1013,0,11
OUT-CG-1014,LG-CG-1014,1,246
OUT-GA-1015,LG-GA-1015,1,230
OUT-GJ-1016,LG-GJ-1016,1,239
OUT-HR-1017,LG-HR-1017,1,46
OUT-HP-1018,LG-HP-1018,0,5
OUT-JH-1019,LG-JH-1019,0,10
OUT-KA-1020,LG-KA-1020,1,112
OUT-KL-1021,LG-KL-1021,1,287
OUT-MP-1022,LG-MP-1022,1,586
OUT-MH-1023,LG-MH-1023,1,44
OUT-MN-1024,LG-MN-1024,1,219
OUT-ML-1025,LG-ML-1025,0,6
OUT-MZ-1026,LG-MZ-1026,0,17
OUT-NL-1027,LG-NL-1027,1,137
OUT-OD-1028,LG-OD-1028,0,5
OUT-PB-1029,LG-PB-1029,0,9
OUT-RJ-1030,LG-RJ-1030,0,3
OUT-SK-1031,LG-SK-1031,0,13
OUT-TN-1032,LG-TN-1032,0,4
OUT-TS-1033,LG-TS-1033,1,46
OUT-TR-1034,LG-TR-1034,0,2
OUT-UP-1035,LG-UP-1035,0,5
OUT-UK-1036,LG-UK-1036,0,5
OUT-WB-1037,LG-WB-1037,0,5
OUT-AN-1038,LG-AN-1038,1,132
OUT-CH-1039,LG-CH-1039,0,1
OUT-DH-1040,LG-DH-1040,1,232
OUT-DL-1041,LG-DL-1041,0,8
OUT-JK-1042,LG-JK-1042,0,4
OUT-LA-1043,LG-LA-1043,0,9
OUT-LD-1044,LG-LD-1044,1,199
OUT-PY-1045,LG-PY-1045,1,55
OUT-AP-1046,LG-AP-1046,1,138
OUT-AR-1047,LG-AR-1047,1,143
OUT-AS-1048,LG-AS-1048,1,46
OUT-BR-1049,LG-BR-1049,1,97
OUT-CG-1050,LG-CG-1050,0,10
OUT-GA-1051,LG-GA-1051,0,8
OUT-GJ-1052,LG-GJ-1052,1,166
OUT-HR-1053,LG-HR-1053,0,10
OUT-HP-1054,LG-HP-1054,1,45
OUT-JH-1055,LG-JH-1055,0,15
OUT-KA-1056,LG-KA-1056,0,2
OUT-KL-1057,LG-KL-1057,1,124
OUT-MP-1058,LG-MP-1058,1,261
OUT-MH-1059,LG-MH-1059,1,70
OUT-MN-1060,LG-MN-1060,1,264
OUT-ML-1061,LG-ML-1061,1,190
OUT-MZ-1062,LG-MZ-1062,1,223
OUT-NL-1063,LG-NL-1063,0,6
OUT-OD-1064,LG-OD-1064,1,177
OUT-PB-1065,LG-PB-1065,1,464
OUT-RJ-1066,LG-RJ-1066,0,12
OUT-SK-1067,LG-SK-1067,1,199
OUT-TN-1068,LG-TN-1068,1,277
OUT-TS-1069,LG-TS-1069,1,58
OUT-TR-1070,LG-TR-1070,0,8
OUT-UP-1071,LG-UP-1071,1,120
OUT-UK-1072,LG-UK-1072,0,15
OUT-WB-1073,LG-WB-1073,1,343
OUT-AN-1074,LG-AN-1074,1,123
OUT-CH-1075,LG-CH-1075,0,17
OUT-DH-1076,LG-DH-1076,1,78
OUT-DL-1077,LG-DL-1077,1,204
OUT-JK-1078,LG-JK-1078,0,13
OUT-LA-1079,LG-LA-1079,0,10
OUT-LD-1080,LG-LD-1080,1,120
OUT-PY-1081,LG-PY-1081,1,241
OUT-AP-1082,LG-AP-1082,1,21
OUT-AR-1083,LG-AR-1083,1,498
OUT-AS-1084,LG-AS-1084,1,112
OUT-BR-1085,LG-BR-1085,1,126
OUT-CG-1086,LG-CG-1086,1,76
OUT-GA-1087,LG-GA-1087,1,251
OUT-GJ-1088,LG-GJ-1088,0,8
OUT-HR-1089,LG-HR-1089,0,17
OUT-HP-1090,LG-HP-1090,0,6
OUT-JH-1091,LG-JH-1091,0,9
OUT-KA-1092,LG-KA-1092,1,255
OUT-KL-1093,LG-KL-1093,1,315
OUT-MP-1094,LG-MP-1094,1,118
OUT-MH-1095,LG-MH-1095,1,180
OUT-MN-1096,LG-MN-1096,0,15
OUT-ML-1097,LG-ML-1097,0,6
OUT-MZ-1098,LG-MZ-1098,1,186
OUT-NL-1099,LG-NL-1099,1,231
OUT-OD-1100,LG-OD-1100,0,12
OUT-PB-1101,LG-PB-1101,0,8
OUT-RJ-1102,LG-RJ-1102,0,5
OUT-SK-1103,LG-SK-1103,1,214
OUT-TN-1104,LG-TN-1104,0,4
OUT-TS-1105,LG-TS-1105,1,543
OUT-TR-1106,LG-TR-1106,1,55
OUT-UP-1107,LG-UP-1107,1,523
OUT-UK-1108,LG-UK-1108,1,146
OUT-WB-1109,LG-WB-1109,1,217
OUT-AN-1110,LG-AN-1110,1,38
OUT-CH-1111,LG-CH-1111,0,4
OUT-DH-1112,LG-DH-1112,1,51
OUT-DL-1113,LG-DL-1113,0,10
OUT-JK-1114,LG-JK-1114,0,10
OUT-LA-1115,LG-LA-1115,1,21
OUT-LD-1116,LG-LD-1116,1,255
OUT-PY-1117,LG-PY-1117,1,114
OUT-AP-1118,LG-AP-1118,0,19
OUT-AR-1119,LG-AR-1119,0,0
OUT-AS-1120,LG-AS-1120,1,43
OUT-BR-1121,LG-BR-1121,0,6
OUT-CG-1122,LG-CG-1122,1,256
OUT-GA-1123,LG-GA-1123,1,53
OUT-GJ-1124,LG-GJ-1124,0,0
OUT-HR-1125,LG-HR-1125,0,5
OUT-HP-1126,LG-HP-1126,1,53
OUT-JH-1127,LG-JH-1127,1,42
OUT-KA-1128,LG-KA-1128,0,15
OUT-KL-1129,LG-KL-1129,0,1
OUT-MP-1130,LG-MP-1130,0,2
OUT-MH-1131,LG-MH-1131,1,51
OUT-MN-1132,LG-MN-1132,1,29
OUT-ML-1133,LG-ML-1133,0,12
OUT-MZ-1134,LG-MZ-1134,1,40
OUT-NL-1135,LG-NL-1135,0,11
OUT-OD-1136,LG-OD-1136,1,125
OUT-PB-1137,LG-PB-1137,1,83
OUT-RJ-1138,LG-RJ-1138,0,18
OUT-SK-1139,LG-SK-1139,0,7
OUT-TN-1140,LG-TN-1140,0,12
OUT-TS-1141,LG-TS-1141,0,5
OUT-TR-1142,LG-TR-1142,1,58
OUT-UP-1143,LG-UP-1143,1,120
OUT-UK-1144,LG-UK-1144,1,398
OUT-WB-1145,LG-WB-1145,1,409
OUT-AN-1146,LG-AN-1146,0,4
OUT-CH-1147,LG-CH-1147,0,20
OUT-DH-1148,LG-DH-1148,0,9
OUT-DL-1149,LG-DL-1149,1,223
OUT-JK-1150,LG-JK-1150,0,18
OUT-LA-1151,LG-LA-1151,0,10
OUT-LD-1152,LG-LD-1152,1,236
OUT-PY-1153,LG-PY-1153,0,8
OUT-AP-1154,LG-AP-1154,0,12
OUT-AR-1155,LG-AR-1155,1,70
OUT-AS-1156,LG-AS-1156,1,169
OUT-BR-1157,LG-BR-1157,1,135
OUT-CG-1158,LG-CG-1158,0,6
OUT-GA-1159,LG-GA-1159,0,13
OUT-GJ-1160,LG-GJ-1160,1,162
OUT-HR-1161,LG-HR-1161,1,30
OUT-HP-1162,LG-HP-1162,0,3
OUT-JH-1163,LG-JH-1163,1,208
OUT-KA-1164,LG-KA-1164,0,6
OUT-KL-1165,LG-KL-1165,1,210
OUT-MP-1166,LG-MP-1166,1,210
OUT-MH-1167,LG-MH-1167,0,7
OUT-MN-1168,LG-MN-1168,1,240
OUT-ML-1169,LG-ML-1169,0,3
OUT-MZ-1170,LG-MZ-1170,0,7
OUT-NL-1171,LG-NL-1171,1,418
OUT-OD-1172,LG-OD-1172,0,15
OUT-PB-1173,LG-PB-1173,1,246
OUT-RJ-1174,LG-RJ-1174,1,129
OUT-SK-1175,LG-SK-1175,1,191
OUT-TN-1176,LG-TN-1176,0,11
OUT-TS-1177,LG-TS-1177,1,55
OUT-TR-1178,LG-TR-1178,1,133
OUT-UP-1179,LG-UP-1179,1,583
OUT-UK-1180,LG-UK-1180,0,10
OUT-WB-1181,LG-WB-1181,0,8
OUT-AN-1182,LG-AN-1182,0,11
OUT-CH-1183,LG-CH-1183,1,69
OUT-DH-1184,LG-DH-1184,1,129
OUT-DL-1185,LG-DL-1185,1,222
OUT-JK-1186,LG-JK-1186,0,7
OUT-LA-1187,LG-LA-1187,0,1
OUT-LD-1188,LG-LD-1188,1,507
OUT-PY-1189,LG-PY-1189,0,8
OUT-AP-1190,LG-AP-1190,1,52
OUT-AR-1191,LG-AR-1191,1,156
OUT-AS-1192,LG-AS-1192,0,0
OUT-BR-1193,LG-BR-1193,1,158
OUT-CG-1194,LG-CG-1194,1,164
OUT-GA-1195,LG-GA-1195,0,5
OUT-GJ-1196,LG-GJ-1196,0,12
OUT-HR-1197,LG-HR-1197,0,1
OUT-HP-1198,LG-HP-1198,1,122
OUT-JH-1199,LG-JH-1199,1,159
OUT-KA-1200,LG-KA-1200,1,240
OUT-KL-1201,LG-KL-1201,0,4
OUT-MP-1202,LG-MP-1202,1,462
OUT-MH-1203,LG-MH-1203,1,150
OUT-MN-1204,LG-MN-1204,0,7
OUT-ML-1205,LG-ML-1205,0,15
