dispute_id,project_id,total_cases,court_district_cases,court_high_cases,court_supreme_cases,pending_cases,resolved_cases,stay_orders_count
LGL-SK-0419,LG-SK-0419,36,21,10,5,35,1,8
LGL-TN-0420,LG-TN-0420,9,5,2,2,7,2,1
LGL-TS-0421,LG-TS-0421,18,10,5,3,11,7,2
LGL-TR-0422,LG-TR-0422,5,3,1,1,3,2,1
LGL-UP-0423,LG-UP-0423,40,24,12,4,30,10,6
LGL-UK-0424,LG-UK-0424,25,15,7,3,18,7,6
LGL-WB-0425,LG-WB-0425,2,1,0,1,1,1,0
LGL-AN-0426,LG-AN-0426,20,12,6,2,14,6,1
LGL-CH-0427,LG-CH-0427,29,17,8,4,21,8,7
LGL-DH-0428,LG-DH-0428,15,9,4,2,9,6,2
LGL-DL-0429,LG-DL-0429,8,4,2,2,4,4,1
LGL-JK-0430,LG-JK-0430,15,9,4,2,7,8,2
LGL-LA-0431,LG-LA-0431,7,4,2,1,4,3,1
LGL-LD-0432,LG-LD-0432,7,4,2,1,0,7,0
LGL-PY-0433,LG-PY-0433,9,5,2,2,0,9,0
LGL-AP-0434,LG-AP-0434,11,6,3,2,6,5,0
LGL-AR-0435,LG-AR-0435,8,4,2,2,5,3,0
LGL-AS-0436,LG-AS-0436,4,2,1,1,1,3,0
LGL-BR-0437,LG-BR-0437,5,3,1,1,2,3,1
LGL-CG-0438,LG-CG-0438,5,3,1,1,2,3,0
LGL-GA-0439,LG-GA-0439,6,3,1,2,1,5,0
LGL-GJ-0440,LG-GJ-0440,13,7,3,3,10,3,1
LGL-HR-0441,LG-HR-0441,22,13,6,3,12,10,1
LGL-HP-0442,LG-HP-0442,10,6,3,1,7,3,0
LGL-JH-0443,LG-JH-0443,23,13,6,4,15,8,3
LGL-KA-0444,LG-KA-0444,16,9,4,3,7,9,0
LGL-KL-0445,LG-KL-0445,17,10,5,2,14,3,1
LGL-MP-0446,LG-MP-0446,5,3,1,1,2,3,0
LGL-MH-0447,LG-MH-0447,6,3,1,2,1,5,0
LGL-MN-0448,LG-MN-0448,28,16,8,4,26,2,3
LGL-ML-0449,LG-ML-0449,12,7,3,2,2,10,1
LGL-MZ-0450,LG-MZ-0450,18,10,5,3,16,2,8
LGL-NL-0451,LG-NL-0451,13,7,3,3,7,6,0
LGL-OD-0452,LG-OD-0452,3,1,0,2,2,1,0
LGL-PB-0453,LG-PB-0453,11,6,3,2,1,10,0
LGL-RJ-0454,LG-RJ-0454,9,5,2,2,4,5,1
LGL-SK-0455,LG-SK-0455,6,3,1,2,2,4,1
LGL-TN-0456,LG-TN-0456,30,18,9,3,20,10,7
LGL-TS-0457,LG-TS-0457,5,3,1,1,1,4,0
LGL-TR-0458,LG-TR-0458,9,5,2,2,2,7,0
LGL-UP-0459,LG-UP-0459,7,4,2,1,3,4,0
LGL-UK-0460,LG-UK-0460,25,15,7,3,15,10,2
LGL-WB-0461,LG-WB-0461,10,6,3,1,4,6,0
LGL-AN-0462,LG-AN-0462,7,4,2,1,2,5,1
LGL-CH-0463,LG-CH-0463,10,6,3,1,7,3,0
LGL-DH-0464,LG-DH-0464,21,12,6,3,13,8,1
LGL-DL-0465,LG-DL-0465,8,4,2,2,2,6,0
LGL-JK-0466,LG-JK-0466,7,4,2,1,5,2,0
LGL-LA-0467,LG-LA-0467,14,8,4,2,5,9,1
LGL-LD-0468,LG-LD-0468,1,0,0,1,0,1,0
LGL-PY-0469,LG-PY-0469,10,6,3,1,1,9,0
LGL-AP-0470,LG-AP-0470,16,9,4,3,7,9,0
LGL-AR-0471,LG-AR-0471,5,3,1,1,1,4,0
LGL-AS-0472,LG-AS-0472,15,9,4,2,5,10,1
LGL-BR-0473,LG-BR-0473,9,5,2,2,0,9,0
LGL-CG-0474,LG-CG-0474,14,8,4,2,6,8,1
LGL-GA-0475,LG-GA-0475,9,5,2,2,5,4,0
LGL-GJ-0476,LG-GJ-0476,25,15,7,3,21,4,2
LGL-HR-0477,LG-HR-0477,8,4,2,2,7,1,2
LGL-HP-0478,LG-HP-0478,16,9,4,3,8,8,1
LGL-JH-0479,LG-JH-0479,9,5,2,2,1,8,0
LGL-KA-0480,LG-KA-0480,12,7,3,2,2,10,0
LGL-KL-0481,LG-KL-0481,3,1,0,2,2,1,0
LGL-MP-0482,LG-MP-0482,12,7,3,2,7,5,0
LGL-MH-0483,LG-MH-0483,17,10,5,2,7,10,0
LGL-MN-0484,LG-MN-0484,15,9,4,2,6,9,1
LGL-ML-0485,LG-ML-0485,13,7,3,3,3,10,0
LGL-MZ-0486,LG-MZ-0486,16,9,4,3,10,6,2
LGL-NL-0487,LG-NL-0487,14,8,4,2,10,4,2
LGL-OD-0488,LG-OD-0488,2,1,0,1,0,2,0
LGL-PB-0489,LG-PB-0489,10,6,3,1,6,4,1
LGL-RJ-0490,LG-RJ-0490,16,9,4,3,6,10,3
LGL-SK-0491,LG-SK-0491,28,16,8,4,25,3,8
LGL-TN-0492,LG-TN-0492,11,6,3,2,7,4,1
LGL-TS-0493,LG-TS-0493,7,4,2,1,3,4,1
LGL-TR-0494,LG-TR-0494,8,4,2,2,2,6,0
LGL-UP-0495,LG-UP-0495,40,24,12,4,34,6,2
LGL-UK-0496,LG-UK-0496,4,2,1,1,3,1,0
LGL-WB-0497,LG-WB-0497,4,2,1,1,2,2,0
LGL-AN-0498,LG-AN-0498,7,4,2,1,5,2,1
LGL-CH-0499,LG-CH-0499,11,6,3,2,8,3,3
LGL-DH-0500,LG-DH-0500,14,8,4,2,6,8,1
LGL-DL-0501,LG-DL-0501,10,6,3,1,1,9,0
LGL-JK-0502,LG-JK-0502,13,7,3,3,3,10,0
LGL-LA-0503,LG-LA-0503,10,6,3,1,2,8,0
LGL-LD-0504,LG-LD-0504,11,6,3,2,9,2,2
LGL-PY-0505,LG-PY-0505,7,4,2,1,5,2,1
LGL-AP-0506,LG-AP-0506,9,5,2,2,4,5,1
LGL-AR-0507,LG-AR-0507,3,1,0,2,2,1,0
LGL-AS-0508,LG-AS-0508,5,3,1,1,1,4,0
LGL-BR-0509,LG-BR-0509,9,5,2,2,7,2,2
LGL-CG-0510,LG-CG-0510,32,19,9,4,30,2,4
LGL-GA-0511,LG-GA-0511,7,4,2,1,3,4,1
LGL-GJ-0512,LG-GJ-0512,34,20,10,4,28,6,6
LGL-HR-0513,LG-HR-0513,15,9,4,2,6,9,1
LGL-HP-0514,LG-HP-0514,15,9,4,2,7,8,3
LGL-JH-0515,LG-JH-0515,6,3,1,2,2,4,1
LGL-KA-0516,LG-KA-0516,10,6,3,1,3,7,0
LGL-KL-0517,LG-KL-0517,3,1,0,2,0,3,0
LGL-MP-0518,LG-MP-0518,5,3,1,1,0,5,0
LGL-MH-0519,LG-MH-0519,3,1,0,2,2,1,0
LGL-MN-0520,LG-MN-0520,12,7,3,2,4,8,0
LGL-ML-0521,LG-ML-0521,17,10,5,2,8,9,3
LGL-MZ-0522,LG-MZ-0522,9,5,2,2,2,7,1
LGL-NL-0523,LG-NL-0523,6,3,1,2,5,1,1
LGL-OD-0524,LG-OD-0524,10,6,3,1,6,4,1
LGL-PB-0525,LG-PB-0525,19,11,5,3,14,5,1
LGL-RJ-0526,LG-RJ-0526,21,12,6,3,14,7,2
LGL-SK-0527,LG-SK-0527,9,5,2,2,2,7,0
LGL-TN-0528,LG-TN-0528,11,6,3,2,8,3,2
LGL-TS-0529,LG-TS-0529,15,9,4,2,11,4,2
LGL-TR-0530,LG-TR-0530,14,8,4,2,6,8,1
LGL-UP-0531,LG-UP-0531,3,1,0,2,1,2,0
LGL-UK-0532,LG-UK-0532,14,8,4,2,5,9,1
LGL-WB-0533,LG-WB-0533,12,7,3,2,6,6,1
LGL-AN-0534,LG-AN-0534,19,11,5,3,15,4,2
LGL-CH-0535,LG-CH-0535,8,4,2,2,3,5,0
LGL-DH-0536,LG-DH-0536,4,2,1,1,2,2,0
LGL-DL-0537,LG-DL-0537,4,2,1,1,1,3,0
LGL-JK-0538,LG-JK-0538,15,9,4,2,13,2,2
LGL-LA-0539,LG-LA-0539,13,7,3,3,10,3,1
LGL-LD-0540,LG-LD-0540,15,9,4,2,7,8,0
LGL-PY-0541,LG-PY-0541,13,7,3,3,12,1,2
LGL-AP-0542,LG-AP-0542,3,1,0,2,1,2,0
LGL-AR-0543,LG-AR-0543,16,9,4,3,8,8,3
LGL-AS-0544,LG-AS-0544,19,11,5,3,11,8,3
LGL-BR-0545,LG-BR-0545,14,8,4,2,4,10,0
LGL-CG-0546,LG-CG-0546,19,11,5,3,12,7,3
LGL-GA-0547,LG-GA-0547,15,9,4,2,8,7,2
LGL-GJ-0548,LG-GJ-0548,8,4,2,2,2,6,0
LGL-HR-0549,LG-HR-0549,10,6,3,1,6,4,3
LGL-HP-0550,LG-HP-0550,3,1,0,2,0,3,0
LGL-JH-0551,LG-JH-0551,9,5,2,2,2,7,1
LGL-KA-0552,LG-KA-0552,13,7,3,3,6,7,0
LGL-KL-0553,LG-KL-0553,31,18,9,4,24,7,7
LGL-MP-0554,LG-MP-0554,17,10,5,2,12,5,5
LGL-MH-0555,LG-MH-0555,6,3,1,2,2,4,0
LGL-MN-0556,LG-MN-0556,8,4,2,2,2,6,1
LGL-ML-0557,LG-ML-0557,9,5,2,2,6,3,1
LGL-MZ-0558,LG-MZ-0558,20,12,6,2,14,6,1
LGL-NL-0559,LG-NL-0559,8,4,2,2,3,5,0
LGL-OD-0560,LG-OD-0560,5,3,1,1,1,4,0
LGL-PB-0561,LG-PB-0561,23,13,6,4,15,8,3
LGL-RJ-0562,LG-RJ-0562,14,8,4,2,6,8,1
LGL-SK-0563,LG-SK-0563,6,3,1,2,2,4,0
LGL-TN-0564,LG-TN-0564,9,5,2,2,7,2,1
LGL-TS-0565,LG-TS-0565,19,11,5,3,14,5,8
LGL-TR-0566,LG-TR-0566,27,16,8,3,18,9,7
LGL-UP-0567,LG-UP-0567,6,3,1,2,2,4,1
LGL-UK-0568,LG-UK-0568,9,5,2,2,3,6,0
LGL-WB-0569,LG-WB-0569,11,6,3,2,1,10,0
LGL-AN-0570,LG-AN-0570,7,4,2,1,2,5,0
LGL-CH-0571,LG-CH-0571,6,3,1,2,1,5,0
LGL-DH-0572,LG-DH-0572,11,6,3,2,4,7,0
LGL-DL-0573,LG-DL-0573,9,5,2,2,6,3,1
LGL-JK-0574,LG-JK-0574,3,1,0,2,1,2,0
LGL-LA-0575,LG-LA-0575,11,6,3,2,5,6,0
LGL-LD-0576,LG-LD-0576,10,6,3,1,5,5,1
LGL-PY-0577,LG-PY-0577,9,5,2,2,6,3,1
LGL-AP-0578,LG-AP-0578,7,4,2,1,4,3,0
LGL-AR-0579,LG-AR-0579,12,7,3,2,9,3,2
LGL-AS-0580,LG-AS-0580,12,7,3,2,5,7,0
LGL-BR-0581,LG-BR-0581,16,9,4,3,9,7,2
LGL-CG-0582,LG-CG-0582,14,8,4,2,5,9,0
LGL-GA-0583,LG-GA-0583,20,12,6,2,13,7,2
LGL-GJ-0584,LG-GJ-0584,27,16,8,3,25,2,8
LGL-HR-0585,LG-HR-0585,39,23,11,5,35,4,4
LGL-HP-0586,LG-HP-0586,7,4,2,1,0,7,0
LGL-JH-0587,LG-JH-0587,28,16,8,4,21,7,3
LGL-KA-0588,LG-KA-0588,13,7,3,3,7,6,0
LGL-KL-0589,LG-KL-0589,7,4,2,1,2,5,0
LGL-MP-0590,LG-MP-0590,19,11,5,3,9,10,2
LGL-MH-0591,LG-MH-0591,12,7,3,2,10,2,3
LGL-MN-0592,LG-MN-0592,21,12,6,3,15,6,3
LGL-ML-0593,LG-ML-0593,16,9,4,3,6,10,0
LGL-MZ-0594,LG-MZ-0594,16,9,4,3,15,1,3
LGL-NL-0595,LG-NL-0595,18,10,5,3,14,4,3
LGL-OD-0596,LG-OD-0596,39,23,11,5,35,4,7
LGL-PB-0597,LG-PB-0597,18,10,5,3,8,10,1
LGL-RJ-0598,LG-RJ-0598,9,5,2,2,2,7,0
LGL-SK-0599,LG-SK-0599,36,21,10,5,26,10,5
LGL-TN-0600,LG-TN-0600,13,7,3,3,6,7,1
LGL-TS-0601,LG-TS-0601,7,4,2,1,5,2,0
LGL-TR-0602,LG-TR-0602,15,9,4,2,14,1,3
LGL-UP-0603,LG-UP-0603,9,5,2,2,6,3,0
LGL-UK-0604,LG-UK-0604,25,15,7,3,15,10,2
LGL-WB-0605,LG-WB-0605,35,21,10,4,33,2,5
LGL-AN-0606,LG-AN-0606,6,3,1,2,1,5,0
LGL-CH-0607,LG-CH-0607,7,4,2,1,2,5,0
LGL-DH-0608,LG-DH-0608,3,1,0,2,2,1,0
LGL-DL-0609,LG-DL-0609,18,10,5,3,13,5,1
LGL-JK-0610,LG-JK-0610,7,4,2,1,3,4,1
LGL-LA-0611,LG-LA-0611,9,5,2,2,5,4,0
LGL-LD-0612,LG-LD-0612,15,9,4,2,5,10,1
LGL-PY-0613,LG-PY-0613,10,6,3,1,7,3,0
LGL-AP-0614,LG-AP-0614,24,14,7,3,14,10,3
LGL-AR-0615,LG-AR-0615,9,5,2,2,0,9,0
LGL-AS-0616,LG-AS-0616,17,10,5,2,14,3,3
LGL-BR-0617,LG-BR-0617,13,7,3,3,10,3,2
LGL-CG-0618,LG-CG-0618,9,5,2,2,7,2,1
LGL-GA-0619,LG-GA-0619,15,9,4,2,11,4,1
LGL-GJ-0620,LG-GJ-0620,6,3,1,2,5,1,1
LGL-HR-0621,LG-HR-0621,19,11,5,3,9,10,3
LGL-HP-0622,LG-HP-0622,14,8,4,2,7,7,2
LGL-JH-0623,LG-JH-0623,11,6,3,2,2,9,0
LGL-KA-0624,LG-KA-0624,11,6,3,2,6,5,2
LGL-KL-0625,LG-KL-0625,4,2,1,1,0,4,0
LGL-MP-0626,LG-MP-0626,10,6,3,1,6,4,1
LGL-MH-0627,LG-MH-0627,6,3,1,2,2,4,0
LGL-MN-0628,LG-MN-0628,10,6,3,1,1,9,0
LGL-ML-0629,LG-ML-0629,4,2,1,1,0,4,0
LGL-MZ-0630,LG-MZ-0630,15,9,4,2,6,9,2
LGL-NL-0631,LG-NL-0631,8,4,2,2,2,6,0
LGL-OD-0632,LG-OD-0632,27,16,8,3,20,7,6
LGL-PB-0633,LG-PB-0633,16,9,4,3,9,7,1
LGL-RJ-0634,LG-RJ-0634,16,9,4,3,7,9,0
LGL-SK-0635,LG-SK-0635,13,7,3,3,11,2,3
LGL-TN-0636,LG-TN-0636,11,6,3,2,8,3,1
LGL-TS-0637,LG-TS-0637,2,1,0,1,1,1,0
LGL-TR-0638,LG-TR-0638,7,4,2,1,4,3,0
LGL-UP-0639,LG-UP-0639,17,10,5,2,8,9,3
LGL-UK-0640,LG-UK-0640,7,4,2,1,3,4,0
LGL-WB-0641,LG-WB-0641,3,1,0,2,1,2,0
LGL-AN-0642,LG-AN-0642,12,7,3,2,3,9,0
LGL-CH-0643,LG-CH-0643,21,12,6,3,11,10,2
LGL-DH-0644,LG-DH-0644,8,4,2,2,2,6,0
LGL-DL-0645,LG-DL-0645,11,6,3,2,6,5,0
LGL-JK-0646,LG-JK-0646,37,22,11,4,31,6,4
LGL-LA-0647,LG-LA-0647,11,6,3,2,3,8,0
LGL-LD-0648,LG-LD-0648,7,4,2,1,6,1,1
LGL-PY-0649,LG-PY-0649,5,3,1,1,1,4,0
LGL-AP-0650,LG-AP-0650,9,5,2,2,5,4,0
LGL-AR-0651,LG-AR-0651,17,10,5,2,7,10,1
LGL-AS-0652,LG-AS-0652,8,4,2,2,0,8,0
LGL-BR-0653,LG-BR-0653,20,12,6,2,14,6,1
LGL-CG-0654,LG-CG-0654,5,3,1,1,2,3,0
LGL-GA-0655,LG-GA-0655,1,0,0,1,0,1,0
LGL-GJ-0656,LG-GJ-0656,16,9,4,3,11,5,2
LGL-HR-0657,LG-HR-0657,4,2,1,1,2,2,0
LGL-HP-0658,LG-HP-0658,10,6,3,1,2,8,0
LGL-JH-0659,LG-JH-0659,9,5,2,2,0,9,0
LGL-KA-0660,LG-KA-0660,8,4,2,2,6,2,2
LGL-KL-0661,LG-KL-0661,17,10,5,2,10,7,2
LGL-MP-0662,LG-MP-0662,4,2,1,1,0,4,0
LGL-MH-0663,LG-MH-0663,18,10,5,3,9,9,1
LGL-MN-0664,LG-MN-0664,3,1,0,2,1,2,0
LGL-ML-0665,LG-ML-0665,18,10,5,3,10,8,3
LGL-MZ-0666,LG-MZ-0666,40,24,12,4,33,7,3
LGL-NL-0667,LG-NL-0667,14,8,4,2,9,5,2
LGL-OD-0668,LG-OD-0668,18,10,5,3,16,2,2
LGL-PB-0669,LG-PB-0669,27,16,8,3,24,3,4
LGL-RJ-0670,LG-RJ-0670,18,10,5,3,15,3,1
LGL-SK-0671,LG-SK-0671,6,3,1,2,2,4,1
LGL-TN-0672,LG-TN-0672,8,4,2,2,1,7,0
LGL-TS-0673,LG-TS-0673,5,3,1,1,0,5,0
LGL-TR-0674,LG-TR-0674,13,7,3,3,5,8,0
LGL-UP-0675,LG-UP-0675,29,17,8,4,21,8,4
LGL-UK-0676,LG-UK-0676,5,3,1,1,0,5,0
LGL-WB-0677,LG-WB-0677,10,6,3,1,7,3,1
LGL-AN-0678,LG-AN-0678,9,5,2,2,8,1,1
LGL-CH-0679,LG-CH-0679,16,9,4,3,6,10,1
LGL-DH-0680,LG-DH-0680,13,7,3,3,5,8,1
LGL-DL-0681,LG-DL-0681,16,9,4,3,8,8,3
LGL-JK-0682,LG-JK-0682,7,4,2,1,6,1,0
LGL-LA-0683,LG-LA-0683,8,4,2,2,5,3,0
LGL-LD-0684,LG-LD-0684,12,7,3,2,2,10,0
LGL-PY-0685,LG-PY-0685,5,3,1,1,0,5,0
LGL-AP-0686,LG-AP-0686,23,13,6,4,14,9,3
LGL-AR-0687,LG-AR-0687,5,3,1,1,3,2,1
LGL-AS-0688,LG-AS-0688,43,25,12,6,34,9,2
LGL-BR-0689,LG-BR-0689,6,3,1,2,1,5,0
LGL-CG-0690,LG-CG-0690,14,8,4,2,5,9,1
LGL-GA-0691,LG-GA-0691,4,2,1,1,1,3,0
LGL-GJ-0692,LG-GJ-0692,16,9,4,3,7,9,0
LGL-HR-0693,LG-HR-0693,22,13,6,3,20,2,5
LGL-HP-0694,LG-HP-0694,7,4,2,1,3,4,1
LGL-JH-0695,LG-JH-0695,16,9,4,3,9,7,1
LGL-KA-0696,LG-KA-0696,18,10,5,3,14,4,1
LGL-KL-0697,LG-KL-0697,14,8,4,2,7,7,3
LGL-MP-0698,LG-MP-0698,12,7,3,2,2,10,0
LGL-MH-0699,LG-MH-0699,13,7,3,3,10,3,2
LGL-MN-0700,LG-MN-0700,5,3,1,1,2,3,0
LGL-ML-0701,LG-ML-0701,3,1,0,2,1,2,0
LGL-MZ-0702,LG-MZ-0702,12,7,3,2,2,10,1
LGL-NL-0703,LG-NL-0703,14,8,4,2,7,7,0
LGL-OD-0704,LG-OD-0704,13,7,3,3,6,7,2
LGL-PB-0705,LG-PB-0705,4,2,1,1,3,1,1
LGL-RJ-0706,LG-RJ-0706,25,15,7,3,23,2,4
LGL-SK-0707,LG-SK-0707,8,4,2,2,2,6,0
LGL-TN-0708,LG-TN-0708,16,9,4,3,15,1,1
LGL-TS-0709,LG-TS-0709,9,5,2,2,2,7,0
LGL-TR-0710,LG-TR-0710,7,4,2,1,0,7,0
LGL-UP-0711,LG-UP-0711,7,4,2,1,4,3,0
LGL-UK-0712,LG-UK-0712,14,8,4,2,13,1,1
LGL-WB-0713,LG-WB-0713,10,6,3,1,1,9,0
LGL-AN-0714,LG-AN-0714,9,5,2,2,4,5,1
LGL-CH-0715,LG-CH-0715,34,20,10,4,32,2,7
LGL-DH-0716,LG-DH-0716,16,9,4,3,15,1,2
LGL-DL-0717,LG-DL-0717,9,5,2,2,3,6,1
LGL-JK-0718,LG-JK-0718,6,3,1,2,2,4,0
LGL-LA-0719,LG-LA-0719,13,7,3,3,7,6,1
LGL-LD-0720,LG-LD-0720,4,2,1,1,1,3,0
LGL-PY-0721,LG-PY-0721,10,6,3,1,2,8,0
LGL-AP-0722,LG-AP-0722,9,5,2,2,7,2,0
LGL-AR-0723,LG-AR-0723,10,6,3,1,6,4,0
LGL-AS-0724,LG-AS-0724,10,6,3,1,7,3,1
LGL-BR-0725,LG-BR-0725,8,4,2,2,6,2,0
LGL-CG-0726,LG-CG-0726,39,23,11,5,30,9,5
LGL-GA-0727,LG-GA-0727,7,4,2,1,1,6,0
LGL-GJ-0728,LG-GJ-0728,15,9,4,2,8,7,3
LGL-HR-0729,LG-HR-0729,5,3,1,1,3,2,0
LGL-HP-0730,LG-HP-0730,11,6,3,2,2,9,0
LGL-JH-0731,LG-JH-0731,2,1,0,1,1,1,0
LGL-KA-0732,LG-KA-0732,8,4,2,2,1,7,0
LGL-KL-0733,LG-KL-0733,18,10,5,3,9,9,3
LGL-MP-0734,LG-MP-0734,39,23,11,5,34,5,3
LGL-MH-0735,LG-MH-0735,9,5,2,2,5,4,1
LGL-MN-0736,LG-MN-0736,5,3,1,1,1,4,0
LGL-ML-0737,LG-ML-0737,9,5,2,2,8,1,2
LGL-MZ-0738,LG-MZ-0738,8,4,2,2,2,6,0
LGL-NL-0739,LG-NL-0739,9,5,2,2,2,7,0
LGL-OD-0740,LG-OD-0740,5,3,1,1,2,3,0
LGL-PB-0741,LG-PB-0741,13,7,3,3,7,6,2
LGL-RJ-0742,LG-RJ-0742,11,6,3,2,8,3,3
LGL-SK-0743,LG-SK-0743,7,4,2,1,5,2,0
LGL-TN-0744,LG-TN-0744,13,7,3,3,10,3,3
LGL-TS-0745,LG-TS-0745,41,24,12,5,34,7,8
LGL-TR-0746,LG-TR-0746,16,9,4,3,12,4,3
LGL-UP-0747,LG-UP-0747,17,10,5,2,7,10,1
LGL-UK-0748,LG-UK-0748,8,4,2,2,2,6,0
LGL-WB-0749,LG-WB-0749,10,6,3,1,0,10,0
LGL-AN-0750,LG-AN-0750,7,4,2,1,0,7,0
LGL-CH-0751,LG-CH-0751,33,19,9,5,32,1,4
LGL-DH-0752,LG-DH-0752,12,7,3,2,5,7,1
LGL-DL-0753,LG-DL-0753,33,19,9,5,26,7,5
LGL-JK-0754,LG-JK-0754,11,6,3,2,4,7,1
LGL-LA-0755,LG-LA-0755,11,6,3,2,6,5,0
LGL-LD-0756,LG-LD-0756,38,22,11,5,28,10,6
LGL-PY-0757,LG-PY-0757,22,13,6,3,15,7,1
LGL-AP-0758,LG-AP-0758,9,5,2,2,7,2,1
LGL-AR-0759,LG-AR-0759,4,2,1,1,0,4,0
LGL-AS-0760,LG-AS-0760,3,1,0,2,2,1,1
LGL-BR-0761,LG-BR-0761,7,4,2,1,1,6,0
LGL-CG-0762,LG-CG-0762,7,4,2,1,0,7,0
LGL-GA-0763,LG-GA-0763,16,9,4,3,7,9,0
LGL-GJ-0764,LG-GJ-0764,9,5,2,2,2,7,0
LGL-HR-0765,LG-HR-0765,8,4,2,2,2,6,0
LGL-HP-0766,LG-HP-0766,27,16,8,3,26,1,6
LGL-JH-0767,LG-JH-0767,3,1,0,2,0,3,0
LGL-KA-0768,LG-KA-0768,5,3,1,1,1,4,0
LGL-KL-0769,LG-KL-0769,10,6,3,1,4,6,1
LGL-MP-0770,LG-MP-0770,3,1,0,2,1,2,0
LGL-MH-0771,LG-MH-0771,5,3,1,1,2,3,0
LGL-MN-0772,LG-MN-0772,11,6,3,2,7,4,1
LGL-ML-0773,LG-ML-0773,6,3,1,2,1,5,0
LGL-MZ-0774,LG-MZ-0774,8,4,2,2,6,2,1
LGL-NL-0775,LG-NL-0775,10,6,3,1,0,10,0
LGL-OD-0776,LG-OD-0776,6,3,1,2,2,4,0
LGL-PB-0777,LG-PB-0777,17,10,5,2,8,9,2
LGL-RJ-0778,LG-RJ-0778,20,12,6,2,13,7,2
LGL-SK-0779,LG-SK-0779,15,9,4,2,14,1,3
LGL-TN-0780,LG-TN-0780,12,7,3,2,2,10,0
LGL-TS-0781,LG-TS-0781,17,10,5,2,7,10,1
LGL-TR-0782,LG-TR-0782,10,6,3,1,2,8,1
LGL-UP-0783,LG-UP-0783,6,3,1,2,1,5,0
LGL-UK-0784,LG-UK-0784,11,6,3,2,5,6,1
LGL-WB-0785,LG-WB-0785,10,6,3,1,2,8,0
LGL-AN-0786,LG-AN-0786,16,9,4,3,15,1,6
LGL-CH-0787,LG-CH-0787,7,4,2,1,1,6,0
LGL-DH-0788,LG-DH-0788,13,7,3,3,8,5,1
LGL-DL-0789,LG-DL-0789,6,3,1,2,0,6,0
LGL-JK-0790,LG-JK-0790,10,6,3,1,1,9,0
LGL-LA-0791,LG-LA-0791,10,6,3,1,2,8,1
LGL-LD-0792,LG-LD-0792,25,15,7,3,15,10,2
LGL-PY-0793,LG-PY-0793,11,6,3,2,8,3,2
LGL-AP-0794,LG-AP-0794,17,10,5,2,9,8,2
LGL-AR-0795,LG-AR-0795,8,4,2,2,2,6,0
LGL-AS-0796,LG-AS-0796,15,9,4,2,6,9,1
LGL-BR-0797,LG-BR-0797,5,3,1,1,3,2,0
LGL-CG-0798,LG-CG-0798,12,7,3,2,9,3,2
LGL-GA-0799,LG-GA-0799,22,13,6,3,12,10,7
LGL-GJ-0800,LG-GJ-0800,16,9,4,3,6,10,3
LGL-HR-0801,LG-HR-0801,14,8,4,2,6,8,0
LGL-HP-0802,LG-HP-0802,10,6,3,1,3,7,0
LGL-JH-0803,LG-JH-0803,5,3,1,1,2,3,0
LGL-KA-0804,LG-KA-0804,6,3,1,2,0,6,0
LGL-KL-0805,LG-KL-0805,5,3,1,1,0,5,0
LGL-MP-0806,LG-MP-0806,11,6,3,2,6,5,3
LGL-MH-0807,LG-MH-0807,19,11,5,3,15,4,8
LGL-MN-0808,LG-MN-0808,3,1,0,2,0,3,0
LGL-ML-0809,LG-ML-0809,10,6,3,1,6,4,2
LGL-MZ-0810,LG-MZ-0810,18,10,5,3,15,3,3
LGL-NL-0811,LG-NL-0811,11,6,3,2,4,7,1
LGL-OD-0812,LG-OD-0812,14,8,4,2,4,10,1
LGL-PB-0813,LG-PB-0813,17,10,5,2,12,5,2
LGL-RJ-0814,LG-RJ-0814,18,10,5,3,8,10,1
LGL-SK-0815,LG-SK-0815,12,7,3,2,7,5,1
LGL-TN-0816,LG-TN-0816,21,12,6,3,14,7,3
LGL-TS-0817,LG-TS-0817,13,7,3,3,3,10,1
LGL-TR-0818,LG-TR-0818,10,6,3,1,1,9,0
LGL-UP-0819,LG-UP-0819,10,6,3,1,3,7,0
LGL-UK-0820,LG-UK-0820,9,5,2,2,3,6,0
LGL-WB-0821,LG-WB-0821,12,7,3,2,2,10,0
LGL-AN-0822,LG-AN-0822,10,6,3,1,5,5,1
LGL-CH-0823,LG-CH-0823,16,9,4,3,9,7,3
LGL-DH-0824,LG-DH-0824,10,6,3,1,1,9,0
LGL-DL-0825,LG-DL-0825,9,5,2,2,0,9,0
LGL-JK-0826,LG-JK-0826,5,3,1,1,4,1,1
LGL-LA-0827,LG-LA-0827,12,7,3,2,3,9,1
LGL-LD-0828,LG-LD-0828,24,14,7,3,16,8,4
LGL-PY-0829,LG-PY-0829,10,6,3,1,3,7,0
LGL-AP-0830,LG-AP-0830,16,9,4,3,7,9,1
LGL-AR-0831,LG-AR-0831,8,4,2,2,6,2,0
LGL-AS-0832,LG-AS-0832,3,1,0,2,2,1,0
LGL-BR-0833,LG-BR-0833,2,1,0,1,0,2,0
LGL-CG-0834,LG-CG-0834,10,6,3,1,7,3,1
LGL-GA-0835,LG-GA-0835,10,6,3,1,8,2,1
LGL-GJ-0836,LG-GJ-0836,13,7,3,3,6,7,1
LGL-HR-0837,LG-HR-0837,13,7,3,3,12,1,3
LGL-HP-0838,LG-HP-0838,14,8,4,2,9,5,3
