doc_id,project_id,total_records,records_verified,records_pending,title_clearance_percentage
DOC-LD-0468,LG-LD-0468,1222,1142,80,93.5
DOC-PY-0469,LG-PY-0469,356,340,16,95.6
DOC-AP-0470,LG-AP-0470,902,777,125,86.2
DOC-AR-0471,LG-AR-0471,669,590,79,88.2
DOC-AS-0472,LG-AS-0472,867,708,159,81.7
DOC-BR-0473,LG-BR-0473,482,449,33,93.2
DOC-CG-0474,LG-CG-0474,559,454,105,81.3
DOC-GA-0475,LG-GA-0475,110,98,12,89.6
DOC-GJ-0476,LG-GJ-0476,854,438,416,51.3
DOC-HR-0477,LG-HR-0477,1018,786,232,77.2
DOC-HP-0478,LG-HP-0478,392,286,106,73.1
DOC-JH-0479,LG-JH-0479,1259,1162,97,92.4
DOC-KA-0480,LG-KA-0480,460,445,15,96.9
DOC-KL-0481,LG-KL-0481,817,778,39,95.3
DOC-MP-0482,LG-MP-0482,915,719,196,78.7
DOC-MH-0483,LG-MH-0483,143,114,29,79.8
DOC-MN-0484,LG-MN-0484,1352,1049,303,77.6
DOC-ML-0485,LG-ML-0485,634,553,81,87.3
DOC-MZ-0486,LG-MZ-0486,787,514,273,65.4
DOC-NL-0487,LG-NL-0487,1581,1157,424,73.2
DOC-OD-0488,LG-OD-0488,2828,2615,213,92.5
DOC-PB-0489,LG-PB-0489,1741,1478,263,84.9
DOC-RJ-0490,LG-RJ-0490,1367,1047,320,76.6
DOC-SK-0491,LG-SK-0491,1615,1079,536,66.8
DOC-TN-0492,LG-TN-0492,508,397,111,78.3
DOC-TS-0493,LG-TS-0493,1223,966,257,79.1
DOC-TR-0494,LG-TR-0494,1757,1673,84,95.3
DOC-UP-0495,LG-UP-0495,841,403,438,48.0
DOC-UK-0496,LG-UK-0496,1301,1006,295,77.4
DOC-WB-0497,LG-WB-0497,1293,1230,63,95.2
DOC-AN-0498,LG-AN-0498,672,576,96,85.7
DOC-CH-0499,LG-CH-0499,1023,700,323,68.4
DOC-DH-0500,LG-DH-0500,943,795,148,84.3
DOC-DL-0501,LG-DL-0501,373,333,40,89.5
DOC-JK-0502,LG-JK-0502,523,420,103,80.4
DOC-LA-0503,LG-LA-0503,1268,1163,105,91.7
DOC-LD-0504,LG-LD-0504,875,642,233,73.4
DOC-PY-0505,LG-PY-0505,328,251,77,76.7
DOC-AP-0506,LG-AP-0506,124,105,19,85.0
DOC-AR-0507,LG-AR-0507,112,101,11,90.9
DOC-AS-0508,LG-AS-0508,555,490,65,88.3
DOC-BR-0509,LG-BR-0509,563,394,169,70.0
DOC-CG-0510,LG-CG-0510,599,262,337,43.9
DOC-GA-0511,LG-GA-0511,1257,1003,254,79.9
DOC-GJ-0512,LG-GJ-0512,2360,1097,1263,46.5
DOC-HR-0513,LG-HR-0513,1103,979,124,88.8
DOC-HP-0514,LG-HP-0514,226,167,59,74.1
DOC-JH-0515,LG-JH-0515,619,554,65,89.6
DOC-KA-0516,LG-KA-0516,336,294,42,87.7
DOC-KL-0517,LG-KL-0517,141,133,8,94.3
DOC-MP-0518,LG-MP-0518,1626,1436,190,88.4
DOC-MH-0519,LG-MH-0519,267,218,49,81.7
DOC-MN-0520,LG-MN-0520,948,739,209,78.0
DOC-ML-0521,LG-ML-0521,1689,1206,483,71.4
DOC-MZ-0522,LG-MZ-0522,405,340,65,84.2
DOC-NL-0523,LG-NL-0523,1760,1537,223,87.4
DOC-OD-0524,LG-OD-0524,177,140,37,79.3
DOC-PB-0525,LG-PB-0525,220,165,55,75.4
DOC-RJ-0526,LG-RJ-0526,665,431,234,64.9
DOC-SK-0527,LG-SK-0527,419,400,19,95.5
DOC-TN-0528,LG-TN-0528,1958,1287,671,65.7
DOC-TS-0529,LG-TS-0529,1451,983,468,67.8
DOC-TR-0530,LG-TR-0530,655,567,88,86.6
DOC-UP-0531,LG-UP-0531,1401,1361,40,97.2
DOC-UK-0532,LG-UK-0532,1494,1251,243,83.8
DOC-WB-0533,LG-WB-0533,685,592,93,86.5
DOC-AN-0534,LG-AN-0534,2480,1529,951,61.7
DOC-CH-0535,LG-CH-0535,1091,908,183,83.3
DOC-DH-0536,LG-DH-0536,233,223,10,96.1
DOC-DL-0537,LG-DL-0537,72,70,2,98.5
DOC-JK-0538,LG-JK-0538,103,76,27,74.1
DOC-LA-0539,LG-LA-0539,594,405,189,68.2
DOC-LD-0540,LG-LD-0540,1706,1513,193,88.7
DOC-PY-0541,LG-PY-0541,958,604,354,63.1
DOC-AP-0542,LG-AP-0542,227,216,11,95.3
DOC-AR-0543,LG-AR-0543,324,202,122,62.4
DOC-AS-0544,LG-AS-0544,1635,1275,360,78.0
DOC-BR-0545,LG-BR-0545,1072,931,141,86.9
DOC-CG-0546,LG-CG-0546,1551,1175,376,75.8
DOC-GA-0547,LG-GA-0547,1148,726,422,63.3
DOC-GJ-0548,LG-GJ-0548,641,575,66,89.8
DOC-HR-0549,LG-HR-0549,1072,691,381,64.5
DOC-HP-0550,LG-HP-0550,136,120,16,88.4
DOC-JH-0551,LG-JH-0551,869,685,184,78.9
DOC-KA-0552,LG-KA-0552,1993,1570,423,78.8
DOC-KL-0553,LG-KL-0553,116,58,58,50.6
DOC-MP-0554,LG-MP-0554,352,224,128,63.9
DOC-MH-0555,LG-MH-0555,518,511,7,98.8
DOC-MN-0556,LG-MN-0556,831,729,102,87.7
DOC-ML-0557,LG-ML-0557,1899,1547,352,81.5
DOC-MZ-0558,LG-MZ-0558,1951,1557,394,79.8
DOC-NL-0559,LG-NL-0559,361,315,46,87.5
DOC-OD-0560,LG-OD-0560,89,79,10,89.4
DOC-PB-0561,LG-PB-0561,1589,1087,502,68.5
DOC-RJ-0562,LG-RJ-0562,606,495,111,81.8
DOC-SK-0563,LG-SK-0563,399,357,42,89.5
DOC-TN-0564,LG-TN-0564,256,208,48,81.4
DOC-TS-0565,LG-TS-0565,192,94,98,49.2
DOC-TR-0566,LG-TR-0566,706,480,226,68.0
DOC-UP-0567,LG-UP-0567,1489,1175,314,78.9
DOC-UK-0568,LG-UK-0568,493,421,72,85.6
DOC-WB-0569,LG-WB-0569,929,921,8,99.2
DOC-AN-0570,LG-AN-0570,1109,1024,85,92.3
DOC-CH-0571,LG-CH-0571,437,397,40,91.0
DOC-DH-0572,LG-DH-0572,180,139,41,77.7
DOC-DL-0573,LG-DL-0573,353,265,88,75.3
DOC-JK-0574,LG-JK-0574,395,379,16,96.1
DOC-LA-0575,LG-LA-0575,838,705,133,84.2
DOC-LD-0576,LG-LD-0576,1388,1045,343,75.3
DOC-PY-0577,LG-PY-0577,1594,1255,339,78.8
DOC-AP-0578,LG-AP-0578,524,453,71,86.6
DOC-AR-0579,LG-AR-0579,454,297,157,65.6
DOC-AS-0580,LG-AS-0580,2376,1961,415,82.5
DOC-BR-0581,LG-BR-0581,791,497,294,62.8
DOC-CG-0582,LG-CG-0582,790,649,141,82.2
DOC-GA-0583,LG-GA-0583,669,519,150,77.7
DOC-GJ-0584,LG-GJ-0584,203,121,82,59.9
DOC-HR-0585,LG-HR-0585,354,210,144,59.5
DOC-HP-0586,LG-HP-0586,199,196,3,98.6
DOC-JH-0587,LG-JH-0587,751,397,354,53.0
DOC-KA-0588,LG-KA-0588,661,588,73,89.0
DOC-KL-0589,LG-KL-0589,1305,1244,61,95.4
DOC-MP-0590,LG-MP-0590,1570,1195,375,76.1
DOC-MH-0591,LG-MH-0591,1456,1085,371,74.6
DOC-MN-0592,LG-MN-0592,1125,823,302,73.2
DOC-ML-0593,LG-ML-0593,1287,1058,229,82.2
DOC-MZ-0594,LG-MZ-0594,131,90,41,69.3
DOC-NL-0595,LG-NL-0595,810,553,257,68.3
DOC-OD-0596,LG-OD-0596,697,310,387,44.5
DOC-PB-0597,LG-PB-0597,2828,2230,598,78.9
DOC-RJ-0598,LG-RJ-0598,1988,1873,115,94.3
DOC-SK-0599,LG-SK-0599,1425,848,577,59.5
DOC-TN-0600,LG-TN-0600,894,744,150,83.3
DOC-TS-0601,LG-TS-0601,2044,1759,285,86.1
DOC-TR-0602,LG-TR-0602,930,572,358,61.6
DOC-UP-0603,LG-UP-0603,1513,1170,343,77.4
DOC-UK-0604,LG-UK-0604,613,384,229,62.7
DOC-WB-0605,LG-WB-0605,1877,1231,646,65.6
DOC-AN-0606,LG-AN-0606,596,539,57,90.5
DOC-CH-0607,LG-CH-0607,529,495,34,93.7
DOC-DH-0608,LG-DH-0608,1202,1133,69,94.3
DOC-DL-0609,LG-DL-0609,1362,910,452,66.8
DOC-JK-0610,LG-JK-0610,508,406,102,80.0
DOC-LA-0611,LG-LA-0611,296,250,46,84.6
DOC-LD-0612,LG-LD-0612,927,733,194,79.2
DOC-PY-0613,LG-PY-0613,861,739,122,85.9
DOC-AP-0614,LG-AP-0614,132,98,34,74.3
DOC-AR-0615,LG-AR-0615,1823,1705,118,93.6
DOC-AS-0616,LG-AS-0616,870,534,336,61.5
DOC-BR-0617,LG-BR-0617,878,555,323,63.3
DOC-CG-0618,LG-CG-0618,1865,1654,211,88.7
DOC-GA-0619,LG-GA-0619,853,576,277,67.6
DOC-GJ-0620,LG-GJ-0620,391,305,86,78.1
DOC-HR-0621,LG-HR-0621,929,593,336,63.9
DOC-HP-0622,LG-HP-0622,310,212,98,68.6
DOC-JH-0623,LG-JH-0623,1644,1590,54,96.8
DOC-KA-0624,LG-KA-0624,947,698,249,73.7
DOC-KL-0625,LG-KL-0625,1176,1068,108,90.9
DOC-MP-0626,LG-MP-0626,1086,691,395,63.7
DOC-MH-0627,LG-MH-0627,2912,2335,577,80.2
DOC-MN-0628,LG-MN-0628,528,485,43,92.0
DOC-ML-0629,LG-ML-0629,1794,1670,124,93.1
DOC-MZ-0630,LG-MZ-0630,300,200,100,66.8
DOC-NL-0631,LG-NL-0631,696,668,28,96.0
DOC-OD-0632,LG-OD-0632,1533,856,677,55.9
DOC-PB-0633,LG-PB-0633,1041,743,298,71.4
DOC-RJ-0634,LG-RJ-0634,381,303,78,79.6
DOC-SK-0635,LG-SK-0635,2578,1756,822,68.1
DOC-TN-0636,LG-TN-0636,1034,702,332,68.0
DOC-TS-0637,LG-TS-0637,123,120,3,97.8
DOC-TR-0638,LG-TR-0638,508,384,124,75.8
DOC-UP-0639,LG-UP-0639,899,705,194,78.5
DOC-UK-0640,LG-UK-0640,873,715,158,82.0
DOC-WB-0641,LG-WB-0641,256,251,5,98.4
DOC-AN-0642,LG-AN-0642,907,690,217,76.1
DOC-CH-0643,LG-CH-0643,1682,1238,444,73.6
DOC-DH-0644,LG-DH-0644,1758,1461,297,83.1
DOC-DL-0645,LG-DL-0645,1482,1213,269,81.9
DOC-JK-0646,LG-JK-0646,1486,749,737,50.4
DOC-LA-0647,LG-LA-0647,296,265,31,89.6
DOC-LD-0648,LG-LD-0648,869,754,115,86.9
DOC-PY-0649,LG-PY-0649,861,811,50,94.3
DOC-AP-0650,LG-AP-0650,339,304,35,89.8
DOC-AR-0651,LG-AR-0651,345,297,48,86.3
DOC-AS-0652,LG-AS-0652,685,670,15,97.9
DOC-BR-0653,LG-BR-0653,1198,810,388,67.7
DOC-CG-0654,LG-CG-0654,2400,2334,66,97.3
DOC-GA-0655,LG-GA-0655,1110,1104,6,99.5
DOC-GJ-0656,LG-GJ-0656,1103,663,440,60.1
DOC-HR-0657,LG-HR-0657,929,858,71,92.4
DOC-HP-0658,LG-HP-0658,369,317,52,86.1
DOC-JH-0659,LG-JH-0659,740,701,39,94.9
DOC-KA-0660,LG-KA-0660,318,251,67,79.1
DOC-KL-0661,LG-KL-0661,322,213,109,66.4
DOC-MP-0662,LG-MP-0662,405,359,46,88.8
DOC-MH-0663,LG-MH-0663,478,291,187,61.1
DOC-MN-0664,LG-MN-0664,425,386,39,90.8
DOC-ML-0665,LG-ML-0665,1369,875,494,64.0
DOC-MZ-0666,LG-MZ-0666,105,57,48,54.4
DOC-NL-0667,LG-NL-0667,1950,1284,666,65.9
DOC-OD-0668,LG-OD-0668,612,306,306,50.0
DOC-PB-0669,LG-PB-0669,920,541,379,58.9
DOC-RJ-0670,LG-RJ-0670,381,261,120,68.6
DOC-SK-0671,LG-SK-0671,1551,1234,317,79.6
DOC-TN-0672,LG-TN-0672,307,303,4,98.9
DOC-TS-0673,LG-TS-0673,1257,1167,90,92.9
DOC-TR-0674,LG-TR-0674,103,86,17,83.9
DOC-UP-0675,LG-UP-0675,1419,778,641,54.9
DOC-UK-0676,LG-UK-0676,1677,1676,1,100.0
DOC-WB-0677,LG-WB-0677,665,519,146,78.2
DOC-AN-0678,LG-AN-0678,1282,1014,268,79.1
DOC-CH-0679,LG-CH-0679,2225,1874,351,84.2
DOC-DH-0680,LG-DH-0680,388,324,64,83.6
DOC-DL-0681,LG-DL-0681,572,410,162,71.8
DOC-JK-0682,LG-JK-0682,249,216,33,87.1
DOC-LA-0683,LG-LA-0683,1345,1076,269,80.1
DOC-LD-0684,LG-LD-0684,233,175,58,75.3
DOC-PY-0685,LG-PY-0685,802,785,17,98.0
DOC-AP-0686,LG-AP-0686,132,86,46,65.2
DOC-AR-0687,LG-AR-0687,1984,1671,313,84.3
DOC-AS-0688,LG-AS-0688,1484,1075,409,72.5
DOC-BR-0689,LG-BR-0689,643,616,27,95.8
DOC-CG-0690,LG-CG-0690,493,405,88,82.4
DOC-GA-0691,LG-GA-0691,1677,1597,80,95.2
DOC-GJ-0692,LG-GJ-0692,1143,887,256,77.7
DOC-HR-0693,LG-HR-0693,232,168,64,72.6
DOC-HP-0694,LG-HP-0694,646,563,83,87.3
DOC-JH-0695,LG-JH-0695,536,336,200,62.8
DOC-KA-0696,LG-KA-0696,174,104,70,60.3
DOC-KL-0697,LG-KL-0697,880,666,214,75.8
DOC-MP-0698,LG-MP-0698,947,858,89,90.6
DOC-MH-0699,LG-MH-0699,1475,1061,414,72.0
DOC-MN-0700,LG-MN-0700,206,161,45,78.6
DOC-ML-0701,LG-ML-0701,153,141,12,92.6
DOC-MZ-0702,LG-MZ-0702,1132,935,197,82.7
DOC-NL-0703,LG-NL-0703,763,610,153,80.0
DOC-OD-0704,LG-OD-0704,80,56,24,70.5
DOC-PB-0705,LG-PB-0705,1441,1208,233,83.9
DOC-RJ-0706,LG-RJ-0706,143,96,47,67.4
DOC-SK-0707,LG-SK-0707,273,255,18,93.7
DOC-TN-0708,LG-TN-0708,674,516,158,76.6
DOC-TS-0709,LG-TS-0709,2114,2025,89,95.8
DOC-TR-0710,LG-TR-0710,160,140,20,88.0
DOC-UP-0711,LG-UP-0711,674,602,72,89.4
DOC-UK-0712,LG-UK-0712,788,495,293,62.8
DOC-WB-0713,LG-WB-0713,787,770,17,97.9
DOC-AN-0714,LG-AN-0714,1662,1472,190,88.6
DOC-CH-0715,LG-CH-0715,314,130,184,41.5
DOC-DH-0716,LG-DH-0716,570,344,226,60.5
DOC-DL-0717,LG-DL-0717,639,561,78,87.9
DOC-JK-0718,LG-JK-0718,1448,1136,312,78.5
DOC-LA-0719,LG-LA-0719,1253,1119,134,89.3
DOC-LD-0720,LG-LD-0720,983,916,67,93.3
DOC-PY-0721,LG-PY-0721,107,90,17,84.5
DOC-AP-0722,LG-AP-0722,293,258,35,88.4
DOC-AR-0723,LG-AR-0723,1521,1243,278,81.8
DOC-AS-0724,LG-AS-0724,587,458,129,78.1
DOC-BR-0725,LG-BR-0725,1597,1277,320,80.0
DOC-CG-0726,LG-CG-0726,1234,560,674,45.4
DOC-GA-0727,LG-GA-0727,1268,1158,110,91.3
DOC-GJ-0728,LG-GJ-0728,1374,1058,316,77.0
DOC-HR-0729,LG-HR-0729,1666,1402,264,84.2
DOC-HP-0730,LG-HP-0730,327,294,33,89.9
DOC-JH-0731,LG-JH-0731,1912,1772,140,92.7
DOC-KA-0732,LG-KA-0732,769,712,57,92.6
DOC-KL-0733,LG-KL-0733,1154,726,428,63.0
DOC-MP-0734,LG-MP-0734,1745,719,1026,41.2
DOC-MH-0735,LG-MH-0735,619,554,65,89.5
DOC-MN-0736,LG-MN-0736,2874,2578,296,89.7
DOC-ML-0737,LG-ML-0737,258,167,91,65.0
DOC-MZ-0738,LG-MZ-0738,982,907,75,92.4
DOC-NL-0739,LG-NL-0739,170,165,5,97.6
DOC-OD-0740,LG-OD-0740,1740,1607,133,92.4
DOC-PB-0741,LG-PB-0741,778,564,214,72.6
DOC-RJ-0742,LG-RJ-0742,1236,778,458,63.0
DOC-SK-0743,LG-SK-0743,313,260,53,83.3
DOC-TN-0744,LG-TN-0744,1708,1173,535,68.7
DOC-TS-0745,LG-TS-0745,1333,797,536,59.8
DOC-TR-0746,LG-TR-0746,773,472,301,61.1
DOC-UP-0747,LG-UP-0747,908,779,129,85.8
DOC-UK-0748,LG-UK-0748,245,218,27,89.1
DOC-WB-0749,LG-WB-0749,1650,1481,169,89.8
DOC-AN-0750,LG-AN-0750,217,208,9,96.1
DOC-CH-0751,LG-CH-0751,178,120,58,67.5
DOC-DH-0752,LG-DH-0752,856,727,129,85.0
DOC-DL-0753,LG-DL-0753,347,213,134,61.6
DOC-JK-0754,LG-JK-0754,395,300,95,76.2
DOC-LA-0755,LG-LA-0755,360,301,59,83.8
DOC-LD-0756,LG-LD-0756,500,293,207,58.7
DOC-PY-0757,LG-PY-0757,905,628,277,69.5
DOC-AP-0758,LG-AP-0758,1865,1498,367,80.3
DOC-AR-0759,LG-AR-0759,421,415,6,98.7
DOC-AS-0760,LG-AS-0760,745,651,94,87.5
DOC-BR-0761,LG-BR-0761,171,166,5,97.5
DOC-CG-0762,LG-CG-0762,366,347,19,94.9
DOC-GA-0763,LG-GA-0763,803,640,163,79.7
DOC-GJ-0764,LG-GJ-0764,198,196,2,99.5
DOC-HR-0765,LG-HR-0765,1370,1294,76,94.5
DOC-HP-0766,LG-HP-0766,843,522,321,62.0
DOC-JH-0767,LG-JH-0767,2022,1932,90,95.6
DOC-KA-0768,LG-KA-0768,459,424,35,92.5
DOC-KL-0769,LG-KL-0769,944,754,190,80.0
DOC-MP-0770,LG-MP-0770,797,789,8,99.1
DOC-MH-0771,LG-MH-0771,219,201,18,91.8
DOC-MN-0772,LG-MN-0772,442,282,160,63.9
DOC-ML-0773,LG-ML-0773,575,534,41,93.0
DOC-MZ-0774,LG-MZ-0774,1033,903,130,87.5
DOC-NL-0775,LG-NL-0775,777,733,44,94.4
DOC-OD-0776,LG-OD-0776,1028,955,73,92.9
DOC-PB-0777,LG-PB-0777,362,257,105,71.1
DOC-RJ-0778,LG-RJ-0778,2027,1298,729,64.1
DOC-SK-0779,LG-SK-0779,1156,849,307,73.5
DOC-TN-0780,LG-TN-0780,115,102,13,89.5
DOC-TS-0781,LG-TS-0781,1155,774,381,67.1
DOC-TR-0782,LG-TR-0782,1142,1027,115,90.0
DOC-UP-0783,LG-UP-0783,2189,2174,15,99.3
DOC-UK-0784,LG-UK-0784,1051,794,257,75.6
DOC-WB-0785,LG-WB-0785,1065,1064,1,99.9
DOC-AN-0786,LG-AN-0786,382,204,178,53.6
DOC-CH-0787,LG-CH-0787,327,299,28,91.6
DOC-DH-0788,LG-DH-0788,728,572,156,78.6
DOC-DL-0789,LG-DL-0789,1011,917,94,90.8
DOC-JK-0790,LG-JK-0790,1028,922,106,89.7
DOC-LA-0791,LG-LA-0791,361,295,66,81.7
DOC-LD-0792,LG-LD-0792,889,554,335,62.4
DOC-PY-0793,LG-PY-0793,1010,727,283,72.0
DOC-AP-0794,LG-AP-0794,802,533,269,66.5
DOC-AR-0795,LG-AR-0795,1722,1636,86,95.1
DOC-AS-0796,LG-AS-0796,252,192,60,76.3
DOC-BR-0797,LG-BR-0797,999,862,137,86.3
DOC-CG-0798,LG-CG-0798,1390,1054,336,75.9
DOC-GA-0799,LG-GA-0799,1411,570,841,40.4
DOC-GJ-0800,LG-GJ-0800,1299,900,399,69.3
DOC-HR-0801,LG-HR-0801,393,314,79,79.9
DOC-HP-0802,LG-HP-0802,460,372,88,81.0
DOC-JH-0803,LG-JH-0803,999,926,73,92.7
DOC-KA-0804,LG-KA-0804,106,101,5,96.2
DOC-KL-0805,LG-KL-0805,2084,1835,249,88.1
DOC-MP-0806,LG-MP-0806,906,699,207,77.2
DOC-MH-0807,LG-MH-0807,299,220,79,73.6
DOC-MN-0808,LG-MN-0808,333,293,40,88.1
DOC-ML-0809,LG-ML-0809,835,578,257,69.2
DOC-MZ-0810,LG-MZ-0810,1270,880,390,69.3
DOC-NL-0811,LG-NL-0811,1921,1450,471,75.5
DOC-OD-0812,LG-OD-0812,1068,805,263,75.5
DOC-PB-0813,LG-PB-0813,190,116,74,61.5
DOC-RJ-0814,LG-RJ-0814,1271,962,309,75.7
DOC-SK-0815,LG-SK-0815,895,695,200,77.7
DOC-TN-0816,LG-TN-0816,130,93,37,72.3
DOC-TS-0817,LG-TS-0817,316,261,55,82.7
DOC-TR-0818,LG-TR-0818,1156,1077,79,93.2
DOC-UP-0819,LG-UP-0819,1233,1087,146,88.2
DOC-UK-0820,LG-UK-0820,193,149,44,77.3
DOC-WB-0821,LG-WB-0821,1213,955,258,78.7
DOC-AN-0822,LG-AN-0822,969,761,208,78.6
DOC-CH-0823,LG-CH-0823,2196,1378,818,62.8
DOC-DH-0824,LG-DH-0824,1068,983,85,92.1
DOC-DL-0825,LG-DL-0825,2000,1871,129,93.6
DOC-JK-0826,LG-JK-0826,1062,900,162,84.8
DOC-LA-0827,LG-LA-0827,907,788,119,87.0
DOC-LD-0828,LG-LD-0828,1140,836,304,73.3
DOC-PY-0829,LG-PY-0829,388,308,80,79.5
DOC-AP-0830,LG-AP-0830,292,212,80,72.9
DOC-AR-0831,LG-AR-0831,1603,1394,209,87.0
DOC-AS-0832,LG-AS-0832,1034,857,177,82.9
DOC-BR-0833,LG-BR-0833,208,195,13,94.0
DOC-CG-0834,LG-CG-0834,316,229,87,72.6
DOC-GA-0835,LG-GA-0835,1072,822,250,76.7
DOC-GJ-0836,LG-GJ-0836,244,193,51,79.4
DOC-HR-0837,LG-HR-0837,1246,836,410,67.1
DOC-HP-0838,LG-HP-0838,448,282,166,63.1
DOC-JH-0839,LG-JH-0839,366,318,48,87.1
DOC-KA-0840,LG-KA-0840,784,544,240,69.4
DOC-KL-0841,LG-KL-0841,451,291,160,64.5
DOC-MP-0842,LG-MP-0842,1307,1025,282,78.4
DOC-MH-0843,LG-MH-0843,213,174,39,81.8
DOC-MN-0844,LG-MN-0844,1892,1569,323,82.9
DOC-ML-0845,LG-ML-0845,113,97,16,86.1
DOC-MZ-0846,LG-MZ-0846,566,354,212,62.6
DOC-NL-0847,LG-NL-0847,361,341,20,94.6
DOC-OD-0848,LG-OD-0848,3051,2336,715,76.6
DOC-PB-0849,LG-PB-0849,332,158,174,47.8
DOC-RJ-0850,LG-RJ-0850,313,303,10,96.9
DOC-SK-0851,LG-SK-0851,262,221,41,84.7
DOC-TN-0852,LG-TN-0852,405,350,55,86.6
DOC-TS-0853,LG-TS-0853,213,193,20,90.7
DOC-TR-0854,LG-TR-0854,1117,1082,35,96.9
DOC-UP-0855,LG-UP-0855,819,659,160,80.6
DOC-UK-0856,LG-UK-0856,234,205,29,87.8
DOC-WB-0857,LG-WB-0857,974,653,321,67.1
DOC-AN-0858,LG-AN-0858,740,706,34,95.5
DOC-CH-0859,LG-CH-0859,2077,2062,15,99.3
DOC-DH-0860,LG-DH-0860,1526,1062,464,69.6
DOC-DL-0861,LG-DL-0861,1046,994,52,95.1
DOC-JK-0862,LG-JK-0862,984,906,78,92.1
DOC-LA-0863,LG-LA-0863,638,503,135,79.0
DOC-LD-0864,LG-LD-0864,680,408,272,60.0
DOC-PY-0865,LG-PY-0865,1770,1403,367,79.3
DOC-AP-0866,LG-AP-0866,2347,2111,236,90.0
DOC-AR-0867,LG-AR-0867,1334,1297,37,97.3
DOC-AS-0868,LG-AS-0868,669,527,142,78.9
DOC-BR-0869,LG-BR-0869,641,516,125,80.6
DOC-CG-0870,LG-CG-0870,1388,1072,316,77.2
DOC-GA-0871,LG-GA-0871,335,271,64,80.9
DOC-GJ-0872,LG-GJ-0872,585,475,110,81.2
DOC-HR-0873,LG-HR-0873,641,441,200,68.9
DOC-HP-0874,LG-HP-0874,1307,1301,6,99.6
DOC-JH-0875,LG-JH-0875,776,521,255,67.2
DOC-KA-0876,LG-KA-0876,1146,846,300,73.9
DOC-KL-0877,LG-KL-0877,1149,497,652,43.3
DOC-MP-0878,LG-MP-0878,750,686,64,91.6
DOC-MH-0879,LG-MH-0879,723,670,53,92.7
DOC-MN-0880,LG-MN-0880,725,512,213,70.6
DOC-ML-0881,LG-ML-0881,316,193,123,61.2
DOC-MZ-0882,LG-MZ-0882,1661,1287,374,77.5
DOC-NL-0883,LG-NL-0883,1000,924,76,92.5
DOC-OD-0884,LG-OD-0884,758,607,151,80.2
DOC-PB-0885,LG-PB-0885,424,271,153,64.0
DOC-RJ-0886,LG-RJ-0886,2211,1711,500,77.4
DOC-SK-0887,LG-SK-0887,527,407,120,77.3
DOC-TN-0888,LG-TN-0888,1562,1318,244,84.4
DOC-TS-0889,LG-TS-0889,221,207,14,93.9
DOC-TR-0890,LG-TR-0890,599,460,139,76.9
DOC-UP-0891,LG-UP-0891,442,418,24,94.7
DOC-UK-0892,LG-UK-0892,664,523,141,78.9
DOC-WB-0893,LG-WB-0893,491,222,269,45.2
DOC-AN-0894,LG-AN-0894,411,263,148,64.2
DOC-CH-0895,LG-CH-0895,1069,1032,37,96.6
DOC-DH-0896,LG-DH-0896,448,400,48,89.3
DOC-DL-0897,LG-DL-0897,851,666,185,78.4
DOC-JK-0898,LG-JK-0898,342,331,11,97.0
DOC-LA-0899,LG-LA-0899,378,361,17,95.7
DOC-LD-0900,LG-LD-0900,319,256,63,80.5
DOC-PY-0901,LG-PY-0901,1589,1461,128,92.0
DOC-AP-0902,LG-AP-0902,763,716,47,93.9
DOC-AR-0903,LG-AR-0903,1877,1427,450,76.1
DOC-AS-0904,LG-AS-0904,410,373,37,91.2
DOC-BR-0905,LG-BR-0905,2914,2427,487,83.3
DOC-CG-0906,LG-CG-0906,665,558,107,84.1
DOC-GA-0907,LG-GA-0907,2523,1735,788,68.8
DOC-GJ-0908,LG-GJ-0908,611,512,99,83.9
DOC-HR-0909,LG-HR-0909,546,247,299,45.4
DOC-HP-0910,LG-HP-0910,1632,1316,316,80.7
DOC-JH-0911,LG-JH-0911,1688,1360,328,80.6
DOC-KA-0912,LG-KA-0912,615,428,187,69.7
DOC-KL-0913,LG-KL-0913,1258,1140,118,90.7
DOC-MP-0914,LG-MP-0914,70,51,19,74.0
DOC-MH-0915,LG-MH-0915,1022,547,475,53.6
DOC-MN-0916,LG-MN-0916,140,109,31,77.9
DOC-ML-0917,LG-ML-0917,170,135,35,80.0
DOC-MZ-0918,LG-MZ-0918,1445,1337,108,92.6
DOC-NL-0919,LG-NL-0919,144,116,28,81.1
DOC-OD-0920,LG-OD-0920,412,287,125,69.7
DOC-PB-0921,LG-PB-0921,698,549,149,78.8
DOC-RJ-0922,LG-RJ-0922,826,677,149,82.0
DOC-SK-0923,LG-SK-0923,2304,1661,643,72.1
DOC-TN-0924,LG-TN-0924,325,240,85,74.0
DOC-TS-0925,LG-TS-0925,1490,835,655,56.1
DOC-TR-0926,LG-TR-0926,2263,1724,539,76.2
DOC-UP-0927,LG-UP-0927,1030,819,211,79.5
DOC-UK-0928,LG-UK-0928,619,471,148,76.1
DOC-WB-0929,LG-WB-0929,157,154,3,98.7
DOC-AN-0930,LG-AN-0930,2321,2019,302,87.0
DOC-CH-0931,LG-CH-0931,1053,801,252,76.1
DOC-DH-0932,LG-DH-0932,1400,1079,321,77.1
DOC-DL-0933,LG-DL-0933,628,602,26,95.9
DOC-JK-0934,LG-JK-0934,384,301,83,78.4
DOC-LA-0935,LG-LA-0935,2135,1513,622,70.9
