history_id,project_id,prediction_date,delay_probability,risk_score,risk_category,expected_delay_days,highest_risk_stage,model_version
HIS-BR-0257,LG-BR-0257,2024-02-01,0.57,57.0,MEDIUM,18,Land Identification,v1.0.0
HIS-CG-0258,LG-CG-0258,2024-02-01,0.29,29.0,LOW,0,Possession,v1.0.0
HIS-GA-0259,LG-GA-0259,2024-02-01,0.67,67.0,HIGH,141,Compensation,v1.0.0
HIS-GJ-0260,LG-GJ-0260,2024-02-01,0.83,83.0,CRITICAL,311,Survey,v1.0.0
HIS-HR-0261,LG-HR-0261,2024-02-01,0.66,66.0,HIGH,250,Legal Resolution,v1.0.0
HIS-HP-0262,LG-HP-0262,2024-02-01,0.4,40.0,MEDIUM,45,Documentation,v1.0.0
HIS-JH-0263,LG-JH-0263,2024-02-01,0.51,51.0,MEDIUM,18,Compensation,v1.0.0
HIS-KA-0264,LG-KA-0264,2024-02-01,0.07,7.0,LOW,12,Land Identification,v1.0.0
HIS-KL-0265,LG-KL-0265,2024-02-01,0.42,42.0,MEDIUM,93,Land Identification,v1.0.0
HIS-MP-0266,LG-MP-0266,2024-02-01,0.23,23.0,LOW,2,Survey,v1.0.0
HIS-MH-0267,LG-MH-0267,2024-02-01,0.5,50.0,MEDIUM,47,Compensation,v1.0.0
HIS-MN-0268,LG-MN-0268,2024-02-01,0.66,66.0,HIGH,223,Compensation,v1.0.0
HIS-ML-0269,LG-ML-0269,2024-02-01,0.78,78.0,HIGH,136,Notification,v1.0.0
HIS-MZ-0270,LG-MZ-0270,2024-02-01,0.65,65.0,HIGH,228,Notification,v1.0.0
HIS-NL-0271,LG-NL-0271,2024-02-01,0.66,66.0,HIGH,181,Approval,v1.0.0
HIS-OD-0272,LG-OD-0272,2024-02-01,0.27,27.0,LOW,10,Notification,v1.0.0
HIS-PB-0273,LG-PB-0273,2024-02-01,0.21,21.0,LOW,1,Notification,v1.0.0
HIS-RJ-0274,LG-RJ-0274,2024-02-01,0.65,65.0,HIGH,192,Documentation,v1.0.0
HIS-SK-0275,LG-SK-0275,2024-02-01,0.09,9.0,LOW,11,Survey,v1.0.0
HIS-TN-0276,LG-TN-0276,2024-02-01,0.64,64.0,HIGH,227,Notification,v1.0.0
HIS-TS-0277,LG-TS-0277,2024-02-01,0.78,78.0,HIGH,240,Final Handover,v1.0.0
HIS-TR-0278,LG-TR-0278,2024-02-01,0.89,89.0,CRITICAL,315,R&R,v1.0.0
HIS-UP-0279,LG-UP-0279,2024-02-01,0.74,74.0,HIGH,161,Documentation,v1.0.0
HIS-UK-0280,LG-UK-0280,2024-02-01,0.18,18.0,LOW,0,Approval,v1.0.0
HIS-WB-0281,LG-WB-0281,2024-02-01,0.13,13.0,LOW,0,Survey,v1.0.0
HIS-AN-0282,LG-AN-0282,2024-02-01,0.88,88.0,CRITICAL,333,Survey,v1.0.0
HIS-CH-0283,LG-CH-0283,2024-02-01,0.2,20.0,LOW,11,Objection/Hearing,v1.0.0
HIS-DH-0284,LG-DH-0284,2024-02-01,0.34,34.0,MEDIUM,16,Survey,v1.0.0
HIS-DL-0285,LG-DL-0285,2024-02-01,0.14,14.0,LOW,8,Documentation,v1.0.0
HIS-JK-0286,LG-JK-0286,2024-02-01,0.76,76.0,HIGH,221,Legal Resolution,v1.0.0
HIS-LA-0287,LG-LA-0287,2024-02-01,0.29,29.0,LOW,14,Final Handover,v1.0.0
HIS-LD-0288,LG-LD-0288,2024-02-01,0.75,75.0,HIGH,179,Compensation,v1.0.0
HIS-PY-0289,LG-PY-0289,2024-02-01,0.28,28.0,LOW,10,Compensation,v1.0.0
HIS-AP-0290,LG-AP-0290,2024-02-01,0.65,65.0,HIGH,197,Notification,v1.0.0
HIS-AR-0291,LG-AR-0291,2024-02-01,0.54,54.0,MEDIUM,14,R&R,v1.0.0
HIS-AS-0292,LG-AS-0292,2024-02-01,0.77,77.0,HIGH,182,R&R,v1.0.0
HIS-BR-0293,LG-BR-0293,2024-02-01,0.75,75.0,HIGH,122,Approval,v1.0.0
HIS-CG-0294,LG-CG-0294,2024-02-01,0.96,96.0,CRITICAL,410,Land Identification,v1.0.0
HIS-GA-0295,LG-GA-0295,2024-02-01,0.07,7.0,LOW,6,Notification,v1.0.0
HIS-GJ-0296,LG-GJ-0296,2024-02-01,0.16,16.0,LOW,0,Land Identification,v1.0.0
HIS-HR-0297,LG-HR-0297,2024-02-01,0.16,16.0,LOW,6,Objection/Hearing,v1.0.0
HIS-HP-0298,LG-HP-0298,2024-02-01,0.48,48.0,MEDIUM,35,Legal Resolution,v1.0.0
HIS-JH-0299,LG-JH-0299,2024-02-01,0.43,43.0,MEDIUM,1,Documentation,v1.0.0
HIS-KA-0300,LG-KA-0300,2024-02-01,0.73,73.0,HIGH,191,Objection/Hearing,v1.0.0
HIS-KL-0301,LG-KL-0301,2024-02-01,0.91,91.0,CRITICAL,455,R&R,v1.0.0
HIS-MP-0302,LG-MP-0302,2024-02-01,0.68,68.0,HIGH,196,Documentation,v1.0.0
HIS-MH-0303,LG-MH-0303,2024-02-01,0.9,90.0,CRITICAL,387,R&R,v1.0.0
HIS-MN-0304,LG-MN-0304,2024-02-01,0.98,98.0,CRITICAL,584,Objection/Hearing,v1.0.0
HIS-ML-0305,LG-ML-0305,2024-02-01,0.39,39.0,MEDIUM,101,Possession,v1.0.0
HIS-MZ-0306,LG-MZ-0306,2024-02-01,0.62,62.0,HIGH,257,Land Identification,v1.0.0
HIS-NL-0307,LG-NL-0307,2024-02-01,0.62,62.0,HIGH,212,Land Identification,v1.0.0
HIS-OD-0308,LG-OD-0308,2024-02-01,0.1,10.0,LOW,8,Possession,v1.0.0
HIS-PB-0309,LG-PB-0309,2024-02-01,0.41,41.0,MEDIUM,44,Legal Resolution,v1.0.0
HIS-RJ-0310,LG-RJ-0310,2024-02-01,0.76,76.0,HIGH,253,Land Identification,v1.0.0
HIS-SK-0311,LG-SK-0311,2024-02-01,0.56,56.0,MEDIUM,49,Legal Resolution,v1.0.0
HIS-TN-0312,LG-TN-0312,2024-02-01,0.14,14.0,LOW,8,Possession,v1.0.0
HIS-TS-0313,LG-TS-0313,2024-02-01,0.37,37.0,MEDIUM,64,Notification,v1.0.0
HIS-TR-0314,LG-TR-0314,2024-02-01,0.17,17.0,LOW,7,Objection/Hearing,v1.0.0
HIS-UP-0315,LG-UP-0315,2024-02-01,0.52,52.0,MEDIUM,8,Objection/Hearing,v1.0.0
HIS-UK-0316,LG-UK-0316,2024-02-01,0.08,8.0,LOW,2,Notification,v1.0.0
HIS-WB-0317,LG-WB-0317,2024-02-01,0.23,23.0,LOW,6,Documentation,v1.0.0
HIS-AN-0318,LG-AN-0318,2024-02-01,0.4,40.0,MEDIUM,47,Legal Resolution,v1.0.0
HIS-CH-0319,LG-CH-0319,2024-02-01,0.4,40.0,MEDIUM,30,Legal Resolution,v1.0.0
HIS-DH-0320,LG-DH-0320,2024-02-01,0.12,12.0,LOW,9,Final Handover,v1.0.0
HIS-DL-0321,LG-DL-0321,2024-02-01,0.44,44.0,MEDIUM,14,Approval,v1.0.0
HIS-JK-0322,LG-JK-0322,2024-02-01,0.8,80.0,HIGH,220,Final Handover,v1.0.0
HIS-LA-0323,LG-LA-0323,2024-02-01,0.16,16.0,LOW,2,Possession,v1.0.0
HIS-LD-0324,LG-LD-0324,2024-02-01,0.65,65.0,HIGH,190,Approval,v1.0.0
HIS-PY-0325,LG-PY-0325,2024-02-01,0.68,68.0,HIGH,237,Legal Resolution,v1.0.0
HIS-AP-0326,LG-AP-0326,2024-02-01,0.85,85.0,CRITICAL,334,Legal Resolution,v1.0.0
HIS-AR-0327,LG-AR-0327,2024-02-01,0.89,89.0,CRITICAL,321,Survey,v1.0.0
HIS-AS-0328,LG-AS-0328,2024-02-01,0.15,15.0,LOW,3,Objection/Hearing,v1.0.0
HIS-BR-0329,LG-BR-0329,2024-02-01,0.67,67.0,HIGH,203,Land Identification,v1.0.0
HIS-CG-0330,LG-CG-0330,2024-02-01,0.24,24.0,LOW,9,Approval,v1.0.0
HIS-GA-0331,LG-GA-0331,2024-02-01,0.11,11.0,LOW,0,Final Handover,v1.0.0
HIS-GJ-0332,LG-GJ-0332,2024-02-01,0.94,94.0,CRITICAL,516,Land Identification,v1.0.0
HIS-HR-0333,LG-HR-0333,2024-02-01,0.63,63.0,HIGH,172,Approval,v1.0.0
HIS-HP-0334,LG-HP-0334,2024-02-01,0.24,24.0,LOW,13,Legal Resolution,v1.0.0
HIS-JH-0335,LG-JH-0335,2024-02-01,0.17,17.0,LOW,11,Possession,v1.0.0
HIS-KA-0336,LG-KA-0336,2024-02-01,0.66,66.0,HIGH,183,Compensation,v1.0.0
HIS-KL-0337,LG-KL-0337,2024-02-01,0.4,40.0,MEDIUM,108,Survey,v1.0.0
HIS-MP-0338,LG-MP-0338,2024-02-01,0.75,75.0,HIGH,193,Approval,v1.0.0
HIS-MH-0339,LG-MH-0339,2024-02-01,0.86,86.0,CRITICAL,313,Approval,v1.0.0
HIS-MN-0340,LG-MN-0340,2024-02-01,0.38,38.0,MEDIUM,124,Land Identification,v1.0.0
HIS-ML-0341,LG-ML-0341,2024-02-01,0.36,36.0,MEDIUM,104,Documentation,v1.0.0
HIS-MZ-0342,LG-MZ-0342,2024-02-01,0.89,89.0,CRITICAL,315,Compensation,v1.0.0
HIS-NL-0343,LG-NL-0343,2024-02-01,0.11,11.0,LOW,8,Final Handover,v1.0.0
HIS-OD-0344,LG-OD-0344,2024-02-01,0.41,41.0,MEDIUM,2,Final Handover,v1.0.0
HIS-PB-0345,LG-PB-0345,2024-02-01,0.64,64.0,HIGH,200,Objection/Hearing,v1.0.0
HIS-RJ-0346,LG-RJ-0346,2024-02-01,0.58,58.0,MEDIUM,1,Possession,v1.0.0
HIS-SK-0347,LG-SK-0347,2024-02-01,0.5,50.0,MEDIUM,78,Compensation,v1.0.0
HIS-TN-0348,LG-TN-0348,2024-02-01,0.92,92.0,CRITICAL,513,Documentation,v1.0.0
HIS-TS-0349,LG-TS-0349,2024-02-01,0.08,8.0,LOW,3,Final Handover,v1.0.0
HIS-TR-0350,LG-TR-0350,2024-02-01,0.55,55.0,MEDIUM,16,Documentation,v1.0.0
HIS-UP-0351,LG-UP-0351,2024-02-01,0.8,80.0,HIGH,228,Possession,v1.0.0
HIS-UK-0352,LG-UK-0352,2024-02-01,0.47,47.0,MEDIUM,19,Objection/Hearing,v1.0.0
HIS-WB-0353,LG-WB-0353,2024-02-01,0.92,92.0,CRITICAL,538,Final Handover,v1.0.0
HIS-AN-0354,LG-AN-0354,2024-02-01,0.59,59.0,MEDIUM,12,Survey,v1.0.0
HIS-CH-0355,LG-CH-0355,2024-02-01,0.42,42.0,MEDIUM,4,Land Identification,v1.0.0
HIS-DH-0356,LG-DH-0356,2024-02-01,0.92,92.0,CRITICAL,296,Compensation,v1.0.0
HIS-DL-0357,LG-DL-0357,2024-02-01,0.46,46.0,MEDIUM,109,Legal Resolution,v1.0.0
HIS-JK-0358,LG-JK-0358,2024-02-01,0.4,40.0,MEDIUM,81,Compensation,v1.0.0
HIS-LA-0359,LG-LA-0359,2024-02-01,0.1,10.0,LOW,15,Legal Resolution,v1.0.0
HIS-LD-0360,LG-LD-0360,2024-02-01,0.08,8.0,LOW,6,R&R,v1.0.0
HIS-PY-0361,LG-PY-0361,2024-02-01,0.79,79.0,HIGH,148,Legal Resolution,v1.0.0
HIS-AP-0362,LG-AP-0362,2024-02-01,0.3,30.0,LOW,8,Notification,v1.0.0
HIS-AR-0363,LG-AR-0363,2024-02-01,0.4,40.0,MEDIUM,87,Survey,v1.0.0
HIS-AS-0364,LG-AS-0364,2024-02-01,0.16,16.0,LOW,3,Objection/Hearing,v1.0.0
HIS-BR-0365,LG-BR-0365,2024-02-01,0.06,6.0,LOW,3,Possession,v1.0.0
HIS-CG-0366,LG-CG-0366,2024-02-01,0.91,91.0,CRITICAL,335,Notification,v1.0.0
HIS-GA-0367,LG-GA-0367,2024-02-01,0.52,52.0,MEDIUM,84,R&R,v1.0.0
HIS-GJ-0368,LG-GJ-0368,2024-02-01,0.21,21.0,LOW,11,Notification,v1.0.0
HIS-HR-0369,LG-HR-0369,2024-02-01,0.27,27.0,LOW,8,Notification,v1.0.0
HIS-HP-0370,LG-HP-0370,2024-02-01,0.36,36.0,MEDIUM,9,Legal Resolution,v1.0.0
HIS-JH-0371,LG-JH-0371,2024-02-01,0.47,47.0,MEDIUM,3,Possession,v1.0.0
HIS-KA-0372,LG-KA-0372,2024-02-01,0.28,28.0,LOW,0,Final Handover,v1.0.0
HIS-KL-0373,LG-KL-0373,2024-02-01,0.2,20.0,LOW,10,Notification,v1.0.0
HIS-MP-0374,LG-MP-0374,2024-02-01,0.79,79.0,HIGH,229,Land Identification,v1.0.0
HIS-MH-0375,LG-MH-0375,2024-02-01,0.63,63.0,HIGH,218,Objection/Hearing,v1.0.0
HIS-MN-0376,LG-MN-0376,2024-02-01,0.65,65.0,HIGH,182,Objection/Hearing,v1.0.0
HIS-ML-0377,LG-ML-0377,2024-02-01,0.17,17.0,LOW,5,Possession,v1.0.0
HIS-MZ-0378,LG-MZ-0378,2024-02-01,0.23,23.0,LOW,9,Documentation,v1.0.0
HIS-NL-0379,LG-NL-0379,2024-02-01,0.65,65.0,HIGH,228,R&R,v1.0.0
HIS-OD-0380,LG-OD-0380,2024-02-01,0.4,40.0,MEDIUM,1,Notification,v1.0.0
HIS-PB-0381,LG-PB-0381,2024-02-01,0.57,57.0,MEDIUM,30,R&R,v1.0.0
HIS-RJ-0382,LG-RJ-0382,2024-02-01,0.76,76.0,HIGH,144,Compensation,v1.0.0
HIS-SK-0383,LG-SK-0383,2024-02-01,0.87,87.0,CRITICAL,270,Legal Resolution,v1.0.0
HIS-TN-0384,LG-TN-0384,2024-02-01,0.42,42.0,MEDIUM,7,Final Handover,v1.0.0
HIS-TS-0385,LG-TS-0385,2024-02-01,0.36,36.0,MEDIUM,17,Compensation,v1.0.0
HIS-TR-0386,LG-TR-0386,2024-02-01,0.67,67.0,HIGH,140,Land Identification,v1.0.0
HIS-UP-0387,LG-UP-0387,2024-02-01,0.49,49.0,MEDIUM,18,Legal Resolution,v1.0.0
HIS-UK-0388,LG-UK-0388,2024-02-01,0.41,41.0,MEDIUM,47,Legal Resolution,v1.0.0
HIS-WB-0389,LG-WB-0389,2024-02-01,0.56,56.0,MEDIUM,56,R&R,v1.0.0
HIS-AN-0390,LG-AN-0390,2024-02-01,0.19,19.0,LOW,14,Possession,v1.0.0
HIS-CH-0391,LG-CH-0391,2024-02-01,0.55,55.0,MEDIUM,11,Final Handover,v1.0.0
HIS-DH-0392,LG-DH-0392,2024-02-01,0.83,83.0,CRITICAL,508,Compensation,v1.0.0
HIS-DL-0393,LG-DL-0393,2024-02-01,0.5,50.0,MEDIUM,7,Documentation,v1.0.0
HIS-JK-0394,LG-JK-0394,2024-02-01,0.77,77.0,HIGH,246,Final Handover,v1.0.0
HIS-LA-0395,LG-LA-0395,2024-02-01,0.17,17.0,LOW,11,Documentation,v1.0.0
HIS-LD-0396,LG-LD-0396,2024-02-01,0.54,54.0,MEDIUM,115,Approval,v1.0.0
HIS-PY-0397,LG-PY-0397,2024-02-01,0.55,55.0,MEDIUM,100,Approval,v1.0.0
HIS-AP-0398,LG-AP-0398,2024-02-01,0.23,23.0,LOW,0,Documentation,v1.0.0
HIS-AR-0399,LG-AR-0399,2024-02-01,0.6,60.0,MEDIUM,25,Final Handover,v1.0.0
HIS-AS-0400,LG-AS-0400,2024-02-01,0.17,17.0,LOW,2,Legal Resolution,v1.0.0
HIS-BR-0401,LG-BR-0401,2024-02-01,0.64,64.0,HIGH,177,Final Handover,v1.0.0
HIS-CG-0402,LG-CG-0402,2024-02-01,0.74,74.0,HIGH,234,Compensation,v1.0.0
HIS-GA-0403,LG-GA-0403,2024-02-01,0.34,34.0,MEDIUM,15,Approval,v1.0.0
HIS-GJ-0404,LG-GJ-0404,2024-02-01,0.78,78.0,HIGH,238,R&R,v1.0.0
HIS-HR-0405,LG-HR-0405,2024-02-01,0.36,36.0,MEDIUM,9,Documentation,v1.0.0
HIS-HP-0406,LG-HP-0406,2024-02-01,0.23,23.0,LOW,7,Notification,v1.0.0
HIS-JH-0407,LG-JH-0407,2024-02-01,0.16,16.0,LOW,15,Notification,v1.0.0
HIS-KA-0408,LG-KA-0408,2024-02-01,0.7,70.0,HIGH,235,Land Identification,v1.0.0
HIS-KL-0409,LG-KL-0409,2024-02-01,0.78,78.0,HIGH,169,Compensation,v1.0.0
HIS-MP-0410,LG-MP-0410,2024-02-01,0.12,12.0,LOW,11,Notification,v1.0.0
HIS-MH-0411,LG-MH-0411,2024-02-01,0.11,11.0,LOW,1,Land Identification,v1.0.0
HIS-MN-0412,LG-MN-0412,2024-02-01,0.38,38.0,MEDIUM,6,Final Handover,v1.0.0
HIS-ML-0413,LG-ML-0413,2024-02-01,0.83,83.0,CRITICAL,465,Objection/Hearing,v1.0.0
HIS-MZ-0414,LG-MZ-0414,2024-02-01,0.63,63.0,HIGH,135,R&R,v1.0.0
HIS-NL-0415,LG-NL-0415,2024-02-01,0.69,69.0,HIGH,249,Legal Resolution,v1.0.0
HIS-OD-0416,LG-OD-0416,2024-02-01,0.74,74.0,HIGH,214,Documentation,v1.0.0
HIS-PB-0417,LG-PB-0417,2024-02-01,0.56,56.0,MEDIUM,84,Final Handover,v1.0.0
HIS-RJ-0418,LG-RJ-0418,2024-02-01,0.76,76.0,HIGH,249,Documentation,v1.0.0
HIS-SK-0419,LG-SK-0419,2024-02-01,0.97,97.0,CRITICAL,465,Survey,v1.0.0
HIS-TN-0420,LG-TN-0420,2024-02-01,0.32,32.0,MEDIUM,18,Final Handover,v1.0.0
HIS-TS-0421,LG-TS-0421,2024-02-01,0.69,69.0,HIGH,232,Legal Resolution,v1.0.0
HIS-TR-0422,LG-TR-0422,2024-02-01,0.33,33.0,MEDIUM,99,Notification,v1.0.0
HIS-UP-0423,LG-UP-0423,2024-02-01,0.91,91.0,CRITICAL,463,Objection/Hearing,v1.0.0
HIS-UK-0424,LG-UK-0424,2024-02-01,0.89,89.0,CRITICAL,532,Approval,v1.0.0
HIS-WB-0425,LG-WB-0425,2024-02-01,0.3,30.0,LOW,1,Compensation,v1.0.0
HIS-AN-0426,LG-AN-0426,2024-02-01,0.75,75.0,HIGH,233,Compensation,v1.0.0
HIS-CH-0427,LG-CH-0427,2024-02-01,0.98,98.0,CRITICAL,268,Survey,v1.0.0
HIS-DH-0428,LG-DH-0428,2024-02-01,0.71,71.0,HIGH,128,Legal Resolution,v1.0.0
HIS-DL-0429,LG-DL-0429,2024-02-01,0.45,45.0,MEDIUM,12,Land Identification,v1.0.0
HIS-JK-0430,LG-JK-0430,2024-02-01,0.7,70.0,HIGH,233,Final Handover,v1.0.0
HIS-LA-0431,LG-LA-0431,2024-02-01,0.5,50.0,MEDIUM,3,Objection/Hearing,v1.0.0
HIS-LD-0432,LG-LD-0432,2024-02-01,0.26,26.0,LOW,11,Land Identification,v1.0.0
HIS-PY-0433,LG-PY-0433,2024-02-01,0.18,18.0,LOW,10,Notification,v1.0.0
HIS-AP-0434,LG-AP-0434,2024-02-01,0.55,55.0,MEDIUM,44,Possession,v1.0.0
HIS-AR-0435,LG-AR-0435,2024-02-01,0.51,51.0,MEDIUM,13,Survey,v1.0.0
HIS-AS-0436,LG-AS-0436,2024-02-01,0.06,6.0,LOW,13,Land Identification,v1.0.0
HIS-BR-0437,LG-BR-0437,2024-02-01,0.45,45.0,MEDIUM,116,Objection/Hearing,v1.0.0
HIS-CG-0438,LG-CG-0438,2024-02-01,0.42,42.0,MEDIUM,61,Legal Resolution,v1.0.0
HIS-GA-0439,LG-GA-0439,2024-02-01,0.28,28.0,LOW,3,Survey,v1.0.0
HIS-GJ-0440,LG-GJ-0440,2024-02-01,0.66,66.0,HIGH,246,Possession,v1.0.0
HIS-HR-0441,LG-HR-0441,2024-02-01,0.66,66.0,HIGH,122,Final Handover,v1.0.0
HIS-HP-0442,LG-HP-0442,2024-02-01,0.46,46.0,MEDIUM,81,Approval,v1.0.0
HIS-JH-0443,LG-JH-0443,2024-02-01,0.94,94.0,CRITICAL,315,Notification,v1.0.0
HIS-KA-0444,LG-KA-0444,2024-02-01,0.56,56.0,MEDIUM,18,Legal Resolution,v1.0.0
HIS-KL-0445,LG-KL-0445,2024-02-01,0.67,67.0,HIGH,178,Objection/Hearing,v1.0.0
HIS-MP-0446,LG-MP-0446,2024-02-01,0.21,21.0,LOW,12,Land Identification,v1.0.0
HIS-MH-0447,LG-MH-0447,2024-02-01,0.1,10.0,LOW,14,Possession,v1.0.0
HIS-MN-0448,LG-MN-0448,2024-02-01,0.89,89.0,CRITICAL,439,Legal Resolution,v1.0.0
HIS-ML-0449,LG-ML-0449,2024-02-01,0.51,51.0,MEDIUM,10,Possession,v1.0.0
HIS-MZ-0450,LG-MZ-0450,2024-02-01,0.96,96.0,CRITICAL,474,R&R,v1.0.0
HIS-NL-0451,LG-NL-0451,2024-02-01,0.44,44.0,MEDIUM,80,Final Handover,v1.0.0
HIS-OD-0452,LG-OD-0452,2024-02-01,0.14,14.0,LOW,7,Approval,v1.0.0
HIS-PB-0453,LG-PB-0453,2024-02-01,0.13,13.0,LOW,12,Final Handover,v1.0.0
HIS-RJ-0454,LG-RJ-0454,2024-02-01,0.45,45.0,MEDIUM,110,Land Identification,v1.0.0
HIS-SK-0455,LG-SK-0455,2024-02-01,0.47,47.0,MEDIUM,19,Final Handover,v1.0.0
HIS-TN-0456,LG-TN-0456,2024-02-01,0.92,92.0,CRITICAL,390,Notification,v1.0.0
HIS-TS-0457,LG-TS-0457,2024-02-01,0.3,30.0,LOW,8,Documentation,v1.0.0
HIS-TR-0458,LG-TR-0458,2024-02-01,0.22,22.0,LOW,6,Final Handover,v1.0.0
HIS-UP-0459,LG-UP-0459,2024-02-01,0.51,51.0,MEDIUM,127,Survey,v1.0.0
HIS-UK-0460,LG-UK-0460,2024-02-01,0.79,79.0,HIGH,129,Notification,v1.0.0
HIS-WB-0461,LG-WB-0461,2024-02-01,0.48,48.0,MEDIUM,14,Notification,v1.0.0
HIS-AN-0462,LG-AN-0462,2024-02-01,0.55,55.0,MEDIUM,80,Documentation,v1.0.0
HIS-CH-0463,LG-CH-0463,2024-02-01,0.4,40.0,MEDIUM,2,Land Identification,v1.0.0
HIS-DH-0464,LG-DH-0464,2024-02-01,0.74,74.0,HIGH,240,Approval,v1.0.0
HIS-DL-0465,LG-DL-0465,2024-02-01,0.14,14.0,LOW,7,Compensation,v1.0.0
HIS-JK-0466,LG-JK-0466,2024-02-01,0.51,51.0,MEDIUM,11,Notification,v1.0.0
HIS-LA-0467,LG-LA-0467,2024-02-01,0.59,59.0,MEDIUM,5,Land Identification,v1.0.0
HIS-LD-0468,LG-LD-0468,2024-02-01,0.22,22.0,LOW,10,Legal Resolution,v1.0.0
HIS-PY-0469,LG-PY-0469,2024-02-01,0.28,28.0,LOW,7,Survey,v1.0.0
HIS-AP-0470,LG-AP-0470,2024-02-01,0.49,49.0,MEDIUM,58,Notification,v1.0.0
HIS-AR-0471,LG-AR-0471,2024-02-01,0.07,7.0,LOW,10,Final Handover,v1.0.0
HIS-AS-0472,LG-AS-0472,2024-02-01,0.5,50.0,MEDIUM,24,Land Identification,v1.0.0
HIS-BR-0473,LG-BR-0473,2024-02-01,0.14,14.0,LOW,7,Possession,v1.0.0
HIS-CG-0474,LG-CG-0474,2024-02-01,0.56,56.0,MEDIUM,48,Compensation,v1.0.0
HIS-GA-0475,LG-GA-0475,2024-02-01,0.4,40.0,MEDIUM,22,Final Handover,v1.0.0
HIS-GJ-0476,LG-GJ-0476,2024-02-01,0.91,91.0,CRITICAL,600,Documentation,v1.0.0
HIS-HR-0477,LG-HR-0477,2024-02-01,0.7,70.0,HIGH,232,Final Handover,v1.0.0
HIS-HP-0478,LG-HP-0478,2024-02-01,0.78,78.0,HIGH,237,Possession,v1.0.0
HIS-JH-0479,LG-JH-0479,2024-02-01,0.17,17.0,LOW,9,Notification,v1.0.0
HIS-KA-0480,LG-KA-0480,2024-02-01,0.21,21.0,LOW,11,Possession,v1.0.0
HIS-KL-0481,LG-KL-0481,2024-02-01,0.19,19.0,LOW,14,Approval,v1.0.0
HIS-MP-0482,LG-MP-0482,2024-02-01,0.59,59.0,MEDIUM,1,Survey,v1.0.0
HIS-MH-0483,LG-MH-0483,2024-02-01,0.48,48.0,MEDIUM,17,Legal Resolution,v1.0.0
HIS-MN-0484,LG-MN-0484,2024-02-01,0.51,51.0,MEDIUM,55,Notification,v1.0.0
HIS-ML-0485,LG-ML-0485,2024-02-01,0.51,51.0,MEDIUM,33,Survey,v1.0.0
HIS-MZ-0486,LG-MZ-0486,2024-02-01,0.75,75.0,HIGH,205,Final Handover,v1.0.0
HIS-NL-0487,LG-NL-0487,2024-02-01,0.72,72.0,HIGH,203,Notification,v1.0.0
HIS-OD-0488,LG-OD-0488,2024-02-01,0.28,28.0,LOW,14,Legal Resolution,v1.0.0
HIS-PB-0489,LG-PB-0489,2024-02-01,0.44,44.0,MEDIUM,118,Legal Resolution,v1.0.0
HIS-RJ-0490,LG-RJ-0490,2024-02-01,0.7,70.0,HIGH,257,Compensation,v1.0.0
HIS-SK-0491,LG-SK-0491,2024-02-01,0.87,87.0,CRITICAL,583,Possession,v1.0.0
HIS-TN-0492,LG-TN-0492,2024-02-01,0.53,53.0,MEDIUM,6,Approval,v1.0.0
HIS-TS-0493,LG-TS-0493,2024-02-01,0.44,44.0,MEDIUM,23,Approval,v1.0.0
HIS-TR-0494,LG-TR-0494,2024-02-01,0.25,25.0,LOW,2,Documentation,v1.0.0
HIS-UP-0495,LG-UP-0495,2024-02-01,0.93,93.0,CRITICAL,390,Survey,v1.0.0
HIS-UK-0496,LG-UK-0496,2024-02-01,0.54,54.0,MEDIUM,34,Final Handover,v1.0.0
HIS-WB-0497,LG-WB-0497,2024-02-01,0.07,7.0,LOW,7,Documentation,v1.0.0
HIS-AN-0498,LG-AN-0498,2024-02-01,0.38,38.0,MEDIUM,4,Final Handover,v1.0.0
HIS-CH-0499,LG-CH-0499,2024-02-01,0.76,76.0,HIGH,132,Possession,v1.0.0
HIS-DH-0500,LG-DH-0500,2024-02-01,0.38,38.0,MEDIUM,43,Possession,v1.0.0
HIS-DL-0501,LG-DL-0501,2024-02-01,0.29,29.0,LOW,2,Legal Resolution,v1.0.0
HIS-JK-0502,LG-JK-0502,2024-02-01,0.58,58.0,MEDIUM,17,Possession,v1.0.0
HIS-LA-0503,LG-LA-0503,2024-02-01,0.09,9.0,LOW,13,Land Identification,v1.0.0
HIS-LD-0504,LG-LD-0504,2024-02-01,0.67,67.0,HIGH,253,Compensation,v1.0.0
HIS-PY-0505,LG-PY-0505,2024-02-01,0.46,46.0,MEDIUM,48,Notification,v1.0.0
HIS-AP-0506,LG-AP-0506,2024-02-01,0.48,48.0,MEDIUM,48,Notification,v1.0.0
HIS-AR-0507,LG-AR-0507,2024-02-01,0.23,23.0,LOW,12,Survey,v1.0.0
HIS-AS-0508,LG-AS-0508,2024-02-01,0.14,14.0,LOW,11,Objection/Hearing,v1.0.0
HIS-BR-0509,LG-BR-0509,2024-02-01,0.77,77.0,HIGH,201,Compensation,v1.0.0
HIS-CG-0510,LG-CG-0510,2024-02-01,0.92,92.0,CRITICAL,453,Objection/Hearing,v1.0.0
HIS-GA-0511,LG-GA-0511,2024-02-01,0.38,38.0,MEDIUM,15,Survey,v1.0.0
HIS-GJ-0512,LG-GJ-0512,2024-02-01,0.93,93.0,CRITICAL,383,R&R,v1.0.0
HIS-HR-0513,LG-HR-0513,2024-02-01,0.51,51.0,MEDIUM,111,Approval,v1.0.0
