stakeholder_id,project_id,objections_received,objections_resolved,pending_objections,public_hearing_status,stakeholder_response_index
STK-JK-0430,LG-JK-0430,9,4,5,HELD,51.4
STK-LA-0431,LG-LA-0431,10,7,3,HELD,74.5
STK-LD-0432,LG-LD-0432,117,99,18,HELD,84.7
STK-PY-0433,LG-PY-0433,53,42,11,HELD,80.5
STK-AP-0434,LG-AP-0434,36,26,10,HELD,74.9
STK-AR-0435,LG-AR-0435,48,34,14,HELD,71.3
STK-AS-0436,LG-AS-0436,70,57,13,HELD,82.5
STK-BR-0437,LG-BR-0437,103,81,22,HELD,78.7
STK-CG-0438,LG-CG-0438,109,76,33,HELD,70.1
STK-GA-0439,LG-GA-0439,31,26,5,HELD,85.2
STK-GJ-0440,LG-GJ-0440,50,31,19,HELD,63.4
STK-HR-0441,LG-HR-0441,33,20,13,HELD,60.9
STK-HP-0442,LG-HP-0442,117,88,29,HELD,75.3
STK-JH-0443,LG-JH-0443,92,25,67,PENDING,28.0
STK-KA-0444,LG-KA-0444,85,65,20,HELD,77.3
STK-KL-0445,LG-KL-0445,57,27,30,PENDING,49.0
STK-MP-0446,LG-MP-0446,14,11,3,HELD,85.4
STK-MH-0447,LG-MH-0447,42,39,3,HELD,94.9
STK-MN-0448,LG-MN-0448,23,4,19,PENDING,20.6
STK-ML-0449,LG-ML-0449,39,27,12,HELD,69.7
STK-MZ-0450,LG-MZ-0450,59,19,40,PENDING,33.0
STK-NL-0451,LG-NL-0451,72,52,20,HELD,72.8
STK-OD-0452,LG-OD-0452,41,34,7,HELD,83.1
STK-PB-0453,LG-PB-0453,31,28,3,HELD,91.3
STK-RJ-0454,LG-RJ-0454,15,10,5,HELD,66.8
STK-SK-0455,LG-SK-0455,27,20,7,HELD,76.6
STK-TN-0456,LG-TN-0456,82,17,65,PENDING,21.1
STK-TS-0457,LG-TS-0457,112,90,22,HELD,81.2
STK-TR-0458,LG-TR-0458,44,36,8,HELD,83.5
STK-UP-0459,LG-UP-0459,11,7,4,HELD,70.6
STK-UK-0460,LG-UK-0460,73,42,31,HELD,57.8
STK-WB-0461,LG-WB-0461,80,58,22,HELD,72.8
STK-AN-0462,LG-AN-0462,48,34,14,HELD,71.8
STK-CH-0463,LG-CH-0463,55,40,15,HELD,73.5
STK-DH-0464,LG-DH-0464,17,9,8,HELD,54.4
STK-DL-0465,LG-DL-0465,14,13,1,HELD,97.7
STK-JK-0466,LG-JK-0466,108,81,27,HELD,75.2
STK-LA-0467,LG-LA-0467,91,68,23,HELD,75.7
STK-LD-0468,LG-LD-0468,42,39,3,HELD,93.7
STK-PY-0469,LG-PY-0469,14,12,2,HELD,86.9
STK-AP-0470,LG-AP-0470,52,37,15,HELD,71.5
STK-AR-0471,LG-AR-0471,33,28,5,HELD,85.5
STK-AS-0472,LG-AS-0472,67,50,17,HELD,75.5
STK-BR-0473,LG-BR-0473,82,70,12,HELD,85.7
STK-CG-0474,LG-CG-0474,110,77,33,HELD,70.4
STK-GA-0475,LG-GA-0475,92,68,24,HELD,74.3
STK-GJ-0476,LG-GJ-0476,69,17,52,PENDING,25.2
STK-HR-0477,LG-HR-0477,55,34,21,HELD,62.7
STK-HP-0478,LG-HP-0478,38,18,20,PENDING,49.2
STK-JH-0479,LG-JH-0479,100,94,6,HELD,94.3
STK-KA-0480,LG-KA-0480,53,48,5,HELD,92.4
STK-KL-0481,LG-KL-0481,51,47,4,HELD,93.0
STK-MP-0482,LG-MP-0482,100,74,26,HELD,74.8
STK-MH-0483,LG-MH-0483,77,51,26,HELD,66.7
STK-MN-0484,LG-MN-0484,19,15,4,HELD,79.3
STK-ML-0485,LG-ML-0485,91,62,29,HELD,68.2
STK-MZ-0486,LG-MZ-0486,59,36,23,HELD,61.7
STK-NL-0487,LG-NL-0487,114,51,63,PENDING,45.5
STK-OD-0488,LG-OD-0488,117,101,16,HELD,86.9
STK-PB-0489,LG-PB-0489,64,42,22,HELD,67.1
STK-RJ-0490,LG-RJ-0490,99,55,44,HELD,56.3
STK-SK-0491,LG-SK-0491,72,22,50,PENDING,31.3
STK-TN-0492,LG-TN-0492,17,12,5,HELD,74.8
STK-TS-0493,LG-TS-0493,62,48,14,HELD,78.2
STK-TR-0494,LG-TR-0494,70,61,9,HELD,88.3
STK-UP-0495,LG-UP-0495,113,45,68,PENDING,40.3
STK-UK-0496,LG-UK-0496,44,34,10,HELD,79.5
STK-WB-0497,LG-WB-0497,64,52,12,HELD,82.0
STK-AN-0498,LG-AN-0498,41,31,10,HELD,77.8
STK-CH-0499,LG-CH-0499,86,53,33,HELD,62.0
STK-DH-0500,LG-DH-0500,17,11,6,HELD,69.2
STK-DL-0501,LG-DL-0501,109,96,13,HELD,88.7
STK-JK-0502,LG-JK-0502,40,26,14,HELD,66.5
STK-LA-0503,LG-LA-0503,55,54,1,HELD,99.2
STK-LD-0504,LG-LD-0504,89,44,45,HELD,50.5
STK-PY-0505,LG-PY-0505,116,90,26,HELD,78.1
STK-AP-0506,LG-AP-0506,76,50,26,HELD,66.5
STK-AR-0507,LG-AR-0507,114,111,3,HELD,98.1
STK-AS-0508,LG-AS-0508,105,89,16,HELD,85.1
STK-BR-0509,LG-BR-0509,56,31,25,HELD,55.8
STK-CG-0510,LG-CG-0510,16,6,10,PENDING,37.5
STK-GA-0511,LG-GA-0511,33,22,11,HELD,68.7
STK-GJ-0512,LG-GJ-0512,52,17,35,PENDING,34.4
STK-HR-0513,LG-HR-0513,39,25,14,HELD,66.6
STK-HP-0514,LG-HP-0514,55,35,20,HELD,64.1
STK-JH-0515,LG-JH-0515,111,85,26,HELD,76.6
STK-KA-0516,LG-KA-0516,49,33,16,HELD,67.7
STK-KL-0517,LG-KL-0517,28,24,4,HELD,86.1
STK-MP-0518,LG-MP-0518,49,47,2,HELD,97.8
STK-MH-0519,LG-MH-0519,112,78,34,HELD,70.5
STK-MN-0520,LG-MN-0520,18,12,6,HELD,68.0
STK-ML-0521,LG-ML-0521,99,45,54,PENDING,46.0
STK-MZ-0522,LG-MZ-0522,112,84,28,HELD,75.3
STK-NL-0523,LG-NL-0523,89,60,29,HELD,67.8
STK-OD-0524,LG-OD-0524,65,43,22,HELD,66.8
STK-PB-0525,LG-PB-0525,64,38,26,HELD,59.5
STK-RJ-0526,LG-RJ-0526,97,46,51,PENDING,47.9
STK-SK-0527,LG-SK-0527,62,49,13,HELD,80.4
STK-TN-0528,LG-TN-0528,57,35,22,HELD,62.6
STK-TS-0529,LG-TS-0529,98,51,47,HELD,53.0
STK-TR-0530,LG-TR-0530,54,36,18,HELD,68.3
STK-UP-0531,LG-UP-0531,6,5,1,HELD,98.7
STK-UK-0532,LG-UK-0532,76,51,25,HELD,67.6
STK-WB-0533,LG-WB-0533,13,9,4,HELD,73.8
STK-AN-0534,LG-AN-0534,120,75,45,HELD,62.8
STK-CH-0535,LG-CH-0535,51,33,18,HELD,65.3
STK-DH-0536,LG-DH-0536,27,26,1,HELD,97.2
STK-DL-0537,LG-DL-0537,28,24,4,HELD,86.6
STK-JK-0538,LG-JK-0538,38,21,17,HELD,56.8
STK-LA-0539,LG-LA-0539,13,7,6,HELD,61.5
STK-LD-0540,LG-LD-0540,100,75,25,HELD,75.9
STK-PY-0541,LG-PY-0541,24,14,10,HELD,62.5
STK-AP-0542,LG-AP-0542,95,93,2,HELD,98.9
STK-AR-0543,LG-AR-0543,62,36,26,HELD,59.5
STK-AS-0544,LG-AS-0544,70,44,26,HELD,63.2
STK-BR-0545,LG-BR-0545,105,80,25,HELD,76.7
STK-CG-0546,LG-CG-0546,64,28,36,PENDING,45.2
STK-GA-0547,LG-GA-0547,87,41,46,PENDING,47.5
STK-GJ-0548,LG-GJ-0548,48,45,3,HELD,94.3
STK-HR-0549,LG-HR-0549,116,52,64,PENDING,45.5
STK-HP-0550,LG-HP-0550,24,19,5,HELD,80.1
STK-JH-0551,LG-JH-0551,116,83,33,HELD,71.7
STK-KA-0552,LG-KA-0552,55,37,18,HELD,68.2
STK-KL-0553,LG-KL-0553,40,9,31,PENDING,24.0
STK-MP-0554,LG-MP-0554,94,21,73,PENDING,22.8
STK-MH-0555,LG-MH-0555,90,85,5,HELD,95.4
STK-MN-0556,LG-MN-0556,99,73,26,HELD,74.0
STK-ML-0557,LG-ML-0557,69,48,21,HELD,70.0
STK-MZ-0558,LG-MZ-0558,46,25,21,HELD,56.5
STK-NL-0559,LG-NL-0559,56,44,12,HELD,79.5
STK-OD-0560,LG-OD-0560,84,67,17,HELD,80.2
STK-PB-0561,LG-PB-0561,37,23,14,HELD,64.0
STK-RJ-0562,LG-RJ-0562,107,80,27,HELD,75.3
STK-SK-0563,LG-SK-0563,34,23,11,HELD,68.7
STK-TN-0564,LG-TN-0564,38,25,13,HELD,66.6
STK-TS-0565,LG-TS-0565,94,32,62,PENDING,34.6
STK-TR-0566,LG-TR-0566,90,28,62,PENDING,32.0
STK-UP-0567,LG-UP-0567,83,57,26,HELD,69.8
STK-UK-0568,LG-UK-0568,65,46,19,HELD,70.9
STK-WB-0569,LG-WB-0569,44,37,7,HELD,84.6
STK-AN-0570,LG-AN-0570,81,68,13,HELD,84.1
STK-CH-0571,LG-CH-0571,75,74,1,HELD,99.7
STK-DH-0572,LG-DH-0572,119,78,41,HELD,66.1
STK-DL-0573,LG-DL-0573,99,66,33,HELD,67.6
STK-JK-0574,LG-JK-0574,61,56,5,HELD,92.0
STK-LA-0575,LG-LA-0575,40,30,10,HELD,75.6
STK-LD-0576,LG-LD-0576,26,17,9,HELD,66.3
STK-PY-0577,LG-PY-0577,116,80,36,HELD,69.4
STK-AP-0578,LG-AP-0578,6,4,2,HELD,76.7
STK-AR-0579,LG-AR-0579,63,29,34,PENDING,47.2
STK-AS-0580,LG-AS-0580,43,29,14,HELD,68.1
STK-BR-0581,LG-BR-0581,23,12,11,HELD,53.0
STK-CG-0582,LG-CG-0582,8,5,3,HELD,67.9
STK-GA-0583,LG-GA-0583,96,43,53,PENDING,45.7
STK-GJ-0584,LG-GJ-0584,38,9,29,PENDING,23.8
STK-HR-0585,LG-HR-0585,60,16,44,PENDING,28.2
STK-HP-0586,LG-HP-0586,43,35,8,HELD,83.1
STK-JH-0587,LG-JH-0587,36,16,20,PENDING,44.9
STK-KA-0588,LG-KA-0588,26,16,10,HELD,65.0
STK-KL-0589,LG-KL-0589,68,62,6,HELD,92.3
STK-MP-0590,LG-MP-0590,18,8,10,PENDING,49.2
STK-MH-0591,LG-MH-0591,112,61,51,HELD,54.5
STK-MN-0592,LG-MN-0592,118,73,45,HELD,62.4
STK-ML-0593,LG-ML-0593,103,72,31,HELD,70.0
STK-MZ-0594,LG-MZ-0594,55,28,27,HELD,51.3
STK-NL-0595,LG-NL-0595,19,10,9,HELD,57.8
STK-OD-0596,LG-OD-0596,17,6,11,PENDING,36.4
STK-PB-0597,LG-PB-0597,50,25,25,HELD,51.8
STK-RJ-0598,LG-RJ-0598,108,96,12,HELD,89.6
STK-SK-0599,LG-SK-0599,90,26,64,PENDING,29.2
STK-TN-0600,LG-TN-0600,114,87,27,HELD,77.2
STK-TS-0601,LG-TS-0601,17,11,6,HELD,69.3
STK-TR-0602,LG-TR-0602,16,8,8,HELD,55.9
STK-UP-0603,LG-UP-0603,57,38,19,HELD,67.5
STK-UK-0604,LG-UK-0604,19,9,10,HELD,50.8
STK-WB-0605,LG-WB-0605,18,4,14,PENDING,25.5
STK-AN-0606,LG-AN-0606,37,34,3,HELD,93.3
STK-CH-0607,LG-CH-0607,39,34,5,HELD,89.1
STK-DH-0608,LG-DH-0608,35,34,1,HELD,97.2
STK-DL-0609,LG-DL-0609,90,53,37,HELD,59.7
STK-JK-0610,LG-JK-0610,73,47,26,HELD,65.2
STK-LA-0611,LG-LA-0611,93,73,20,HELD,78.9
STK-LD-0612,LG-LD-0612,29,22,7,HELD,76.3
STK-PY-0613,LG-PY-0613,5,3,2,HELD,76.3
STK-AP-0614,LG-AP-0614,59,37,22,HELD,63.0
STK-AR-0615,LG-AR-0615,55,45,10,HELD,82.3
STK-AS-0616,LG-AS-0616,67,37,30,HELD,55.5
STK-BR-0617,LG-BR-0617,93,56,37,HELD,60.3
STK-CG-0618,LG-CG-0618,110,75,35,HELD,68.9
STK-GA-0619,LG-GA-0619,107,59,48,HELD,55.3
STK-GJ-0620,LG-GJ-0620,37,28,9,HELD,76.8
STK-HR-0621,LG-HR-0621,26,13,13,HELD,53.0
STK-HP-0622,LG-HP-0622,101,50,51,HELD,50.0
STK-JH-0623,LG-JH-0623,98,85,13,HELD,87.5
STK-KA-0624,LG-KA-0624,55,34,21,HELD,63.3
STK-KL-0625,LG-KL-0625,114,95,19,HELD,84.0
STK-MP-0626,LG-MP-0626,65,33,32,HELD,51.7
STK-MH-0627,LG-MH-0627,66,43,23,HELD,66.1
STK-MN-0628,LG-MN-0628,111,94,17,HELD,85.1
STK-ML-0629,LG-ML-0629,55,54,1,HELD,98.9
STK-MZ-0630,LG-MZ-0630,72,35,37,PENDING,48.7
STK-NL-0631,LG-NL-0631,18,16,2,HELD,90.6
STK-OD-0632,LG-OD-0632,16,4,12,PENDING,30.1
STK-PB-0633,LG-PB-0633,76,35,41,PENDING,47.2
STK-RJ-0634,LG-RJ-0634,109,74,35,HELD,68.3
STK-SK-0635,LG-SK-0635,76,40,36,HELD,53.7
STK-TN-0636,LG-TN-0636,5,3,2,HELD,60.5
STK-TS-0637,LG-TS-0637,42,40,2,HELD,96.5
STK-TR-0638,LG-TR-0638,62,42,20,HELD,69.1
STK-UP-0639,LG-UP-0639,29,16,13,HELD,57.0
STK-UK-0640,LG-UK-0640,64,42,22,HELD,66.2
STK-WB-0641,LG-WB-0641,41,39,2,HELD,97.3
STK-AN-0642,LG-AN-0642,78,61,17,HELD,78.4
STK-CH-0643,LG-CH-0643,92,45,47,PENDING,49.6
STK-DH-0644,LG-DH-0644,74,55,19,HELD,74.4
STK-DL-0645,LG-DL-0645,21,15,6,HELD,73.0
STK-JK-0646,LG-JK-0646,74,26,48,PENDING,35.2
STK-LA-0647,LG-LA-0647,54,38,16,HELD,71.8
STK-LD-0648,LG-LD-0648,53,34,19,HELD,65.0
STK-PY-0649,LG-PY-0649,106,88,18,HELD,83.9
STK-AP-0650,LG-AP-0650,18,12,6,HELD,70.2
STK-AR-0651,LG-AR-0651,11,7,4,HELD,68.4
STK-AS-0652,LG-AS-0652,107,101,6,HELD,94.6
STK-BR-0653,LG-BR-0653,113,62,51,HELD,55.5
STK-CG-0654,LG-CG-0654,95,90,5,HELD,95.1
STK-GA-0655,LG-GA-0655,24,23,1,HELD,96.2
STK-GJ-0656,LG-GJ-0656,80,39,41,PENDING,49.1
STK-HR-0657,LG-HR-0657,95,89,6,HELD,94.1
STK-HP-0658,LG-HP-0658,95,68,27,HELD,72.3
STK-JH-0659,LG-JH-0659,55,50,5,HELD,92.4
STK-KA-0660,LG-KA-0660,46,22,24,PENDING,48.1
STK-KL-0661,LG-KL-0661,7,3,4,HELD,54.8
STK-MP-0662,LG-MP-0662,22,20,2,HELD,93.3
STK-MH-0663,LG-MH-0663,92,42,50,PENDING,45.9
STK-MN-0664,LG-MN-0664,31,29,2,HELD,96.3
STK-ML-0665,LG-ML-0665,92,50,42,HELD,55.2
STK-MZ-0666,LG-MZ-0666,28,9,19,PENDING,35.1
STK-NL-0667,LG-NL-0667,102,50,52,PENDING,49.2
STK-OD-0668,LG-OD-0668,96,33,63,PENDING,34.8
STK-PB-0669,LG-PB-0669,66,15,51,PENDING,23.3
STK-RJ-0670,LG-RJ-0670,94,44,50,PENDING,47.6
STK-SK-0671,LG-SK-0671,112,84,28,HELD,75.2
STK-TN-0672,LG-TN-0672,71,58,13,HELD,82.0
STK-TS-0673,LG-TS-0673,67,59,8,HELD,89.2
STK-TR-0674,LG-TR-0674,118,86,32,HELD,73.4
STK-UP-0675,LG-UP-0675,37,7,30,PENDING,20.6
STK-UK-0676,LG-UK-0676,105,87,18,HELD,83.4
STK-WB-0677,LG-WB-0677,28,14,14,HELD,50.7
STK-AN-0678,LG-AN-0678,90,41,49,PENDING,46.0
STK-CH-0679,LG-CH-0679,89,69,20,HELD,78.5
STK-DH-0680,LG-DH-0680,90,58,32,HELD,65.2
STK-DL-0681,LG-DL-0681,10,5,5,HELD,56.2
STK-JK-0682,LG-JK-0682,86,60,26,HELD,70.7
STK-LA-0683,LG-LA-0683,39,30,9,HELD,79.0
STK-LD-0684,LG-LD-0684,96,65,31,HELD,68.2
STK-PY-0685,LG-PY-0685,59,51,8,HELD,87.2
STK-AP-0686,LG-AP-0686,39,22,17,HELD,57.6
STK-AR-0687,LG-AR-0687,80,58,22,HELD,73.2
STK-AS-0688,LG-AS-0688,58,12,46,PENDING,21.8
STK-BR-0689,LG-BR-0689,92,79,13,HELD,86.0
STK-CG-0690,LG-CG-0690,21,13,8,HELD,65.4
STK-GA-0691,LG-GA-0691,24,19,5,HELD,81.1
STK-GJ-0692,LG-GJ-0692,65,51,14,HELD,78.7
STK-HR-0693,LG-HR-0693,19,7,12,PENDING,38.0
STK-HP-0694,LG-HP-0694,51,40,11,HELD,79.2
STK-JH-0695,LG-JH-0695,90,58,32,HELD,64.7
STK-KA-0696,LG-KA-0696,82,38,44,PENDING,46.3
STK-KL-0697,LG-KL-0697,40,24,16,HELD,62.5
STK-MP-0698,LG-MP-0698,73,59,14,HELD,82.1
STK-MH-0699,LG-MH-0699,34,20,14,HELD,59.1
STK-MN-0700,LG-MN-0700,71,56,15,HELD,79.8
STK-ML-0701,LG-ML-0701,109,88,21,HELD,80.9
STK-MZ-0702,LG-MZ-0702,9,6,3,HELD,76.7
STK-NL-0703,LG-NL-0703,116,92,24,HELD,79.6
STK-OD-0704,LG-OD-0704,54,32,22,HELD,60.2
STK-PB-0705,LG-PB-0705,60,39,21,HELD,66.2
STK-RJ-0706,LG-RJ-0706,42,18,24,PENDING,44.3
STK-SK-0707,LG-SK-0707,18,16,2,HELD,89.0
STK-TN-0708,LG-TN-0708,32,14,18,PENDING,46.0
STK-TS-0709,LG-TS-0709,74,69,5,HELD,93.8
STK-TR-0710,LG-TR-0710,100,97,3,HELD,97.7
STK-UP-0711,LG-UP-0711,80,58,22,HELD,73.6
STK-UK-0712,LG-UK-0712,104,63,41,HELD,61.2
STK-WB-0713,LG-WB-0713,100,83,17,HELD,83.0
STK-AN-0714,LG-AN-0714,51,37,14,HELD,73.1
STK-CH-0715,LG-CH-0715,104,21,83,PENDING,20.7
STK-DH-0716,LG-DH-0716,28,14,14,HELD,51.3
STK-DL-0717,LG-DL-0717,41,30,11,HELD,74.8
STK-JK-0718,LG-JK-0718,40,28,12,HELD,70.9
STK-LA-0719,LG-LA-0719,10,7,3,HELD,74.2
STK-LD-0720,LG-LD-0720,77,72,5,HELD,93.9
STK-PY-0721,LG-PY-0721,79,63,16,HELD,79.8
STK-AP-0722,LG-AP-0722,55,35,20,HELD,65.1
STK-AR-0723,LG-AR-0723,90,66,24,HELD,73.9
STK-AS-0724,LG-AS-0724,106,65,41,HELD,61.8
STK-BR-0725,LG-BR-0725,71,55,16,HELD,78.2
STK-CG-0726,LG-CG-0726,97,38,59,PENDING,40.1
STK-GA-0727,LG-GA-0727,91,86,5,HELD,94.6
STK-GJ-0728,LG-GJ-0728,11,5,6,PENDING,49.9
STK-HR-0729,LG-HR-0729,53,39,14,HELD,75.3
STK-HP-0730,LG-HP-0730,56,54,2,HELD,97.4
STK-JH-0731,LG-JH-0731,55,50,5,HELD,91.6
STK-KA-0732,LG-KA-0732,88,72,16,HELD,82.3
STK-KL-0733,LG-KL-0733,118,72,46,HELD,61.4
STK-MP-0734,LG-MP-0734,104,39,65,PENDING,37.7
STK-MH-0735,LG-MH-0735,15,11,4,HELD,79.9
STK-MN-0736,LG-MN-0736,116,102,14,HELD,87.9
STK-ML-0737,LG-ML-0737,33,16,17,HELD,51.0
STK-MZ-0738,LG-MZ-0738,60,58,2,HELD,98.3
STK-NL-0739,LG-NL-0739,57,48,9,HELD,84.5
STK-OD-0740,LG-OD-0740,44,43,1,HELD,99.7
STK-PB-0741,LG-PB-0741,104,65,39,HELD,63.2
STK-RJ-0742,LG-RJ-0742,51,31,20,HELD,61.3
STK-SK-0743,LG-SK-0743,20,14,6,HELD,70.8
STK-TN-0744,LG-TN-0744,32,19,13,HELD,60.6
STK-TS-0745,LG-TS-0745,118,43,75,PENDING,37.1
STK-TR-0746,LG-TR-0746,20,10,10,HELD,50.5
STK-UP-0747,LG-UP-0747,27,18,9,HELD,69.7
STK-UK-0748,LG-UK-0748,66,65,1,HELD,99.7
STK-WB-0749,LG-WB-0749,73,66,7,HELD,91.4
STK-AN-0750,LG-AN-0750,112,97,15,HELD,86.8
STK-CH-0751,LG-CH-0751,108,24,84,PENDING,23.1
STK-DH-0752,LG-DH-0752,93,68,25,HELD,73.6
STK-DL-0753,LG-DL-0753,31,13,18,PENDING,42.1
STK-JK-0754,LG-JK-0754,43,31,12,HELD,74.3
STK-LA-0755,LG-LA-0755,7,5,2,HELD,79.2
STK-LD-0756,LG-LD-0756,12,3,9,PENDING,26.7
STK-PY-0757,LG-PY-0757,13,6,7,PENDING,47.5
STK-AP-0758,LG-AP-0758,13,9,4,HELD,73.7
STK-AR-0759,LG-AR-0759,63,52,11,HELD,83.2
STK-AS-0760,LG-AS-0760,108,84,24,HELD,78.5
STK-BR-0761,LG-BR-0761,101,84,17,HELD,83.3
STK-CG-0762,LG-CG-0762,13,12,1,HELD,97.6
STK-GA-0763,LG-GA-0763,26,19,7,HELD,74.6
STK-GJ-0764,LG-GJ-0764,98,84,14,HELD,85.9
STK-HR-0765,LG-HR-0765,24,21,3,HELD,88.8
STK-HP-0766,LG-HP-0766,63,13,50,PENDING,21.9
STK-JH-0767,LG-JH-0767,68,59,9,HELD,87.1
STK-KA-0768,LG-KA-0768,93,79,14,HELD,85.2
STK-KL-0769,LG-KL-0769,92,62,30,HELD,67.5
STK-MP-0770,LG-MP-0770,74,61,13,HELD,83.4
STK-MH-0771,LG-MH-0771,110,96,14,HELD,88.0
STK-MN-0772,LG-MN-0772,109,65,44,HELD,60.2
STK-ML-0773,LG-ML-0773,44,37,7,HELD,86.0
STK-MZ-0774,LG-MZ-0774,21,16,5,HELD,79.4
STK-NL-0775,LG-NL-0775,110,98,12,HELD,89.7
STK-OD-0776,LG-OD-0776,29,24,5,HELD,83.4
STK-PB-0777,LG-PB-0777,110,63,47,HELD,57.3
STK-RJ-0778,LG-RJ-0778,63,29,34,PENDING,46.7
STK-SK-0779,LG-SK-0779,66,34,32,HELD,52.0
STK-TN-0780,LG-TN-0780,74,65,9,HELD,88.2
STK-TS-0781,LG-TS-0781,60,29,31,PENDING,49.1
STK-TR-0782,LG-TR-0782,92,65,27,HELD,70.9
STK-UP-0783,LG-UP-0783,42,39,3,HELD,94.7
STK-UK-0784,LG-UK-0784,5,3,2,HELD,78.5
STK-WB-0785,LG-WB-0785,11,10,1,HELD,99.7
STK-AN-0786,LG-AN-0786,88,30,58,PENDING,34.1
STK-CH-0787,LG-CH-0787,109,100,9,HELD,91.9
STK-DH-0788,LG-DH-0788,38,18,20,PENDING,48.6
STK-DL-0789,LG-DL-0789,26,23,3,HELD,89.8
STK-JK-0790,LG-JK-0790,75,66,9,HELD,88.5
STK-LA-0791,LG-LA-0791,39,28,11,HELD,72.9
STK-LD-0792,LG-LD-0792,47,30,17,HELD,64.6
STK-PY-0793,LG-PY-0793,65,35,30,HELD,55.3
STK-AP-0794,LG-AP-0794,40,24,16,HELD,60.7
STK-AR-0795,LG-AR-0795,93,81,12,HELD,87.5
STK-AS-0796,LG-AS-0796,101,70,31,HELD,69.4
STK-BR-0797,LG-BR-0797,72,47,25,HELD,65.8
STK-CG-0798,LG-CG-0798,31,19,12,HELD,62.5
STK-GA-0799,LG-GA-0799,45,16,29,PENDING,36.4
STK-GJ-0800,LG-GJ-0800,36,17,19,PENDING,47.5
STK-HR-0801,LG-HR-0801,13,9,4,HELD,75.8
STK-HP-0802,LG-HP-0802,86,66,20,HELD,77.0
STK-JH-0803,LG-JH-0803,114,106,8,HELD,93.2
STK-KA-0804,LG-KA-0804,73,59,14,HELD,82.1
STK-KL-0805,LG-KL-0805,19,15,4,HELD,84.2
STK-MP-0806,LG-MP-0806,19,10,9,HELD,55.1
STK-MH-0807,LG-MH-0807,31,9,22,PENDING,29.6
STK-MN-0808,LG-MN-0808,22,19,3,HELD,87.0
STK-ML-0809,LG-ML-0809,52,24,28,PENDING,46.3
STK-MZ-0810,LG-MZ-0810,68,37,31,HELD,54.5
STK-NL-0811,LG-NL-0811,12,7,5,HELD,66.5
STK-OD-0812,LG-OD-0812,107,74,33,HELD,69.7
STK-PB-0813,LG-PB-0813,68,32,36,PENDING,47.4
STK-RJ-0814,LG-RJ-0814,15,7,8,PENDING,46.9
STK-SK-0815,LG-SK-0815,22,15,7,HELD,68.4
STK-TN-0816,LG-TN-0816,76,25,51,PENDING,33.5
STK-TS-0817,LG-TS-0817,60,44,16,HELD,73.4
STK-TR-0818,LG-TR-0818,40,32,8,HELD,80.8
STK-UP-0819,LG-UP-0819,80,52,28,HELD,65.3
STK-UK-0820,LG-UK-0820,112,76,36,HELD,68.0
STK-WB-0821,LG-WB-0821,47,32,15,HELD,68.7
STK-AN-0822,LG-AN-0822,61,42,19,HELD,69.8
STK-CH-0823,LG-CH-0823,72,45,27,HELD,63.4
STK-DH-0824,LG-DH-0824,18,15,3,HELD,85.9
STK-DL-0825,LG-DL-0825,63,53,10,HELD,85.3
STK-JK-0826,LG-JK-0826,27,20,7,HELD,76.0
STK-LA-0827,LG-LA-0827,45,30,15,HELD,67.2
STK-LD-0828,LG-LD-0828,65,28,37,PENDING,43.9
STK-PY-0829,LG-PY-0829,24,18,6,HELD,78.0
STK-AP-0830,LG-AP-0830,36,21,15,HELD,59.2
STK-AR-0831,LG-AR-0831,16,11,5,HELD,71.1
STK-AS-0832,LG-AS-0832,81,53,28,HELD,66.5
STK-BR-0833,LG-BR-0833,102,91,11,HELD,89.3
STK-CG-0834,LG-CG-0834,100,51,49,HELD,51.8
STK-GA-0835,LG-GA-0835,48,30,18,HELD,62.6
STK-GJ-0836,LG-GJ-0836,110,55,55,HELD,50.1
STK-HR-0837,LG-HR-0837,119,59,60,PENDING,49.9
STK-HP-0838,LG-HP-0838,8,3,5,PENDING,47.3
STK-JH-0839,LG-JH-0839,46,32,14,HELD,71.1
STK-KA-0840,LG-KA-0840,108,65,43,HELD,60.3
STK-KL-0841,LG-KL-0841,9,5,4,HELD,60.7
STK-MP-0842,LG-MP-0842,69,49,20,HELD,72.3
STK-MH-0843,LG-MH-0843,66,47,19,HELD,71.7
STK-MN-0844,LG-MN-0844,27,19,8,HELD,71.1
STK-ML-0845,LG-ML-0845,95,65,30,HELD,68.9
STK-MZ-0846,LG-MZ-0846,52,25,27,PENDING,48.5
STK-NL-0847,LG-NL-0847,79,63,16,HELD,80.6
STK-OD-0848,LG-OD-0848,29,18,11,HELD,62.4
STK-PB-0849,LG-PB-0849,77,18,59,PENDING,24.0
STK-RJ-0850,LG-RJ-0850,110,103,7,HELD,94.0
STK-SK-0851,LG-SK-0851,109,75,34,HELD,69.0
STK-TN-0852,LG-TN-0852,36,24,12,HELD,68.6
STK-TS-0853,LG-TS-0853,84,80,4,HELD,95.9
STK-TR-0854,LG-TR-0854,61,50,11,HELD,82.5
STK-UP-0855,LG-UP-0855,106,75,31,HELD,70.8
STK-UK-0856,LG-UK-0856,78,51,27,HELD,66.5
STK-WB-0857,LG-WB-0857,80,47,33,HELD,59.4
STK-AN-0858,LG-AN-0858,68,67,1,HELD,98.6
STK-CH-0859,LG-CH-0859,99,93,6,HELD,94.3
STK-DH-0860,LG-DH-0860,76,48,28,HELD,63.5
