approval_id,project_id,approval_type,status,submission_date,approval_date,delay_days
APP-PY-0325,LG-PY-0325,Environmental,APPROVED,2022-12-12,2024-01-01,12
APP-AP-0326,LG-AP-0326,Environmental,REJECTED,2023-04-23,2024-01-01,14
APP-AR-0327,LG-AR-0327,Forest,REJECTED,2024-12-23,2024-01-01,5
APP-AS-0328,LG-AS-0328,Wildlife,APPROVED,2021-12-31,2024-01-01,1
APP-BR-0329,LG-BR-0329,Forest,PENDING,2022-11-22,,149
APP-CG-0330,LG-CG-0330,Environmental,APPROVED,2023-07-29,2024-01-01,5
APP-GA-0331,LG-GA-0331,Environmental,APPROVED,2023-09-15,2024-01-01,9
APP-GJ-0332,LG-GJ-0332,Revenue,PENDING,2022-05-03,,126
APP-HR-0333,LG-HR-0333,Forest,PENDING,2024-05-30,,60
APP-HP-0334,LG-HP-0334,Environmental,APPROVED,2024-07-25,2024-01-01,12
APP-JH-0335,LG-JH-0335,Wildlife,APPROVED,2023-09-12,2024-01-01,11
APP-KA-0336,LG-KA-0336,Revenue,APPROVED,2022-06-07,2024-01-01,0
APP-KL-0337,LG-KL-0337,Wildlife,PENDING,2021-07-09,,105
APP-MP-0338,LG-MP-0338,Forest,APPROVED,2023-03-27,2024-01-01,11
APP-MH-0339,LG-MH-0339,Environmental,REJECTED,2022-06-16,2024-01-01,7
APP-MN-0340,LG-MN-0340,Wildlife,PENDING,2023-02-09,,78
APP-ML-0341,LG-ML-0341,Environmental,PENDING,2021-02-22,,111
APP-MZ-0342,LG-MZ-0342,Revenue,PENDING,2023-09-03,,136
APP-NL-0343,LG-NL-0343,Wildlife,APPROVED,2024-12-04,2024-01-01,3
APP-OD-0344,LG-OD-0344,Forest,APPROVED,2022-12-04,2024-01-01,3
APP-PB-0345,LG-PB-0345,Forest,APPROVED,2023-01-18,2024-01-01,15
APP-RJ-0346,LG-RJ-0346,Wildlife,APPROVED,2023-09-07,2024-01-01,12
APP-SK-0347,LG-SK-0347,Forest,APPROVED,2021-05-28,2024-01-01,14
APP-TN-0348,LG-TN-0348,Wildlife,PENDING,2023-02-11,,49
APP-TS-0349,LG-TS-0349,Wildlife,APPROVED,2024-09-10,2024-01-01,7
APP-TR-0350,LG-TR-0350,Environmental,PENDING,2021-07-23,,126
APP-UP-0351,LG-UP-0351,Forest,PENDING,2022-02-27,,68
APP-UK-0352,LG-UK-0352,Revenue,APPROVED,2024-05-26,2024-01-01,8
APP-WB-0353,LG-WB-0353,Forest,REJECTED,2023-05-22,2024-01-01,13
APP-AN-0354,LG-AN-0354,Forest,PENDING,2022-11-06,,97
APP-CH-0355,LG-CH-0355,Environmental,APPROVED,2021-12-16,2024-01-01,11
APP-DH-0356,LG-DH-0356,Forest,REJECTED,2023-12-03,2024-01-01,2
APP-DL-0357,LG-DL-0357,Forest,APPROVED,2023-10-17,2024-01-01,1
APP-JK-0358,LG-JK-0358,Environmental,PENDING,2023-10-12,,124
APP-LA-0359,LG-LA-0359,Forest,APPROVED,2022-11-04,2024-01-01,13
APP-LD-0360,LG-LD-0360,Environmental,APPROVED,2022-07-06,2024-01-01,4
APP-PY-0361,LG-PY-0361,Forest,PENDING,2024-10-28,,49
APP-AP-0362,LG-AP-0362,Wildlife,APPROVED,2023-09-23,2024-01-01,6
APP-AR-0363,LG-AR-0363,Forest,PENDING,2021-09-28,,73
APP-AS-0364,LG-AS-0364,Wildlife,APPROVED,2021-04-08,2024-01-01,11
APP-BR-0365,LG-BR-0365,Forest,APPROVED,2023-02-01,2024-01-01,14
APP-CG-0366,LG-CG-0366,Revenue,PENDING,2024-02-22,,35
APP-GA-0367,LG-GA-0367,Revenue,APPROVED,2023-02-26,2024-01-01,9
APP-GJ-0368,LG-GJ-0368,Revenue,APPROVED,2021-09-30,2024-01-01,2
APP-HR-0369,LG-HR-0369,Forest,APPROVED,2021-12-28,2024-01-01,14
APP-HP-0370,LG-HP-0370,Wildlife,PENDING,2021-07-11,,117
APP-JH-0371,LG-JH-0371,Environmental,APPROVED,2021-07-24,2024-01-01,6
APP-KA-0372,LG-KA-0372,Forest,APPROVED,2024-01-19,2024-01-01,13
APP-KL-0373,LG-KL-0373,Forest,APPROVED,2023-01-02,2024-01-01,9
APP-MP-0374,LG-MP-0374,Forest,PENDING,2021-11-01,,41
APP-MH-0375,LG-MH-0375,Forest,PENDING,2021-10-11,,119
APP-MN-0376,LG-MN-0376,Environmental,APPROVED,2023-01-10,2024-01-01,4
APP-ML-0377,LG-ML-0377,Revenue,APPROVED,2021-11-20,2024-01-01,15
APP-MZ-0378,LG-MZ-0378,Forest,APPROVED,2023-10-28,2024-01-01,8
APP-NL-0379,LG-NL-0379,Environmental,APPROVED,2024-05-24,2024-01-01,2
APP-OD-0380,LG-OD-0380,Environmental,PENDING,2022-01-20,,75
APP-PB-0381,LG-PB-0381,Forest,APPROVED,2021-07-26,2024-01-01,6
APP-RJ-0382,LG-RJ-0382,Revenue,APPROVED,2021-03-23,2024-01-01,2
APP-SK-0383,LG-SK-0383,Wildlife,REJECTED,2022-06-13,2024-01-01,13
APP-TN-0384,LG-TN-0384,Environmental,PENDING,2021-03-29,,74
APP-TS-0385,LG-TS-0385,Forest,PENDING,2022-02-13,,111
APP-TR-0386,LG-TR-0386,Wildlife,APPROVED,2022-03-10,2024-01-01,6
APP-UP-0387,LG-UP-0387,Revenue,APPROVED,2023-09-01,2024-01-01,0
APP-UK-0388,LG-UK-0388,Environmental,APPROVED,2021-09-15,2024-01-01,11
APP-WB-0389,LG-WB-0389,Revenue,PENDING,2023-05-23,,119
APP-AN-0390,LG-AN-0390,Forest,APPROVED,2024-01-21,2024-01-01,15
APP-CH-0391,LG-CH-0391,Revenue,APPROVED,2022-06-26,2024-01-01,10
APP-DH-0392,LG-DH-0392,Wildlife,PENDING,2021-09-21,,137
APP-DL-0393,LG-DL-0393,Revenue,PENDING,2021-02-26,,54
APP-JK-0394,LG-JK-0394,Wildlife,PENDING,2024-04-01,,42
APP-LA-0395,LG-LA-0395,Environmental,APPROVED,2022-01-04,2024-01-01,5
APP-LD-0396,LG-LD-0396,Wildlife,PENDING,2021-03-02,,148
APP-PY-0397,LG-PY-0397,Forest,PENDING,2023-09-27,,143
APP-AP-0398,LG-AP-0398,Wildlife,APPROVED,2023-01-03,2024-01-01,10
APP-AR-0399,LG-AR-0399,Environmental,PENDING,2021-06-03,,45
APP-AS-0400,LG-AS-0400,Revenue,APPROVED,2022-08-06,2024-01-01,8
APP-BR-0401,LG-BR-0401,Revenue,APPROVED,2021-09-06,2024-01-01,0
APP-CG-0402,LG-CG-0402,Forest,APPROVED,2022-07-07,2024-01-01,15
APP-GA-0403,LG-GA-0403,Revenue,PENDING,2024-09-12,,127
APP-GJ-0404,LG-GJ-0404,Forest,PENDING,2022-02-20,,32
APP-HR-0405,LG-HR-0405,Revenue,PENDING,2023-03-24,,97
APP-HP-0406,LG-HP-0406,Wildlife,APPROVED,2022-05-04,2024-01-01,6
APP-JH-0407,LG-JH-0407,Forest,APPROVED,2024-11-09,2024-01-01,8
APP-KA-0408,LG-KA-0408,Revenue,APPROVED,2024-03-07,2024-01-01,15
APP-KL-0409,LG-KL-0409,Environmental,PENDING,2022-03-28,,65
APP-MP-0410,LG-MP-0410,Wildlife,APPROVED,2022-09-26,2024-01-01,4
APP-MH-0411,LG-MH-0411,Revenue,APPROVED,2022-03-22,2024-01-01,4
APP-MN-0412,LG-MN-0412,Forest,PENDING,2024-07-28,,68
APP-ML-0413,LG-ML-0413,Revenue,PENDING,2023-10-29,,130
APP-MZ-0414,LG-MZ-0414,Environmental,APPROVED,2023-08-01,2024-01-01,6
APP-NL-0415,LG-NL-0415,Environmental,PENDING,2024-07-01,,68
APP-OD-0416,LG-OD-0416,Wildlife,APPROVED,2021-10-18,2024-01-01,3
APP-PB-0417,LG-PB-0417,Forest,APPROVED,2024-06-23,2024-01-01,11
APP-RJ-0418,LG-RJ-0418,Revenue,PENDING,2022-07-25,,46
APP-SK-0419,LG-SK-0419,Revenue,REJECTED,2023-10-20,2024-01-01,3
APP-TN-0420,LG-TN-0420,Forest,APPROVED,2024-03-21,2024-01-01,1
APP-TS-0421,LG-TS-0421,Environmental,PENDING,2022-01-25,,102
APP-TR-0422,LG-TR-0422,Wildlife,PENDING,2022-05-30,,149
APP-UP-0423,LG-UP-0423,Environmental,PENDING,2024-09-20,,143
APP-UK-0424,LG-UK-0424,Wildlife,PENDING,2021-02-13,,119
APP-WB-0425,LG-WB-0425,Forest,APPROVED,2021-04-29,2024-01-01,1
APP-AN-0426,LG-AN-0426,Revenue,PENDING,2023-09-08,,141
APP-CH-0427,LG-CH-0427,Wildlife,PENDING,2022-02-21,,44
APP-DH-0428,LG-DH-0428,Environmental,APPROVED,2021-02-08,2024-01-01,10
APP-DL-0429,LG-DL-0429,Forest,PENDING,2021-08-12,,146
APP-JK-0430,LG-JK-0430,Environmental,PENDING,2022-05-29,,89
APP-LA-0431,LG-LA-0431,Wildlife,APPROVED,2021-05-12,2024-01-01,10
APP-LD-0432,LG-LD-0432,Environmental,APPROVED,2024-05-14,2024-01-01,13
APP-PY-0433,LG-PY-0433,Revenue,APPROVED,2024-06-27,2024-01-01,6
APP-AP-0434,LG-AP-0434,Forest,PENDING,2024-07-14,,72
APP-AR-0435,LG-AR-0435,Revenue,APPROVED,2022-12-22,2024-01-01,9
APP-AS-0436,LG-AS-0436,Environmental,APPROVED,2021-12-08,2024-01-01,4
APP-BR-0437,LG-BR-0437,Forest,PENDING,2024-04-26,,122
APP-CG-0438,LG-CG-0438,Forest,PENDING,2021-12-28,,35
APP-GA-0439,LG-GA-0439,Forest,APPROVED,2022-08-13,2024-01-01,3
APP-GJ-0440,LG-GJ-0440,Revenue,APPROVED,2023-05-24,2024-01-01,3
APP-HR-0441,LG-HR-0441,Wildlife,PENDING,2021-06-01,,141
APP-HP-0442,LG-HP-0442,Revenue,APPROVED,2021-01-07,2024-01-01,7
APP-JH-0443,LG-JH-0443,Wildlife,REJECTED,2023-05-10,2024-01-01,13
APP-KA-0444,LG-KA-0444,Forest,PENDING,2023-05-21,,129
APP-KL-0445,LG-KL-0445,Revenue,APPROVED,2022-12-24,2024-01-01,10
APP-MP-0446,LG-MP-0446,Revenue,APPROVED,2021-11-18,2024-01-01,2
APP-MH-0447,LG-MH-0447,Wildlife,APPROVED,2023-03-13,2024-01-01,12
APP-MN-0448,LG-MN-0448,Revenue,REJECTED,2023-03-18,2024-01-01,10
APP-ML-0449,LG-ML-0449,Wildlife,APPROVED,2023-08-28,2024-01-01,0
APP-MZ-0450,LG-MZ-0450,Environmental,PENDING,2021-06-16,,143
APP-NL-0451,LG-NL-0451,Forest,PENDING,2022-07-10,,51
APP-OD-0452,LG-OD-0452,Forest,APPROVED,2024-11-22,2024-01-01,8
APP-PB-0453,LG-PB-0453,Revenue,APPROVED,2022-02-19,2024-01-01,15
APP-RJ-0454,LG-RJ-0454,Revenue,PENDING,2021-10-08,,97
APP-SK-0455,LG-SK-0455,Wildlife,PENDING,2021-09-04,,77
APP-TN-0456,LG-TN-0456,Environmental,REJECTED,2023-10-27,2024-01-01,15
APP-TS-0457,LG-TS-0457,Environmental,APPROVED,2021-09-27,2024-01-01,10
APP-TR-0458,LG-TR-0458,Forest,APPROVED,2021-05-06,2024-01-01,0
APP-UP-0459,LG-UP-0459,Forest,APPROVED,2022-01-16,2024-01-01,9
APP-UK-0460,LG-UK-0460,Wildlife,PENDING,2022-06-16,,49
APP-WB-0461,LG-WB-0461,Wildlife,PENDING,2021-07-05,,114
APP-AN-0462,LG-AN-0462,Revenue,PENDING,2023-01-04,,106
APP-CH-0463,LG-CH-0463,Revenue,PENDING,2021-12-02,,88
APP-DH-0464,LG-DH-0464,Forest,PENDING,2021-11-12,,127
APP-DL-0465,LG-DL-0465,Environmental,APPROVED,2023-12-30,2024-01-01,12
APP-JK-0466,LG-JK-0466,Wildlife,PENDING,2022-09-30,,132
APP-LA-0467,LG-LA-0467,Wildlife,PENDING,2022-09-13,,141
APP-LD-0468,LG-LD-0468,Revenue,APPROVED,2022-07-31,2024-01-01,5
APP-PY-0469,LG-PY-0469,Wildlife,APPROVED,2024-01-01,2024-01-01,1
APP-AP-0470,LG-AP-0470,Forest,APPROVED,2023-05-16,2024-01-01,1
APP-AR-0471,LG-AR-0471,Environmental,APPROVED,2022-08-07,2024-01-01,10
APP-AS-0472,LG-AS-0472,Environmental,PENDING,2022-12-04,,110
APP-BR-0473,LG-BR-0473,Forest,APPROVED,2024-04-12,2024-01-01,12
APP-CG-0474,LG-CG-0474,Wildlife,PENDING,2024-02-01,,66
APP-GA-0475,LG-GA-0475,Forest,APPROVED,2021-07-21,2024-01-01,15
APP-GJ-0476,LG-GJ-0476,Forest,PENDING,2023-08-26,,89
APP-HR-0477,LG-HR-0477,Revenue,PENDING,2023-04-13,,133
APP-HP-0478,LG-HP-0478,Forest,PENDING,2021-08-17,,126
APP-JH-0479,LG-JH-0479,Revenue,APPROVED,2021-02-23,2024-01-01,4
APP-KA-0480,LG-KA-0480,Revenue,APPROVED,2021-01-25,2024-01-01,11
APP-KL-0481,LG-KL-0481,Forest,APPROVED,2022-09-26,2024-01-01,6
APP-MP-0482,LG-MP-0482,Revenue,PENDING,2021-04-25,,41
APP-MH-0483,LG-MH-0483,Wildlife,APPROVED,2021-07-21,2024-01-01,9
APP-MN-0484,LG-MN-0484,Revenue,APPROVED,2023-04-14,2024-01-01,14
APP-ML-0485,LG-ML-0485,Forest,PENDING,2023-06-27,,103
APP-MZ-0486,LG-MZ-0486,Wildlife,APPROVED,2024-05-04,2024-01-01,9
APP-NL-0487,LG-NL-0487,Forest,APPROVED,2021-02-09,2024-01-01,14
APP-OD-0488,LG-OD-0488,Wildlife,APPROVED,2022-05-27,2024-01-01,4
APP-PB-0489,LG-PB-0489,Forest,PENDING,2022-05-18,,71
APP-RJ-0490,LG-RJ-0490,Revenue,APPROVED,2023-03-23,2024-01-01,2
APP-SK-0491,LG-SK-0491,Revenue,PENDING,2024-08-24,,88
APP-TN-0492,LG-TN-0492,Revenue,PENDING,2022-10-23,,53
APP-TS-0493,LG-TS-0493,Wildlife,APPROVED,2022-02-18,2024-01-01,1
APP-TR-0494,LG-TR-0494,Wildlife,APPROVED,2022-03-06,2024-01-01,8
APP-UP-0495,LG-UP-0495,Environmental,PENDING,2023-06-09,,48
APP-UK-0496,LG-UK-0496,Wildlife,APPROVED,2022-08-24,2024-01-01,6
APP-WB-0497,LG-WB-0497,Environmental,APPROVED,2023-04-15,2024-01-01,15
APP-AN-0498,LG-AN-0498,Environmental,APPROVED,2024-01-11,2024-01-01,12
APP-CH-0499,LG-CH-0499,Environmental,APPROVED,2022-07-01,2024-01-01,4
APP-DH-0500,LG-DH-0500,Wildlife,PENDING,2023-04-11,,114
APP-DL-0501,LG-DL-0501,Forest,APPROVED,2021-08-16,2024-01-01,12
APP-JK-0502,LG-JK-0502,Wildlife,APPROVED,2023-12-23,2024-01-01,6
APP-LA-0503,LG-LA-0503,Forest,APPROVED,2021-06-03,2024-01-01,7
APP-LD-0504,LG-LD-0504,Wildlife,PENDING,2021-09-10,,59
APP-PY-0505,LG-PY-0505,Revenue,PENDING,2021-03-25,,60
APP-AP-0506,LG-AP-0506,Environmental,APPROVED,2022-05-31,2024-01-01,15
APP-AR-0507,LG-AR-0507,Revenue,APPROVED,2024-03-24,2024-01-01,14
APP-AS-0508,LG-AS-0508,Revenue,APPROVED,2021-07-22,2024-01-01,14
APP-BR-0509,LG-BR-0509,Environmental,PENDING,2022-12-15,,111
APP-CG-0510,LG-CG-0510,Forest,PENDING,2021-11-23,,41
APP-GA-0511,LG-GA-0511,Forest,PENDING,2022-08-25,,142
APP-GJ-0512,LG-GJ-0512,Revenue,REJECTED,2024-02-03,2024-01-01,13
APP-HR-0513,LG-HR-0513,Forest,APPROVED,2024-01-08,2024-01-01,14
APP-HP-0514,LG-HP-0514,Wildlife,APPROVED,2021-04-28,2024-01-01,4
APP-JH-0515,LG-JH-0515,Forest,APPROVED,2024-10-27,2024-01-01,5
APP-KA-0516,LG-KA-0516,Forest,PENDING,2023-04-15,,59
APP-KL-0517,LG-KL-0517,Forest,APPROVED,2021-07-15,2024-01-01,15
APP-MP-0518,LG-MP-0518,Revenue,APPROVED,2023-11-06,2024-01-01,3
APP-MH-0519,LG-MH-0519,Wildlife,PENDING,2024-09-10,,133
APP-MN-0520,LG-MN-0520,Environmental,PENDING,2023-12-05,,92
APP-ML-0521,LG-ML-0521,Environmental,APPROVED,2022-09-21,2024-01-01,13
APP-MZ-0522,LG-MZ-0522,Forest,APPROVED,2022-02-21,2024-01-01,11
APP-NL-0523,LG-NL-0523,Wildlife,PENDING,2022-07-13,,46
APP-OD-0524,LG-OD-0524,Forest,APPROVED,2024-11-24,2024-01-01,1
APP-PB-0525,LG-PB-0525,Forest,PENDING,2023-06-17,,74
APP-RJ-0526,LG-RJ-0526,Environmental,PENDING,2021-02-21,,109
APP-SK-0527,LG-SK-0527,Revenue,APPROVED,2024-03-07,2024-01-01,12
APP-TN-0528,LG-TN-0528,Environmental,PENDING,2024-01-04,,88
APP-TS-0529,LG-TS-0529,Forest,PENDING,2023-08-02,,141
APP-TR-0530,LG-TR-0530,Environmental,APPROVED,2023-07-16,2024-01-01,6
APP-UP-0531,LG-UP-0531,Environmental,APPROVED,2023-08-18,2024-01-01,0
APP-UK-0532,LG-UK-0532,Wildlife,APPROVED,2021-05-16,2024-01-01,5
APP-WB-0533,LG-WB-0533,Environmental,APPROVED,2023-02-20,2024-01-01,11
APP-AN-0534,LG-AN-0534,Revenue,PENDING,2022-08-22,,96
APP-CH-0535,LG-CH-0535,Wildlife,PENDING,2024-09-06,,72
APP-DH-0536,LG-DH-0536,Forest,APPROVED,2022-07-01,2024-01-01,2
APP-DL-0537,LG-DL-0537,Forest,APPROVED,2021-05-25,2024-01-01,2
APP-JK-0538,LG-JK-0538,Forest,APPROVED,2022-02-09,2024-01-01,6
APP-LA-0539,LG-LA-0539,Environmental,PENDING,2024-07-25,,37
APP-LD-0540,LG-LD-0540,Revenue,PENDING,2021-06-30,,99
APP-PY-0541,LG-PY-0541,Wildlife,APPROVED,2023-08-08,2024-01-01,5
APP-AP-0542,LG-AP-0542,Environmental,APPROVED,2024-01-31,2024-01-01,10
APP-AR-0543,LG-AR-0543,Environmental,PENDING,2022-09-29,,32
APP-AS-0544,LG-AS-0544,Environmental,PENDING,2024-03-28,,70
APP-BR-0545,LG-BR-0545,Wildlife,APPROVED,2021-05-18,2024-01-01,4
APP-CG-0546,LG-CG-0546,Environmental,PENDING,2023-12-09,,77
APP-GA-0547,LG-GA-0547,Environmental,APPROVED,2022-02-10,2024-01-01,13
APP-GJ-0548,LG-GJ-0548,Environmental,APPROVED,2023-10-15,2024-01-01,13
APP-HR-0549,LG-HR-0549,Forest,PENDING,2021-08-25,,49
APP-HP-0550,LG-HP-0550,Wildlife,APPROVED,2024-02-01,2024-01-01,6
APP-JH-0551,LG-JH-0551,Environmental,PENDING,2022-06-09,,125
APP-KA-0552,LG-KA-0552,Revenue,PENDING,2022-04-16,,88
APP-KL-0553,LG-KL-0553,Revenue,PENDING,2021-01-23,,39
APP-MP-0554,LG-MP-0554,Revenue,REJECTED,2021-09-04,2024-01-01,0
APP-MH-0555,LG-MH-0555,Revenue,APPROVED,2023-04-25,2024-01-01,0
APP-MN-0556,LG-MN-0556,Forest,PENDING,2024-12-10,,71
APP-ML-0557,LG-ML-0557,Environmental,PENDING,2024-10-15,,73
APP-MZ-0558,LG-MZ-0558,Wildlife,PENDING,2021-06-17,,44
APP-NL-0559,LG-NL-0559,Forest,PENDING,2022-04-08,,126
APP-OD-0560,LG-OD-0560,Revenue,APPROVED,2021-05-27,2024-01-01,13
APP-PB-0561,LG-PB-0561,Environmental,PENDING,2023-02-25,,90
APP-RJ-0562,LG-RJ-0562,Revenue,APPROVED,2022-09-27,2024-01-01,12
APP-SK-0563,LG-SK-0563,Revenue,APPROVED,2022-11-10,2024-01-01,15
APP-TN-0564,LG-TN-0564,Environmental,PENDING,2023-06-17,,41
APP-TS-0565,LG-TS-0565,Forest,PENDING,2024-09-13,,125
APP-TR-0566,LG-TR-0566,Environmental,REJECTED,2022-10-17,2024-01-01,4
APP-UP-0567,LG-UP-0567,Forest,APPROVED,2024-07-05,2024-01-01,15
APP-UK-0568,LG-UK-0568,Revenue,PENDING,2021-03-05,,139
APP-WB-0569,LG-WB-0569,Forest,APPROVED,2024-07-17,2024-01-01,11
APP-AN-0570,LG-AN-0570,Forest,APPROVED,2024-11-10,2024-01-01,6
APP-CH-0571,LG-CH-0571,Wildlife,APPROVED,2022-12-01,2024-01-01,14
APP-DH-0572,LG-DH-0572,Forest,PENDING,2023-06-15,,35
APP-DL-0573,LG-DL-0573,Environmental,PENDING,2024-02-06,,103
APP-JK-0574,LG-JK-0574,Wildlife,APPROVED,2022-03-28,2024-01-01,14
APP-LA-0575,LG-LA-0575,Revenue,PENDING,2022-12-03,,81
APP-LD-0576,LG-LD-0576,Wildlife,APPROVED,2023-03-08,2024-01-01,5
APP-PY-0577,LG-PY-0577,Environmental,PENDING,2021-07-09,,59
APP-AP-0578,LG-AP-0578,Forest,PENDING,2022-02-05,,130
APP-AR-0579,LG-AR-0579,Environmental,PENDING,2024-06-01,,66
APP-AS-0580,LG-AS-0580,Wildlife,PENDING,2022-05-30,,78
APP-BR-0581,LG-BR-0581,Environmental,APPROVED,2024-08-22,2024-01-01,7
APP-CG-0582,LG-CG-0582,Revenue,APPROVED,2022-08-26,2024-01-01,1
APP-GA-0583,LG-GA-0583,Revenue,PENDING,2021-04-15,,114
APP-GJ-0584,LG-GJ-0584,Forest,REJECTED,2021-01-25,2024-01-01,1
APP-HR-0585,LG-HR-0585,Forest,REJECTED,2023-08-19,2024-01-01,0
APP-HP-0586,LG-HP-0586,Wildlife,APPROVED,2024-02-11,2024-01-01,10
APP-JH-0587,LG-JH-0587,Forest,REJECTED,2023-08-28,2024-01-01,9
APP-KA-0588,LG-KA-0588,Environmental,APPROVED,2024-01-12,2024-01-01,1
APP-KL-0589,LG-KL-0589,Forest,APPROVED,2023-10-02,2024-01-01,3
APP-MP-0590,LG-MP-0590,Environmental,PENDING,2024-08-31,,48
APP-MH-0591,LG-MH-0591,Environmental,PENDING,2024-08-12,,34
APP-MN-0592,LG-MN-0592,Forest,APPROVED,2022-11-01,2024-01-01,1
APP-ML-0593,LG-ML-0593,Forest,PENDING,2024-06-13,,85
APP-MZ-0594,LG-MZ-0594,Forest,APPROVED,2023-08-30,2024-01-01,8
APP-NL-0595,LG-NL-0595,Revenue,PENDING,2024-01-02,,129
APP-OD-0596,LG-OD-0596,Forest,REJECTED,2022-05-18,2024-01-01,11
APP-PB-0597,LG-PB-0597,Revenue,APPROVED,2021-05-16,2024-01-01,2
APP-RJ-0598,LG-RJ-0598,Wildlife,APPROVED,2021-05-10,2024-01-01,3
APP-SK-0599,LG-SK-0599,Revenue,PENDING,2024-09-07,,32
APP-TN-0600,LG-TN-0600,Revenue,PENDING,2021-08-27,,34
APP-TS-0601,LG-TS-0601,Revenue,APPROVED,2023-12-24,2024-01-01,3
APP-TR-0602,LG-TR-0602,Revenue,APPROVED,2024-02-01,2024-01-01,13
APP-UP-0603,LG-UP-0603,Forest,APPROVED,2023-01-10,2024-01-01,7
APP-UK-0604,LG-UK-0604,Wildlife,PENDING,2022-01-30,,30
APP-WB-0605,LG-WB-0605,Environmental,PENDING,2022-04-18,,82
APP-AN-0606,LG-AN-0606,Wildlife,APPROVED,2024-09-20,2024-01-01,1
APP-CH-0607,LG-CH-0607,Wildlife,APPROVED,2022-07-27,2024-01-01,12
APP-DH-0608,LG-DH-0608,Environmental,APPROVED,2021-10-24,2024-01-01,3
APP-DL-0609,LG-DL-0609,Forest,APPROVED,2024-11-13,2024-01-01,12
APP-JK-0610,LG-JK-0610,Wildlife,APPROVED,2023-01-01,2024-01-01,13
APP-LA-0611,LG-LA-0611,Environmental,APPROVED,2024-04-18,2024-01-01,15
APP-LD-0612,LG-LD-0612,Environmental,APPROVED,2023-10-29,2024-01-01,8
APP-PY-0613,LG-PY-0613,Wildlife,PENDING,2022-04-08,,78
APP-AP-0614,LG-AP-0614,Forest,APPROVED,2022-04-15,2024-01-01,14
APP-AR-0615,LG-AR-0615,Environmental,APPROVED,2023-04-12,2024-01-01,15
APP-AS-0616,LG-AS-0616,Environmental,APPROVED,2023-11-08,2024-01-01,13
APP-BR-0617,LG-BR-0617,Environmental,PENDING,2021-06-14,,40
APP-CG-0618,LG-CG-0618,Forest,APPROVED,2022-10-03,2024-01-01,5
APP-GA-0619,LG-GA-0619,Wildlife,APPROVED,2021-01-06,2024-01-01,4
APP-GJ-0620,LG-GJ-0620,Environmental,APPROVED,2021-03-22,2024-01-01,12
APP-HR-0621,LG-HR-0621,Revenue,PENDING,2023-10-18,,122
APP-HP-0622,LG-HP-0622,Forest,PENDING,2023-01-25,,75
APP-JH-0623,LG-JH-0623,Environmental,APPROVED,2022-08-25,2024-01-01,7
APP-KA-0624,LG-KA-0624,Revenue,APPROVED,2024-10-11,2024-01-01,3
APP-KL-0625,LG-KL-0625,Environmental,APPROVED,2024-01-20,2024-01-01,13
APP-MP-0626,LG-MP-0626,Wildlife,PENDING,2023-12-11,,72
APP-MH-0627,LG-MH-0627,Wildlife,PENDING,2022-03-14,,97
APP-MN-0628,LG-MN-0628,Wildlife,APPROVED,2021-10-30,2024-01-01,1
APP-ML-0629,LG-ML-0629,Revenue,APPROVED,2024-11-21,2024-01-01,12
APP-MZ-0630,LG-MZ-0630,Forest,APPROVED,2021-12-26,2024-01-01,6
APP-NL-0631,LG-NL-0631,Environmental,APPROVED,2022-12-03,2024-01-01,1
APP-OD-0632,LG-OD-0632,Revenue,REJECTED,2022-01-08,2024-01-01,14
APP-PB-0633,LG-PB-0633,Wildlife,PENDING,2021-02-13,,102
APP-RJ-0634,LG-RJ-0634,Environmental,PENDING,2024-08-07,,137
APP-SK-0635,LG-SK-0635,Forest,APPROVED,2024-01-30,2024-01-01,0
APP-TN-0636,LG-TN-0636,Wildlife,APPROVED,2022-05-31,2024-01-01,7
APP-TS-0637,LG-TS-0637,Revenue,APPROVED,2022-02-18,2024-01-01,2
APP-TR-0638,LG-TR-0638,Environmental,PENDING,2023-06-27,,121
APP-UP-0639,LG-UP-0639,Revenue,APPROVED,2024-07-04,2024-01-01,2
APP-UK-0640,LG-UK-0640,Revenue,PENDING,2021-08-11,,46
APP-WB-0641,LG-WB-0641,Wildlife,APPROVED,2024-04-28,2024-01-01,8
APP-AN-0642,LG-AN-0642,Wildlife,APPROVED,2024-09-28,2024-01-01,5
APP-CH-0643,LG-CH-0643,Wildlife,PENDING,2021-08-24,,81
APP-DH-0644,LG-DH-0644,Environmental,APPROVED,2021-02-01,2024-01-01,10
APP-DL-0645,LG-DL-0645,Environmental,APPROVED,2021-10-12,2024-01-01,5
APP-JK-0646,LG-JK-0646,Wildlife,PENDING,2023-11-06,,110
APP-LA-0647,LG-LA-0647,Wildlife,APPROVED,2023-03-11,2024-01-01,15
APP-LD-0648,LG-LD-0648,Revenue,APPROVED,2022-02-06,2024-01-01,12
APP-PY-0649,LG-PY-0649,Forest,APPROVED,2023-02-07,2024-01-01,8
APP-AP-0650,LG-AP-0650,Revenue,APPROVED,2022-01-18,2024-01-01,11
APP-AR-0651,LG-AR-0651,Wildlife,APPROVED,2024-02-19,2024-01-01,5
APP-AS-0652,LG-AS-0652,Environmental,APPROVED,2022-10-29,2024-01-01,7
APP-BR-0653,LG-BR-0653,Forest,PENDING,2021-03-14,,60
APP-CG-0654,LG-CG-0654,Forest,APPROVED,2023-05-03,2024-01-01,15
